Symbol,Rm-Rf %,SMB %,HML %,WML %,ent,Adj-r_sq,const,high-low
EMKAY,0.8567,0.2888,0.0702,0.6907,,0.0167,0.2937,0.4818
GTL,0.0009,0.0,0.0,0.3278,,0.4189,0.8033,0.3013
UFLEX,0.0,0.0,0.0,0.4181,,0.4257,0.5742,0.0561
ORCHIDPHAR,0.0,0.0,0.0235,0.0402,,0.3168,0.9249,0.9432
SESHAPAPER,0.0004,0.3062,0.9232,0.4979,,0.0557,0.6304,0.1895
FLEXITUFF,0.061,0.0444,0.5155,0.2668,,0.0582,0.5482,0.5704
ARCOTECH,0.1041,0.7756,0.7078,0.9545,,0.0115,0.6374,0.9456
KANORICHEM,0.0001,0.0,0.0045,0.6442,,0.2679,0.2062,0.6206
MOIL,0.0003,0.0018,0.0656,0.0214,,0.1568,0.1476,0.4552
NESTLEIND,0.0881,0.5082,0.6762,0.9328,,0.0626,0.954,0.0211
AUROPHARMA,0.0009,0.2438,0.3687,0.1313,,0.1146,0.7558,0.8975
BLUEDART,0.0,0.1849,0.2223,0.3548,,0.1744,0.9483,0.2952
EXCELCROP,0.0192,0.1657,0.0761,0.4371,,0.1019,0.913,0.4578
ATLANTA,0.0,0.0118,0.001,0.2839,,0.2518,0.7925,0.5591
TATAGLOBAL,0.0,0.0176,0.0102,0.6253,,0.5211,0.7984,0.0551
GUJFLUORO,0.0,0.002,0.8621,0.1536,,0.183,0.2019,0.128
ITDCEM,0.0011,0.0859,0.5481,0.9098,,0.0614,0.9916,0.1854
CIPLA,0.0,0.5887,0.6553,0.0808,,0.4144,0.5143,0.211
HEG,0.0027,0.0006,0.0189,0.612,,0.1504,0.4649,0.8953
PCJEWELLER,0.0155,0.0316,0.947,0.0746,,0.079,0.1859,0.3068
SANGHVIMOV,0.0001,0.454,0.0498,0.7166,,0.2278,0.0353,0.1483
DBREALTY,0.0001,0.2314,0.0,0.6022,,0.3434,0.7991,0.1686
SUPREMEINF,0.0016,0.032,0.0,0.1482,,0.241,0.3794,0.9792
METKORE,0.3464,0.2094,0.7557,0.4425,,-0.0027,0.1361,0.9973
GDL,0.0017,0.0777,0.2943,0.5417,,0.0824,0.7963,0.2987
FEL,0.0002,0.0091,0.0011,0.0533,,0.2261,0.1876,0.7572
LOTUSEYE,0.0092,0.04,0.0141,0.7445,,0.119,0.1112,0.9195
SHILPI,0.0001,0.0166,0.1063,0.5931,,0.1809,0.5574,0.8175
ACE,0.0,0.0005,0.0024,0.7599,,0.3332,0.5316,0.3388
UNITY,0.0007,0.0002,0.0,0.7489,,0.3661,0.5471,0.4895
RELIGARE,0.0016,0.6456,0.0116,0.6396,,0.151,0.7313,0.8157
NHPC,0.0,0.1281,0.1995,0.1355,,0.3218,0.2496,0.4307
GAEL,0.0,0.0,0.0009,0.6879,,0.278,0.9087,0.1713
SAIL,0.0,0.3466,0.9978,0.0,,0.3999,0.4339,0.2417
SALORAINTL,0.0014,0.9095,0.1569,0.3747,,0.098,0.1294,0.4888
HONAUT,0.001,0.6395,0.3341,0.4126,,0.2277,0.2544,0.0012
PHOENIXLTD,0.0005,0.8594,0.5396,0.4307,,0.0812,0.6149,0.2999
LOKESHMACH,0.0,0.0002,0.2816,0.2659,,0.2408,0.3258,0.6782
COLPAL,0.0162,0.2456,0.1844,0.9918,,0.0126,0.4161,0.6031
FMGOETZE,0.023,0.4646,0.5257,0.3234,,0.0918,0.9902,0.0964
PRATIBHA,0.0001,0.0,0.0,0.3908,,0.3662,0.7885,0.9691
RJL,0.3232,0.0018,0.0,0.1718,,0.1876,0.0721,0.7895
XCHANGING,0.0001,0.0008,0.0371,0.0454,,0.1745,0.303,0.3806
RAJESHEXPO,0.0136,0.9851,0.2665,0.4246,,0.1109,0.0009,0.1325
BLISSGVS,0.0,0.06,0.4585,0.4437,,0.2828,0.0305,0.8505
BANCOINDIA,0.0002,0.0,0.0048,0.0182,,0.2584,0.8684,0.5001
ADANIPOWER,0.0,0.1702,0.0,0.0023,,0.4937,0.6736,0.4594
ALLCARGO,0.0072,0.1984,0.4519,0.6953,,0.0678,0.7466,0.837
RELINFRA,0.0,0.3362,0.0,0.0051,,0.556,0.0798,0.5262
KOTAKNIFTY,0.0,0.0021,0.0065,0.4774,,0.8362,0.036,0.7927
GESHIP,0.0001,0.7143,0.4433,0.7083,,0.1382,0.4683,0.8239
OMAXE,0.0,0.1054,0.4205,0.5439,,0.2332,0.0686,0.912
NDL,0.0037,0.0093,0.0227,0.5708,,0.2225,0.2655,0.02
GAL,0.1484,0.9473,0.6139,0.0938,,0.0287,0.5234,0.6226
BIRLAMONEY,0.0,0.0018,0.2797,0.8453,,0.1466,0.9541,0.0949
KCP,0.0,0.0089,0.0,0.1119,,0.3156,0.5955,0.1427
EDL,0.1387,0.0,0.0001,0.732,,0.1617,0.2121,0.4668
BEL,0.5821,0.286,0.8379,0.6325,,0.0805,0.4085,0.001
PFS,0.0,0.2413,0.0084,0.6371,,0.3351,0.6065,0.4408
AUTOLITIND,0.0001,0.0007,0.3942,0.9546,,0.1611,0.4131,0.8756
ORIENTPPR,0.0264,0.0051,0.0004,0.9844,,0.1603,0.588,0.8342
ECLERX,0.0313,0.8297,0.744,0.7516,,0.0405,0.5891,0.276
GRAPHITE,0.0588,0.017,0.1102,0.3641,,0.0768,0.9618,0.6144
MORARJEE,0.0,0.0015,0.0007,0.7231,,0.2503,0.6151,0.7478
SWANENERGY,0.7579,0.6409,0.0111,0.2027,,0.0294,0.1659,0.9211
BALPHARMA,0.0001,0.0,0.0836,0.3321,,0.1688,0.448,0.1693
OMKARCHEM,0.0,0.0784,0.5117,0.5031,,0.1947,0.4381,0.4196
LUMAXTECH,0.003,0.0001,0.0017,0.7159,,0.2187,0.9335,0.4254
TIPSINDLTD,0.0015,0.0001,0.0459,0.8553,,0.1248,0.916,0.1002
SRSLTD,0.0001,0.0007,0.1914,0.2892,,0.1255,0.8865,0.0504
MAHABANK,0.0,0.2506,0.0063,0.906,,0.327,0.3531,0.4686
TTL,0.0,0.0026,0.0113,0.0374,,0.2403,0.2842,0.9575
PRIMESECU,0.8317,0.463,0.0127,0.7031,,0.0327,0.4668,0.6232
GET&D,0.0001,0.9422,0.044,0.0748,,0.1003,0.9779,0.4318
LAKSHVILAS,0.0,0.6755,0.0054,0.2118,,0.2545,0.0999,0.6528
LYKALABS,0.0,0.0,0.203,0.7964,,0.2671,0.02,0.6808
SDBL,0.5289,0.0119,0.0558,0.1841,,0.0409,0.674,0.868
MMFL,0.0002,0.0016,0.3315,0.872,,0.1817,0.6428,0.2896
KANSAINER,0.0,0.3222,0.0076,0.8403,,0.0963,0.5336,0.0942
SNOWMAN,0.0,0.0,0.0009,0.9119,,0.3179,0.3476,0.4868
ARROWTEX,0.002,0.0317,0.0783,0.5324,,0.1205,0.552,0.9658
UNICHEMLAB,0.0,0.0272,0.0952,0.2521,,0.1968,0.9574,0.6894
COROMANDEL,0.0002,0.0171,0.591,0.0264,,0.1053,0.2363,0.2747
TRIGYN,0.0115,0.0,0.0095,0.414,,0.1711,0.389,0.8239
JSWSTEEL,0.0,0.8569,0.6521,0.0126,,0.3411,0.3703,0.6694
ESSARSHPNG,0.1038,0.1459,0.1461,0.2775,,0.0504,0.5188,0.7231
JTEKTINDIA,0.0001,0.0,0.0001,0.0213,,0.3077,0.7428,0.6754
VAKRANGEE,0.0,0.0001,0.0332,0.0209,,0.3045,0.3293,0.7774
SPENTEX,0.235,0.0175,0.0923,0.4339,,0.0285,0.9699,0.3212
EXCELINDUS,0.0,0.0913,0.1774,0.3557,,0.2484,0.4909,0.4585
TBZ,0.0016,0.0237,0.0217,0.1282,,0.2203,0.2652,0.0536
INFRATEL,0.0,0.9235,0.0911,0.7022,,0.0731,0.272,0.0328
KPIT,0.0032,0.6756,0.125,0.046,,0.1362,0.7046,0.5071
MADRASFERT,0.0,0.03,0.0061,0.2301,,0.1977,0.9633,0.3601
REPCOHOME,0.0,0.0358,0.13,0.8383,,0.3136,0.9732,0.0146
HUBTOWN,0.0938,0.7645,0.0068,0.7188,,0.1036,0.6474,0.4365
RECLTD,0.0,0.0156,0.1426,0.105,,0.3789,0.9793,0.3034
NIITLTD,0.0,0.0,0.0026,0.6821,,0.2403,0.1475,0.3685
SIMPLEXINF,0.0,0.024,0.3219,0.9703,,0.163,0.7761,0.8707
BANARBEADS,0.6075,0.0063,0.0034,0.2397,,0.0755,0.6769,0.7505
TTML,0.0,0.0037,0.0632,0.6047,,0.1681,0.7076,0.0642
CANBK,0.0,0.0012,0.0004,0.2742,,0.4725,0.726,0.7038
SORILINFRA,0.0592,0.0016,0.0779,0.8641,,0.0751,0.9875,0.8245
SHALPAINTS,0.0,0.0029,0.0127,0.2285,,0.2557,0.8848,0.6149
NILKAMAL,0.0,0.0167,0.4427,0.5471,,0.2172,0.0721,0.24
SUNDARMFIN,0.0,0.871,0.451,0.415,,0.1553,0.6387,0.1481
TIMETECHNO,0.0,0.0053,0.4947,0.3777,,0.25,0.8938,0.508
DONEAR,0.0187,0.0002,0.0146,0.8448,,0.1094,0.4225,0.2823
L&TFH,0.0,0.0152,0.0056,0.4693,,0.4792,0.6985,0.7842
LIQUIDBEES,0.1816,0.2481,0.0026,0.5037,,0.0414,0.0,0.0599
AGARIND,0.0086,0.035,0.0819,0.0314,,0.1172,0.1252,0.8195
PUNJLLOYD,0.0,0.0003,0.0,0.3869,,0.4216,0.7109,0.6199
IOLCP,0.0509,0.0115,0.1042,0.0232,,0.0932,0.2351,0.6659
SCI,0.0,0.0,0.0002,0.6801,,0.4228,0.2751,0.9724
DHARSUGAR,0.0902,0.0338,0.1089,0.1979,,0.0442,0.4393,0.478
PIIND,0.0006,0.9862,0.6929,0.596,,0.147,0.3107,0.0963
BAJAJHLDNG,0.0832,0.6971,0.9356,0.014,,0.0618,0.5415,0.2275
RAMKY,0.0009,0.0,0.0,0.8898,,0.2966,0.4264,0.2622
ASTRAZEN,0.0245,0.2075,0.4288,0.5869,,0.059,0.3365,0.5956
MIRZAINT,0.0,0.0005,0.0048,0.015,,0.3521,0.0588,0.3853
SURYAROSNI,0.0,0.0004,0.0083,0.9402,,0.3983,0.3585,0.9908
VESUVIUS,0.0,0.1883,0.0412,0.3223,,0.1903,0.403,0.4748
DIAPOWER,0.0005,0.7996,0.006,0.2086,,0.1597,0.9659,0.3943
VEDL,0.0,0.385,0.9882,0.0,,0.4183,0.5594,0.3998
PRAENG,0.0006,0.0219,0.0536,0.7615,,0.1149,0.908,0.1859
HITECHCORP,0.0013,0.0,0.0146,0.4033,,0.1825,0.6047,0.6065
EXIDEIND,0.0,0.8435,0.1598,0.6561,,0.2232,0.7372,0.594
STARPAPER,0.0001,0.0003,0.0091,0.0395,,0.1823,0.3187,0.0259
KSCL,0.0049,0.6944,0.8595,0.981,,0.0595,0.2144,0.5278
WEIZFOREX,0.0,0.3365,0.3526,0.5656,,0.1419,0.8067,0.1981
HANUNG,0.0046,0.0023,0.0642,0.8783,,0.0885,0.6318,0.1127
BEPL,0.0013,0.0355,0.0696,0.2256,,0.1304,0.2165,0.8427
KOTAKBKETF,0.0,0.0033,0.262,0.2839,,0.5213,0.4597,0.1562
FINCABLES,0.0001,0.0262,0.2547,0.2497,,0.1796,0.8244,0.5682
BGRENERGY,0.0,0.0,0.0002,0.0303,,0.4264,0.691,0.6204
TECHNO,0.0018,0.0909,0.0698,0.1001,,0.1691,0.4081,0.2467
RAJSREESUG,0.0661,0.0008,0.0063,0.0264,,0.127,0.4357,0.9592
APTECHT,0.0,0.0,0.0009,0.8024,,0.4466,0.5411,0.9992
NOIDATOLL,0.001,0.3734,0.9067,0.2623,,0.0645,0.4218,0.7847
LYPSAGEMS,0.1862,0.6258,0.2847,0.3326,,0.0107,0.032,0.4183
NELCO,0.0001,0.0019,0.0,0.5064,,0.291,0.4162,0.9199
GRASIM,0.0,0.2389,0.2974,0.2339,,0.3728,0.1215,0.6368
SUNTECK,0.0003,0.586,0.6196,0.336,,0.1028,0.9124,0.8799
UCOBANK,0.0,0.0025,0.0,0.2692,,0.5574,0.7382,0.1616
PDPL,0.1155,0.0034,0.0007,0.3485,,0.1165,0.3593,0.7692
KOTAKBANK,0.0,0.1795,0.4099,0.2182,,0.1316,0.9369,0.9968
SATHAISPAT,0.0012,0.0449,0.0949,0.6033,,0.11,0.8596,0.5696
DICIND,0.0,0.191,0.0411,0.4291,,0.2476,0.0558,0.3059
TV18BRDCST,0.0002,0.0865,0.0365,0.6476,,0.1836,0.2351,0.6365
DPL,0.4216,0.607,0.5754,0.8171,,-0.0068,0.0,0.3223
PDSMFL,0.0014,0.0553,0.0243,0.2804,,0.1481,0.4161,0.9869
ASHOKA,0.0,0.1175,0.1661,0.0208,,0.2463,0.3595,0.5025
MAHSEAMLES,0.0036,0.0121,0.034,0.5672,,0.1066,0.5668,0.3644
BHARATGEAR,0.0,0.0186,0.0386,0.5689,,0.1862,0.3225,0.0612
ORIENTCEM,0.0,0.0163,0.1475,0.5075,,0.1852,0.9322,0.4556
MOTILALOFS,0.0,0.2581,0.8876,0.0017,,0.1906,0.4193,0.2453
GMDCLTD,0.0,0.0001,0.1149,0.0002,,0.2834,0.1994,0.8693
WEBELSOLAR,0.0,0.0012,0.1568,0.124,,0.1685,0.117,0.0082
INSECTICID,0.0,0.1912,0.0461,0.2259,,0.1779,0.2372,0.6042
FSL,0.0,0.0016,0.0977,0.6466,,0.259,0.403,0.0709
TATAMTRDVR,0.0,0.8414,0.2882,0.0129,,0.3913,0.5828,0.6796
NUTEK,0.3927,0.5615,0.7802,0.7197,,-0.0056,0.7497,0.4678
KOLTEPATIL,0.0,0.0438,0.0006,0.0219,,0.3046,0.9224,0.3511
PIONEEREMB,0.0015,0.009,0.0036,0.2874,,0.1492,0.0246,0.2302
DOLPHINOFF,0.0,0.0,0.0082,0.3963,,0.3004,0.6404,0.2092
PRESTIGE,0.0004,0.1058,0.6315,0.5403,,0.1567,0.73,0.1809
INFINITE,0.0016,0.1248,0.1617,0.9101,,0.1067,0.4042,0.9778
INOXLEISUR,0.0,0.0006,0.1654,0.5208,,0.2476,0.4712,0.6123
VINDHYATEL,0.0,0.0552,0.8985,0.1829,,0.2036,0.1151,0.9944
UNIONBANK,0.0,0.0002,0.0002,0.5243,,0.4699,0.6272,0.4263
ALCHEM,0.0058,0.0421,0.0936,0.2045,,0.0867,0.7031,0.4315
REVATHI,0.0031,0.0275,0.6322,0.449,,0.0798,0.2123,0.9875
ASTEC,0.0,0.0543,0.8103,0.6614,,0.2009,0.0932,0.9281
AMJLAND,0.0035,0.0001,0.3054,0.2132,,0.0928,0.0875,0.0131
KAUSHALYA,0.0031,0.0006,0.0002,0.0911,,0.1808,0.8406,0.1701
ATULAUTO,0.0,0.0069,0.0148,0.3304,,0.2674,0.5867,0.5611
GRAVITA,0.0,0.0097,0.0009,0.8252,,0.2796,0.4258,0.0425
SJVN,0.0015,0.2716,0.1888,0.4228,,0.1225,0.0988,0.5993
TORNTPHARM,0.0,0.2702,0.0448,0.9528,,0.1633,0.3752,0.9065
INDLMETER,0.0006,0.0019,0.0356,0.579,,0.1501,0.1184,0.6314
CHOLAFIN,0.0013,0.1473,0.4945,0.5111,,0.0659,0.1462,0.3299
PRAKASHCON,0.8435,0.0003,0.0455,0.018,,0.0739,0.3282,0.4778
ATUL,0.0,0.0023,0.2348,0.8962,,0.2557,0.7093,0.3781
NEXTMEDIA,0.0475,0.0098,0.0261,0.7974,,0.1249,0.8587,0.2363
APCOTEXIND,0.0,0.0098,0.6209,0.2755,,0.0943,0.318,0.0897
SHIVAMAUTO,0.0,0.188,0.4653,0.0812,,0.1122,0.951,0.7303
SEAMECLTD,0.0325,0.0318,0.0431,0.4575,,0.0839,0.8671,0.9648
RANEHOLDIN,0.0091,0.7062,0.268,0.3692,,0.1158,0.9737,0.1408
MANAKSIA,0.0095,0.3484,0.1987,0.6658,,0.117,0.683,0.2514
BAGFILMS,0.0001,0.0,0.2373,0.4709,,0.1625,0.9616,0.5698
ASIANPAINT,0.0,0.3788,0.1467,0.2256,,0.3428,0.3866,0.9031
GODFRYPHLP,0.0161,0.0999,0.0196,0.6329,,0.0969,0.0511,0.7466
MANINFRA,0.0,0.1937,0.0072,0.055,,0.3077,0.2063,0.6535
BROOKS,0.0047,0.0088,0.3744,0.6267,,0.1226,0.3554,0.2996
EIDPARRY,0.0008,0.0148,0.0602,0.9912,,0.1405,0.9054,0.9632
GEPIL,0.0,0.0589,0.5105,0.3059,,0.2508,0.7219,0.3746
EDELWEISS,0.0,0.2971,0.0618,0.0181,,0.3119,0.6638,0.8407
NOCIL,0.0,0.0151,0.226,0.811,,0.3501,0.1845,0.802
HCL-INSYS,0.0,0.0,0.0001,0.9067,,0.316,0.93,0.3836
ORIENTABRA,0.1813,0.033,0.5015,0.1923,,0.0161,0.0263,0.5524
JKPAPER,0.0,0.0001,0.0021,0.5947,,0.2599,0.3275,0.3985
PARACABLES,0.0452,0.3521,0.2267,0.1334,,0.0514,0.0993,0.9363
ICICIGOLD,0.2757,0.7003,0.6743,0.9905,,-0.0026,0.8053,0.4438
INDTERRAIN,0.5754,0.934,0.5311,0.11,,0.0179,0.4268,0.2142
SHILPAMED,0.0239,0.0003,0.15,0.5269,,0.1138,0.4769,0.6601
SOUTHBANK,0.0,0.1247,0.0185,0.616,,0.3067,0.3143,0.8222
XPROINDIA,0.8642,0.0,0.0005,0.9174,,0.0995,0.5422,0.8029
RAMCOIND,0.0,0.1138,0.0126,0.5155,,0.2809,0.1692,0.7298
ANSALHSG,0.0004,0.0104,0.0009,0.894,,0.1856,0.7967,0.3297
HIKAL,0.0248,0.0,0.7339,0.0532,,0.0689,0.2859,0.1408
ZEELEARN,0.0212,0.0011,0.1857,0.9488,,0.0576,0.3497,0.0449
PGIL,0.0177,0.0622,0.4837,0.6374,,0.0429,0.6422,0.6712
BHARTIARTL,0.0,0.9224,0.0021,0.0121,,0.1853,0.6321,0.8301
SAKSOFT,0.1908,0.0,0.0001,0.1087,,0.1529,0.1727,0.7704
LPDC,0.066,0.4769,0.0131,0.2172,,0.0639,0.6917,0.2965
LAOPALA,0.0833,0.0562,0.0401,0.2987,,0.0668,0.4515,0.9181
IMPAL,0.0005,0.7275,0.5574,0.4349,,0.0563,0.9301,0.6191
GOACARBON,0.0,0.0,0.6242,0.0653,,0.2163,0.8143,0.5681
HITECHGEAR,0.0,0.0039,0.0656,0.1787,,0.3124,0.7304,0.5935
ELECTHERM,0.8051,0.1656,0.1178,0.8672,,0.0576,0.2605,0.0245
DCBBANK,0.0035,0.5139,0.0691,0.0064,,0.2408,0.3173,0.0025
SUPRAJIT,0.0002,0.6968,0.1692,0.5943,,0.1205,0.5742,0.5712
SURYALAXMI,0.0,0.0576,0.1018,0.7069,,0.153,0.4181,0.3112
TRIL,0.0001,0.0,0.0012,0.205,,0.2246,0.8106,0.0265
MIRCELECTR,0.0004,0.0061,0.0589,0.1809,,0.1542,0.2306,0.8203
SHAKTIPUMP,0.0,0.0007,0.1394,0.7925,,0.2337,0.496,0.4052
HARRMALAYA,0.0023,0.0283,0.0001,0.3384,,0.254,0.5125,0.1646
ISMTLTD,0.0001,0.0,0.0009,0.3556,,0.2256,0.2413,0.1009
TATAPOWER,0.0,0.2965,0.0009,0.7855,,0.3599,0.5583,0.3107
CANDC,0.1261,0.3832,0.0009,0.0766,,0.0998,0.3444,0.6979
SRIPIPES,0.0008,0.0027,0.0522,0.0419,,0.2264,0.1046,0.1045
MANINDS,0.0,0.0129,0.0018,0.7627,,0.2352,0.2972,0.9566
GILLANDERS,0.0002,0.0154,0.1694,0.1589,,0.146,0.602,0.9331
UCALFUEL,0.0,0.0003,0.0,0.8194,,0.329,0.7192,0.1997
GRUH,0.0,0.9564,0.676,0.7489,,0.1461,0.7371,0.8367
A2ZINFRA,0.0,0.0001,0.0008,0.3595,,0.2582,0.3541,0.4587
HEIDELBERG,0.0,0.0002,0.8927,0.6602,,0.37,0.779,0.2158
VMART,0.0018,0.093,0.1417,0.909,,0.0812,0.4649,0.2312
CESC,0.0,0.2078,0.0352,0.8965,,0.2455,0.8945,0.1232
CELEBRITY,0.1348,0.0076,0.0111,0.1927,,0.1206,0.6786,0.1958
SMARTLINK,0.0,0.0037,0.0504,0.1305,,0.1976,0.7593,0.4337
TIRUMALCHM,0.0017,0.0091,0.016,0.1365,,0.1742,0.0799,0.6072
RUCHISOYA,0.0002,0.0263,0.0834,0.0569,,0.2452,0.6847,0.0332
MANGCHEFER,0.008,0.2688,0.1499,0.3952,,0.0648,0.2344,0.3563
TNPL,0.0,0.0102,0.4529,0.2011,,0.3177,0.0049,0.233
ONMOBILE,0.0001,0.0044,0.0027,0.6865,,0.2303,0.1978,0.8187
DQE,0.0,0.0,0.0023,0.4496,,0.2122,0.5234,0.1275
SUMEETINDS,0.0001,0.0012,0.563,0.4389,,0.0957,0.8239,0.0014
FLFL,0.0,0.0134,0.0103,0.7521,,0.2007,0.7973,0.4849
KSBPUMPS,0.0001,0.0812,0.5294,0.0352,,0.1875,0.718,0.2387
RAINBOWPAP,0.1081,0.0483,0.0818,0.8305,,0.0449,0.2469,0.7786
MARKSANS,0.0,0.0004,0.0009,0.0075,,0.4435,0.2805,0.2591
GEOJITFSL,0.002,0.2681,0.0706,0.9628,,0.1523,0.5917,0.2836
CANTABIL,0.5676,0.9867,0.018,0.5993,,0.0671,0.2122,0.1108
MEGASOFT,0.5981,0.433,0.0153,0.0579,,0.1024,0.1935,0.0612
BAJAJ-AUTO,0.0,0.5539,0.0423,0.2065,,0.2291,0.3343,0.5952
SYNDIBANK,0.0,0.0064,0.0,0.5868,,0.5396,0.7321,0.6883
BARTRONICS,0.0001,0.029,0.0148,0.8486,,0.1519,0.3908,0.0364
ADFFOODS,0.0016,0.0009,0.0002,0.1315,,0.1987,0.5918,0.4087
BRITANNIA,0.0007,0.892,0.5992,0.0182,,0.194,0.0779,0.0168
IMFA,0.0003,0.0253,0.6503,0.9348,,0.0856,0.6571,0.3049
KECL,0.0001,0.0002,0.4747,0.9238,,0.1323,0.5177,0.3603
CAPF,0.0,0.0282,0.5028,0.3658,,0.443,0.4604,0.2571
OFSS,0.0,0.1494,0.1792,0.5251,,0.2128,0.4801,0.2032
GENUSPOWER,0.0,0.0052,0.0001,0.3951,,0.2776,0.0593,0.1219
DENABANK,0.0001,0.5796,0.0,0.4474,,0.2889,0.3047,0.8428
SUNFLAG,0.0,0.0044,0.1846,0.5784,,0.1506,0.8941,0.3585
PBAINFRA,0.0123,0.0103,0.0008,0.7209,,0.1425,0.7581,0.5286
NUCLEUS,0.0,0.0056,0.2042,0.0119,,0.2599,0.6943,0.0742
GPPL,0.0011,0.4652,0.6059,0.0311,,0.0892,0.5864,0.6087
SMLISUZU,0.0,0.0136,0.0001,0.0844,,0.3626,0.5015,0.0329
STCINDIA,0.0005,0.0005,0.0014,0.046,,0.3276,0.7028,0.0033
JSWENERGY,0.0,0.2211,0.1834,0.9929,,0.3768,0.477,0.4037
GULFOILLUB,0.0258,0.0013,0.2273,0.5214,,0.109,0.767,0.4062
DELTACORP,0.0,0.0005,0.0039,0.5467,,0.3699,0.8512,0.5623
JOCIL,0.0018,0.016,0.1593,0.8442,,0.0965,0.2281,0.5161
KAVVERITEL,0.1484,0.199,0.581,0.2689,,0.0087,0.4375,0.5018
MOREPENLAB,0.017,0.0,0.001,0.8558,,0.1826,0.1063,0.5444
APLAPOLLO,0.0007,0.0006,0.0599,0.1722,,0.1328,0.0401,0.2489
VIKASECO,0.0,0.1234,0.1862,0.6951,,0.0864,0.057,0.1963
HEROMOTOCO,0.0,0.2646,0.7794,0.5904,,0.2038,0.8601,0.5118
ARVIND,0.0,0.6774,0.0137,0.6704,,0.4206,0.1272,0.8084
IRB,0.0,0.8623,0.155,0.2117,,0.4314,0.4958,0.178
DCMSHRIRAM,0.0008,0.0317,0.0005,0.5243,,0.1784,0.9422,0.2435
MARALOVER,0.0,0.0094,0.0305,0.444,,0.238,0.1742,0.9298
OCL,0.0007,0.1062,0.1424,0.008,,0.1443,0.8267,0.9385
M&M,0.0,0.0926,0.6929,0.8807,,0.3055,0.2546,0.7259
HSCL,0.0057,0.0057,0.0003,0.6494,,0.1798,0.6063,0.7511
HILTON,0.1166,0.0529,0.0625,0.1023,,0.0591,0.8108,0.7983
CHENNPETRO,0.0,0.0106,0.0753,0.0643,,0.153,0.0954,0.0756
PANORAMUNI,0.0322,0.0108,0.8882,0.0853,,0.0628,0.5355,0.5345
HDFCMFGETF,0.1942,0.5856,0.3986,0.9714,,0.0062,0.9549,0.896
UBL,0.0,0.4767,0.9004,0.2242,,0.2591,0.5922,0.2913
INEOSSTYRO,0.0,0.1394,0.0256,0.4273,,0.3448,0.5583,0.009
BAJAJHIND,0.0102,0.0001,0.0,0.1677,,0.2447,0.9156,0.7902
CORDSCABLE,0.0247,0.0062,0.1984,0.1954,,0.091,0.2496,0.5936
MRO-TEK,0.0023,0.0043,0.0276,0.7478,,0.1049,0.2258,0.0796
CANFINHOME,0.0,0.2447,0.7501,0.0775,,0.1958,0.0476,0.153
INFY,0.0796,0.1526,0.3084,0.2869,,0.0223,0.6435,0.3913
SARDAEN,0.0117,0.0002,0.0,0.235,,0.2528,0.3338,0.4525
NIITTECH,0.0005,0.0271,0.6783,0.6818,,0.0597,0.2371,0.3194
ZUARIGLOB,0.0106,0.0073,0.0288,0.2129,,0.1233,0.7639,0.8792
DHFL,0.0435,0.513,0.5849,0.4335,,0.0815,0.6491,0.0732
AUTOIND,0.0,0.0,0.0,0.3154,,0.3746,0.556,0.8475
IVZINGOLD,0.9823,0.8175,0.646,0.261,,-0.0072,0.6959,0.3762
MMTC,0.0,0.0254,0.0012,0.0108,,0.3143,0.9025,0.0837
HCC,0.0,0.0375,0.0,0.7074,,0.4054,0.8928,0.2698
AROGRANITE,0.0348,0.035,0.1151,0.6331,,0.0756,0.6193,0.796
RAIN,0.0014,0.0253,0.0082,0.4068,,0.1497,0.9639,0.5823
ORISSAMINE,0.0,0.0207,0.1131,0.0729,,0.282,0.3695,0.2547
SKMEGGPROD,0.0,0.0016,0.9518,0.4092,,0.2378,0.3817,0.6699
RPGLIFE,0.0,0.1037,0.4224,0.189,,0.1194,0.0332,0.2008
CONCOR,0.001,0.2339,0.1052,0.0539,,0.0971,0.8958,0.116
SHRIRAMCIT,0.0023,0.888,0.2188,0.02,,0.1303,0.921,0.6665
DALMIABHA,0.0,0.7791,0.4444,0.0171,,0.2234,0.0558,0.3389
INDSWFTLAB,0.0001,0.005,0.1019,0.0602,,0.2084,0.5123,0.2665
LAKSHMIEFL,0.0001,0.0,0.0016,0.3703,,0.2259,0.811,0.1592
JCHAC,0.0,0.9769,0.5514,0.0046,,0.1863,0.2532,0.8042
GLAXO,0.0682,0.3352,0.3142,0.4543,,0.1452,0.78,0.0017
KALPATPOWR,0.0,0.0238,0.0173,0.2126,,0.3195,0.5837,0.7892
KILITCH,0.0001,0.0001,0.0446,0.1713,,0.1736,0.9821,0.1862
BRFL,0.0001,0.0028,0.9181,0.0581,,0.1264,0.4189,0.7357
ACCELYA,0.0002,0.0,0.7554,0.5861,,0.1477,0.3659,0.8894
JINDRILL,0.0,0.0,0.2916,0.056,,0.2242,0.4915,0.6975
TATACOMM,0.0,0.1719,0.0098,0.9942,,0.3783,0.5222,0.4877
AHLUCONT,0.0,0.0001,0.0714,0.0925,,0.3181,0.817,0.3702
CEBBCO,0.0005,0.0,0.0002,0.0544,,0.2319,0.4774,0.3603
GODREJIND,0.0,0.0074,0.4937,0.505,,0.3839,0.0553,0.0339
TATAMOTORS,0.0,0.3297,0.0859,0.0001,,0.3598,0.4393,0.0465
