,Adj-r_sq,F-statistics,HML %,P(F-value),Rm-Rf %,SMB %,Symbol,WML %,const,high-low
545,0.1415,41.0039,0.0,0.0,0.0,0.0,TI,0.0493,0.4246,0.0866
546,0.0692,19.294,0.6039,0.0,0.0,0.014,PGHH,0.3174,0.0027,0.0645
547,0.0887,22.8864,0.5429,0.0,0.0,0.0952,JUSTDIAL,0.0634,0.9699,0.008
548,0.2021,60.0029,0.0,0.0,0.0,0.0,VASCONEQ,0.7341,0.8329,0.4377
549,0.0346,7.7381,0.0411,0.0,0.0013,0.0004,GTNTEX,0.8685,0.1342,0.3067
550,0.3601,139.4105,0.0001,0.0,0.0,0.0002,TATACHEM,0.1199,0.2651,0.2087
551,0.0385,10.6385,0.0547,0.0,0.0,0.0,SPICEMOBI,0.8033,0.8395,0.1818
552,0.1148,32.9163,0.0019,0.0,0.0,0.0,REPRO,0.5994,0.2017,0.602
553,0.0509,14.1689,0.0597,0.0,0.0,0.0,GRINDWELL,0.5841,0.1713,0.5854
554,0.0859,24.1071,0.2841,0.0,0.0,0.0,KARURVYSYA,0.0512,0.5767,0.3969
555,0.2139,64.3919,0.0,0.0,0.0,0.0,AXISCADES,0.1802,0.6186,0.1016
556,0.0868,21.6945,0.1423,0.0,0.0,0.0,HOVS,0.1616,0.0751,0.8318
557,0.071,19.7936,0.3657,0.0,0.0,0.0066,DIVISLAB,0.677,0.7453,0.9222
558,0.1162,33.3453,0.2823,0.0,0.0,0.0036,CUB,0.419,0.0179,0.7779
559,0.1015,27.0001,0.0002,0.0,0.0,0.0,RUCHIRA,0.0574,0.0236,0.4427
560,0.1442,38.1626,0.0001,0.0,0.0,0.0,DECCANCE,0.9505,0.5351,0.0092
561,0.2455,80.3382,0.0,0.0,0.0,0.0,JMCPROJECT,0.3636,0.0939,0.6013
562,0.0792,22.1328,0.148,0.0,0.0,0.0,GUJAPOLLO,0.4393,0.2727,0.9536
563,0.0905,25.4754,0.0045,0.0,0.0,0.4638,SUNPHARMA,0.8576,0.7781,0.1145
564,0.0978,27.6709,0.2933,0.0,0.0,0.0,SCHAEFFLER,0.3893,0.0113,0.0184
565,0.2151,64.924,0.0009,0.0,0.0,0.0,EVEREADY,0.0127,0.0001,0.2968
566,0.2629,88.7247,0.0,0.0,0.0,0.0,ABAN,0.0127,0.5881,0.335
567,0.0486,6.6936,0.8057,0.0,0.0009,0.0001,MANAKALUCO,0.2553,0.6016,0.8854
568,0.2203,37.447,0.0227,0.0,0.0,0.0,NILAINFRA,0.1354,0.1843,0.0489
569,0.1022,28.9919,0.0001,0.0,0.0,0.0,BHUSANSTL,0.2953,0.0919,0.7394
570,0.105,29.2537,0.1158,0.0,0.0,0.0,VSTTILLERS,0.1339,0.0054,0.9136
571,0.0959,22.1626,0.0028,0.0,0.0,0.0,THIRUSUGAR,0.7355,0.7818,0.3914
572,0.0933,12.8481,0.4413,0.0,0.0,0.0007,POWERMECH,0.8822,0.7331,0.4098
573,0.001,1.2422,0.8722,0.287,0.1894,0.709,KOTAKGOLD,0.2792,0.4993,0.5784
574,0.0843,23.6614,0.0005,0.0,0.0,0.005,IPCALAB,0.0004,0.8769,0.075
575,0.2434,75.3725,0.0,0.0,0.0,0.0,MEGH,0.9842,0.0287,0.8579
576,0.0037,1.7111,0.219,0.1293,0.5493,0.8797,ICICINF100,0.2563,0.1212,0.466
577,0.1934,59.9878,0.0,0.0,0.0,0.0,MHRIL,0.5822,0.9166,0.4377
578,0.1808,55.2881,0.02,0.0,0.0,0.0,3MINDIA,0.4547,0.0445,0.0
579,0.3507,133.8602,0.0,0.0,0.0,0.0003,HDFC,0.6109,0.054,0.8969
580,0.2165,67.5375,0.0,0.0,0.0,0.0,GLOBUSSPR,0.4523,0.9186,0.5414
581,0.268,91.0435,0.0,0.0,0.0,0.0,TRIDENT,0.2501,0.0769,0.2612
582,0.1585,47.3398,0.7007,0.0,0.0,0.0032,RALLIS,0.6731,0.3946,0.6236
583,0.1601,47.9051,0.1209,0.0,0.0,0.0006,JKCEMENT,0.0045,0.0655,0.7172
584,0.1232,35.5678,0.0008,0.0,0.0,0.0,KITEX,0.2826,0.1063,0.6197
585,0.0386,10.877,0.0478,0.0,0.0,0.0285,VGUARD,0.0927,0.5297,0.704
586,0.2397,78.5553,0.0,0.0,0.0,0.0,BANKBARODA,0.0664,0.8751,0.9819
587,0.0896,22.9664,0.0001,0.0,0.0,0.0,SAGCEM,0.5361,0.1961,0.0597
588,0.0434,9.7642,0.0003,0.0,0.0526,0.0012,EASTSILK,0.8361,0.3145,0.2347
589,0.4421,195.7706,0.0,0.0,0.0,0.0,KOTAKPSUBK,0.0,0.5331,0.036
590,0.1428,41.9868,0.3195,0.0,0.0,0.0,MAHSCOOTER,0.06,0.0282,0.1817
591,0.0304,8.6625,0.2211,0.0,0.0,0.0273,SABTN,0.6727,0.1629,0.5728
592,0.1492,44.1459,0.0033,0.0,0.0,0.0003,MANAPPURAM,0.1549,0.2421,0.5745
593,0.0997,28.1035,0.0,0.0,0.0,0.0,ELGIRUBCO,0.0176,0.5313,0.7691
594,0.0294,4.0873,0.3726,0.0012,0.0354,0.1127,STINDIA,0.2735,0.4526,0.0002
595,0.072,20.0792,0.9071,0.0,0.0,0.0026,BERGEPAINT,0.7619,0.3364,0.6623
596,0.2793,41.1504,0.0087,0.0,0.0,0.0637,IDFCBANK,0.2481,0.4414,0.2192
597,0.3131,113.1298,0.0,0.0,0.0,0.0,CENTENKA,0.2556,0.3873,0.0185
598,0.0075,2.8623,0.2477,0.0141,0.0325,0.396,AXISGOLD,0.0675,0.424,0.1358
599,0.2749,94.2786,0.005,0.0,0.0,0.0075,HINDZINC,0.3474,0.0847,0.8399
600,0.2496,80.1533,0.0,0.0,0.0,0.0,BINANIIND,0.0474,0.9162,0.1902
601,0.2528,79.9658,0.0002,0.0,0.0,0.0,BFUTILITIE,0.2301,0.8325,0.6145
602,0.1938,55.3339,0.0,0.0,0.0,0.0,ORIENTBELL,0.194,0.4067,0.0257
603,0.0827,23.1907,0.1749,0.0,0.0,0.0002,SUPREMEIND,0.9903,0.0059,0.1163
604,0.0408,7.5346,0.0324,0.0,0.0011,0.0004,PIONDIST,0.3761,0.1181,0.4121
605,0.3199,116.7118,0.0,0.0,0.0,0.0,GICHSGFIN,0.2689,0.0826,0.7879
606,0.0622,15.7371,0.0391,0.0,0.0,0.0954,ICICINIFTY,0.355,0.1236,0.8137
607,0.0819,22.7654,0.0006,0.0,0.0,0.0068,POLARIS,0.0834,0.1794,0.3343
608,0.0535,14.9016,0.0053,0.0,0.0,0.0003,MAYURUNIQ,0.0026,0.7713,0.7825
609,0.1025,29.1088,0.1913,0.0,0.0,0.0395,HAVELLS,0.0711,0.6817,0.8996
610,0.2897,98.6481,0.0,0.0,0.0,0.0,JAYNECOIND,0.0003,0.9127,0.8792
611,0.0149,3.6935,0.8563,0.0026,0.0016,0.0276,UNIPLY,0.5574,0.026,0.4645
612,0.0062,2.5292,0.8361,0.0275,0.0097,0.8805,IDBIGOLD,0.8559,0.3541,0.6239
613,0.1577,41.82,0.0,0.0,0.0,0.0,IZMO,0.0172,0.3951,0.7754
614,0.0951,26.8638,0.424,0.0,0.0,0.0001,63MOONS,0.0069,0.3791,0.3576
615,0.1885,55.1858,0.0,0.0,0.0,0.0,KOKUYOCMLN,0.8609,0.2726,0.1156
616,0.0855,21.7234,0.0039,0.0,0.0,0.0,STERTOOLS,0.2187,0.0938,0.7565
617,0.0849,20.7494,0.1232,0.0,0.0,0.0006,DYNAMATECH,0.313,0.4675,0.0014
618,0.0734,20.4821,0.0161,0.0,0.0,0.0,HMVL,0.1002,0.3521,0.434
619,0.0596,16.5947,0.2433,0.0,0.0,0.0359,TTKPRESTIG,0.6212,0.1107,0.7899
620,0.266,90.165,0.0,0.0,0.0,0.0,INDIAGLYCO,0.8123,0.3752,0.1038
621,0.2287,69.8054,0.0,0.0,0.0,0.0,VIPCLOTHNG,0.6671,0.4969,0.9197
622,0.1703,47.2074,0.0177,0.0,0.0,0.0,DENORA,0.1923,0.9986,0.9436
623,0.0821,22.0128,0.0453,0.0,0.0,0.0,AHLEAST,0.0672,0.6331,0.0445
624,0.2803,93.9315,0.0,0.0,0.0,0.0,NETWORK18,0.1858,0.6593,0.0347
625,0.1784,51.0864,0.0,0.0,0.0,0.0,JAGSNPHARM,0.7717,0.4091,0.5357
626,0.1349,39.3569,0.0,0.0,0.0,0.0,BALRAMCHIN,0.3546,0.2211,0.9661
627,0.0174,3.5863,0.0051,0.0033,0.3906,0.0016,SHAHALLOYS,0.5133,0.1789,0.3412
628,0.0971,19.6055,0.2639,0.0,0.0,0.0009,CAPLIPOINT,0.9221,0.118,0.4579
629,0.1607,48.1141,0.0022,0.0,0.0,0.0,JUBILANT,0.3705,0.2267,0.0303
630,0.26,87.4213,0.0137,0.0,0.0,0.0,BBTC,0.7043,0.0125,0.9227
631,0.1721,52.1515,0.0031,0.0,0.0,0.0,SUPPETRO,0.5601,0.0338,0.4388
632,0.1158,33.2104,0.0062,0.0,0.0,0.0,MAHLIFE,0.0935,0.8498,0.3759
633,0.5601,314.2035,0.0,0.0,0.0,0.5772,RELCAPITAL,0.0002,0.7055,0.6801
634,0.2038,61.9107,0.0,0.0,0.0,0.0,AJMERA,0.554,0.3597,0.3937
635,0.4272,184.4444,0.0,0.0,0.0,0.0,HDFCBANK,0.8183,0.0003,0.2297
636,0.1786,52.8843,0.0,0.0,0.0,0.0,GREENPOWER,0.0128,0.9669,0.1102
637,0.0878,22.1809,0.0,0.0,0.0,0.0,GSS,0.1904,0.9816,0.223
638,0.2804,58.5139,0.0,0.0,0.0,0.0,INTELLECT,0.0212,0.7559,0.3896
639,0.2164,68.9557,0.0442,0.0,0.0,0.0,VADILALIND,0.0075,0.1096,0.8248
640,0.191,59.0772,0.0005,0.0,0.0,0.0032,ENGINERSIN,0.2806,0.9354,0.2751
641,0.2312,74.9919,0.0,0.0,0.0,0.0,INGERRAND,0.8727,0.5623,0.6521
642,0.0727,15.1064,0.0714,0.0,0.0,0.0,SHREYANIND,0.6287,0.0575,0.5618
643,0.1044,28.5017,0.0001,0.0,0.0,0.0,TWL,0.8047,0.7797,0.9191
644,0.22,63.9518,0.0,0.0,0.0,0.0,BLKASHYAP,0.0182,0.1975,0.3469
645,0.058,13.9902,0.0172,0.0,0.0,0.0006,FMNL,0.1201,0.069,0.8346
646,0.2571,86.1125,0.0,0.0,0.0,0.0435,DISHTV,0.8162,0.8239,0.982
647,0.155,44.3966,0.0,0.0,0.0,0.0,AARVEEDEN,0.4861,0.8797,0.435
648,0.0848,23.7994,0.0783,0.0,0.0,0.0046,BIOCON,0.26,0.2668,0.4973
649,0.3917,159.4151,0.0,0.0,0.0,0.1165,KTKBANK,0.0064,0.8158,0.8552
650,0.1335,17.1093,0.8334,0.0,0.0,0.0,SHK,0.4259,0.5479,0.5553
651,0.0115,3.3804,0.2969,0.0049,0.1275,0.9946,JMTAUTOLTD,0.0013,0.95,0.6405
652,0.0142,2.8058,0.0182,0.0162,0.2834,0.2679,SGL,0.8039,0.0196,0.1636
653,0.2847,98.9343,0.0001,0.0,0.0,0.8689,BHEL,0.0067,0.5647,0.2208
654,0.175,52.7257,0.0041,0.0,0.0,0.0,LUMAXIND,0.0001,0.123,0.1421
655,0.2311,68.2568,0.0,0.0,0.0,0.0,KESORAMIND,0.0879,0.9688,0.8632
656,0.1266,35.5207,0.0163,0.0,0.0,0.0,RML,0.4884,0.0778,0.6828
657,0.0493,10.0509,0.0542,0.0,0.0047,0.0,KESARENT,0.9395,0.5227,0.6212
658,0.266,90.1313,0.0001,0.0,0.0,0.0,MANGLMCEM,0.6276,0.5353,0.2769
659,0.0537,14.9732,0.9387,0.0,0.0,0.0809,SANOFI,0.4454,0.0928,0.813
660,0.1465,43.2228,0.0004,0.0,0.0,0.0,GRANULES,0.4199,0.4481,0.2564
661,0.0529,8.2878,0.0803,0.0,0.0127,0.0035,SIGNET,0.6028,0.547,0.4621
662,0.156,46.4722,0.0,0.0,0.0,0.0,RADICO,0.043,0.4822,0.8377
663,0.1999,28.7254,0.0002,0.0,0.0,0.0,SHREEPUSHK,0.1352,0.1309,0.5459
664,0.2161,68.8176,0.0,0.0,0.0,0.0,MCLEODRUSS,0.2152,0.4168,0.1736
665,0.2692,91.6371,0.0,0.0,0.0,0.1256,CENTRALBK,0.0005,0.8891,0.4763
666,0.212,66.5747,0.0,0.0,0.0,0.0,ASAHISONG,0.0346,0.2565,0.0845
667,0.5238,271.5497,0.0,0.0,0.0,0.0,BANKINDIA,0.0,0.9715,0.3698
668,0.1763,49.6127,0.0,0.0,0.0,0.0,SAKHTISUG,0.0635,0.8305,0.7607
669,0.2188,69.9029,0.0199,0.0,0.0,0.7553,COALINDIA,0.0,0.7845,0.1064
670,0.1802,55.0799,0.0005,0.0,0.0,0.0,VENUSREM,0.9736,0.3155,0.1118
671,0.1306,36.7013,0.0034,0.0,0.0,0.0,AARTIDRUGS,0.1203,0.229,0.1959
672,0.1145,32.8091,0.3886,0.0,0.0,0.0016,WABCOINDIA,0.7135,0.0283,0.0001
673,0.0862,22.6534,0.0064,0.0,0.0,0.0001,SANDESH,0.49,0.043,0.6371
674,0.2111,66.8147,0.0,0.0,0.0,0.0,ALEMBICLTD,0.2753,0.2759,0.3777
675,0.3076,107.3678,0.0,0.0,0.0,0.0,DCW,0.3109,0.5444,0.1924
676,0.1005,27.5363,0.56,0.0,0.0,0.0,MPSLTD,0.0169,0.0675,0.2855
677,0.0722,16.6788,0.0065,0.0,0.0002,0.0,TOKYOPLAST,0.5626,0.0604,0.8055
678,0.0605,14.5895,0.0,0.0,0.2176,0.0,SURANAT&P,0.9623,0.9892,0.1714
679,0.0367,8.7449,0.0042,0.0,0.0052,0.0001,CREST,0.583,0.0942,0.8817
680,0.1459,43.028,0.1917,0.0,0.0,0.2774,TVSMOTOR,0.0159,0.0002,0.9503
681,0.1625,48.7342,0.0,0.0,0.0,0.0,TAKE,0.002,0.2113,0.0051
682,0.2681,90.3026,0.0,0.0,0.0,0.0,HFCL,0.4456,0.5105,0.0349
683,0.0105,3.4306,0.8405,0.0044,0.0036,0.1837,HNGSNGBEES,0.2835,0.2218,0.9531
684,0.0905,22.6929,0.0002,0.0,0.0,0.0,TCIFINANCE,0.1048,0.9105,0.0311
685,0.1242,35.89,0.0074,0.0,0.0,0.0047,INDHOTEL,0.0821,0.1772,0.7503
686,0.1186,28.1162,0.0,0.0,0.0002,0.0,BSELINFRA,0.0159,0.2872,0.2975
687,0.0809,19.2397,0.0076,0.0,0.0,0.0,KMSUGAR,0.9906,0.0438,0.614
688,0.1926,57.3931,0.0,0.0,0.0,0.0,PROZONINTU,0.6433,0.575,0.8498
689,0.1999,61.1711,0.0001,0.0,0.0,0.0,EVERESTIND,0.5787,0.3475,0.0609
690,0.1784,53.2964,0.0023,0.0,0.0,0.0,HONDAPOWER,0.1119,0.3987,0.4166
691,0.097,25.7792,0.0011,0.0,0.0,0.0002,NSIL,0.3797,0.3164,0.593
692,0.059,13.9839,0.0001,0.0,0.0017,0.0,EMKAY,0.4753,0.0626,0.6643
693,0.3322,121.7664,0.0,0.0,0.0,0.0,GTL,0.0014,0.7436,0.9115
694,0.4114,172.9561,0.0,0.0,0.0,0.0,UFLEX,0.0,0.0433,0.8272
695,0.0909,24.4058,0.0152,0.0,0.0,0.0025,SESHAPAPER,0.0784,0.1276,0.3343
696,0.0225,6.654,0.0429,0.0,0.0004,0.0478,FLEXITUFF,0.9056,0.9033,0.1995
697,0.0084,2.5373,0.4188,0.0272,0.1027,0.8021,ARCOTECH,0.1878,0.9985,0.7825
698,0.2536,84.4933,0.0,0.0,0.0,0.0,KANORICHEM,0.0425,0.6357,0.9351
699,0.1439,42.3535,0.0144,0.0,0.0,0.0,MOIL,0.5673,0.9381,0.3827
700,0.0822,23.0307,0.0106,0.0,0.0,0.6867,NESTLEIND,0.1788,0.2426,0.0105
701,0.149,44.0799,0.0035,0.0,0.0,0.8753,AUROPHARMA,0.0959,0.0946,0.5478
702,0.1158,33.2207,0.4647,0.0,0.0,0.0008,BLUEDART,0.0223,0.1422,0.0029
703,0.0177,4.9879,0.2416,0.0002,0.0251,0.0164,EXCELCROP,0.6136,0.0893,0.2895
704,0.2147,64.3787,0.0,0.0,0.0,0.0,ATLANTA,0.3971,0.4649,0.3289
705,0.401,165.6845,0.0,0.0,0.0,0.0,TATAGLOBAL,0.4051,0.4734,0.2271
706,0.1523,45.1997,0.0004,0.0,0.0,0.0163,GUJFLUORO,0.0735,0.1692,0.152
707,0.0649,16.5547,0.1017,0.0,0.0,0.0,ITDCEM,0.098,0.248,0.6386
708,0.187,57.591,0.4361,0.0,0.0,0.0697,CIPLA,0.4541,0.3824,0.7494
709,0.1712,51.8315,0.0,0.0,0.0,0.0,HEG,0.8281,0.0202,0.768
710,0.1018,28.8963,0.211,0.0,0.0,0.0,PCJEWELLER,0.4361,0.308,0.9043
711,0.0372,9.827,0.0041,0.0,0.0107,0.0002,SANGHVIMOV,0.2995,0.3632,0.1231
712,0.3114,109.8972,0.0,0.0,0.0,0.0,DBREALTY,0.0688,0.3161,0.0114
713,0.1682,23.6109,0.3432,0.0,0.0,0.0,PRABHAT,0.1874,0.3848,0.0558
714,0.1395,35.5416,0.0,0.0,0.0,0.0,SUPREMEINF,0.1594,0.9559,0.0145
715,0.0331,8.4864,0.0239,0.0,0.0031,0.0,METKORE,0.2181,0.9947,0.6585
716,0.1024,29.0605,0.138,0.0,0.0,0.0,GDL,0.0306,0.2787,0.5163
717,0.0995,27.9748,0.0,0.0,0.0,0.0039,FEL,0.3538,0.8015,0.4249
718,0.1154,29.1394,0.0002,0.0,0.0,0.0,LOTUSEYE,0.9194,0.1217,0.8256
719,0.0492,6.1423,0.5857,0.0,0.0002,0.0103,LALPATHLAB,0.1177,0.616,0.0814
720,0.2984,104.2622,0.0,0.0,0.0,0.0,ACE,0.0243,0.0779,0.565
721,0.3467,126.8594,0.0,0.0,0.0,0.0,UNITY,0.0,0.0747,0.0883
722,0.0534,14.8683,0.0985,0.0,0.0,0.7414,RELIGARE,0.3201,0.2371,0.5023
723,0.2836,98.4059,0.0,0.0,0.0,0.0,NHPC,0.0,0.4532,0.4716
724,0.197,61.3588,0.0,0.0,0.0,0.0,GAEL,0.1004,0.0817,0.902
725,0.4013,165.8665,0.0,0.0,0.0,0.1574,SAIL,0.0,0.6773,0.0613
726,0.0642,12.7576,0.1727,0.0,0.0,0.0005,SALORAINTL,0.1735,0.1406,0.402
727,0.1384,40.5133,0.5676,0.0,0.0,0.0445,HONAUT,0.7606,0.0002,0.0018
728,0.1047,14.5164,0.1234,0.0,0.0025,0.0,MUTHOOTCAP,0.0408,0.0968,0.7332
729,0.0074,2.2095,0.6391,0.0515,0.0679,0.0063,V2RETAIL,0.9884,0.125,0.2918
730,0.0826,23.1434,0.2363,0.0,0.0,0.0002,PHOENIXLTD,0.1327,0.1657,0.7575
731,0.1984,61.0962,0.0,0.0,0.0,0.0,LOKESHMACH,0.0044,0.689,0.4628
732,0.0496,13.8299,0.1399,0.0,0.0,0.7063,COLPAL,0.1504,0.9912,0.9622
733,0.0843,23.6292,0.0139,0.0,0.0,0.0056,FMGOETZE,0.8329,0.1837,0.003
734,0.1211,34.9007,0.0,0.0,0.0,0.0,RJL,0.8996,0.1347,0.9261
735,0.1055,28.776,0.0013,0.0,0.0,0.0,XCHANGING,0.0897,0.1647,0.2722
736,0.0351,5.1328,0.1383,0.0001,0.0326,0.0362,RAMASTEEL,0.8251,0.8549,0.6263
737,0.1008,28.5711,0.0254,0.0,0.0,0.0066,RAJESHEXPO,0.5474,0.0481,0.1362
738,0.1452,42.7821,0.0012,0.0,0.0,0.0,BLISSGVS,0.039,0.24,0.0868
739,0.1806,55.2319,0.0,0.0,0.0,0.0,BANCOINDIA,0.3791,0.1622,0.0111
740,0.1019,27.2115,0.0513,0.0,0.0,0.0003,ISFT,0.0011,0.0442,0.0853
741,0.4094,171.5203,0.0,0.0,0.0,0.0,ADANIPOWER,0.0,0.783,0.2643
742,0.1324,38.5135,0.3222,0.0,0.0,0.0,ALLCARGO,0.4019,0.5088,0.9149
743,0.073,17.5034,0.0594,0.0,0.0,0.0,SANGHIIND,0.6509,0.1347,0.1039
744,0.5588,312.5661,0.0,0.0,0.0,0.8406,RELINFRA,0.0,0.767,0.865
745,0.0731,20.3914,0.6037,0.0,0.0,0.8327,KOTAKNIFTY,0.8313,0.7613,0.7923
746,0.1211,34.8862,0.0,0.0,0.0,0.0,GESHIP,0.0076,0.4825,0.3876
747,0.1892,58.3892,0.084,0.0,0.0,0.4302,OMAXE,0.3445,0.1016,0.1915
748,0.0474,8.9373,0.0,0.0,0.1224,0.001,IITL,0.7879,0.8896,0.0476
749,0.1703,51.5042,0.0,0.0,0.0,0.0,NDL,0.0188,0.1578,0.0201
750,0.0523,12.247,0.7002,0.0,0.0,0.0447,GAL,0.8362,0.661,0.5994
751,0.2746,94.1374,0.0,0.0,0.0,0.0,KCP,0.0467,0.4261,0.6935
752,0.1653,49.4647,0.0,0.0,0.0,0.0,EDL,0.1564,0.8245,0.7778
753,0.0531,14.8032,0.2889,0.0,0.0,0.0085,BEL,0.9639,0.7695,0.0203
754,0.2987,105.7809,0.0,0.0,0.0,0.0,PFS,0.5085,0.5378,0.6257
755,0.1713,42.147,0.0927,0.0,0.0,0.0,AUTOLITIND,0.1023,0.5162,0.3427
756,0.0903,24.714,0.0001,0.0,0.0,0.0,ORIENTPPR,0.1748,0.0861,0.6645
757,0.0267,7.7358,0.5283,0.0,0.0,0.2287,ECLERX,0.1951,0.1204,0.8847
758,0.1252,36.2027,0.0,0.0,0.0,0.0,GRAPHITE,0.7203,0.0133,0.2962
759,0.1704,47.0932,0.0,0.0,0.0,0.0,MORARJEE,0.607,0.4449,0.2713
760,0.0151,4.7809,0.6593,0.0002,0.0004,0.8491,SWANENERGY,0.4839,0.3329,0.9167
761,0.0188,4.1951,0.0395,0.0009,0.2071,0.013,TIMESGTY,0.3187,0.1542,0.6708
762,0.105,28.3863,0.0004,0.0,0.0,0.0,BALPHARMA,0.5481,0.2283,0.6759
763,0.1104,31.2937,0.0904,0.0,0.0,0.0,OMKARCHEM,0.1367,0.6221,0.9224
764,0.2377,77.6444,0.0,0.0,0.0,0.0,LUMAXTECH,0.1541,0.162,0.0719
765,0.0738,18.3237,0.0049,0.0,0.0,0.0,TIPSINDLTD,0.8144,0.5382,0.1619
766,0.2972,105.0061,0.0,0.0,0.0,0.1118,MAHABANK,0.0076,0.2966,0.2599
767,0.1094,28.8197,0.0,0.0,0.0,0.0,TTL,0.0688,0.3031,0.0374
768,0.0336,7.7388,0.0241,0.0,0.0013,0.0292,PRIMESECU,0.1858,0.0542,0.7835
769,0.1104,31.5346,0.2562,0.0,0.0,0.004,GET&D,0.0068,0.1036,0.9628
770,0.1879,57.9338,0.0,0.0,0.0,0.0224,LAKSHVILAS,0.1846,0.3386,0.0216
771,0.2087,64.6124,0.0,0.0,0.0,0.0,LYKALABS,0.643,0.1758,0.7407
772,0.0477,10.1991,0.5351,0.0,0.0,0.0022,SDBL,0.069,0.7104,0.4171
773,0.0103,2.1969,0.38,0.0532,0.9614,0.026,DELTAMAGNT,0.0989,0.4519,0.8803
774,0.1276,36.9777,0.0005,0.0,0.0,0.0,MMFL,0.0033,0.0027,0.6277
775,0.0642,17.8754,0.0259,0.0,0.0,0.0024,KANSAINER,0.1821,0.5428,0.5541
776,0.2483,53.7973,0.0015,0.0,0.0,0.0,SNOWMAN,0.7544,0.3282,0.733
777,0.0954,23.8179,0.0077,0.0,0.0,0.0,ARROWTEX,0.4794,0.1294,0.5513
778,0.1444,42.5337,0.0949,0.0,0.0,0.0,UNICHEMLAB,0.1765,0.5307,0.8647
779,0.156,46.4713,0.5506,0.0,0.0,0.0,COROMANDEL,0.1458,0.2201,0.552
780,0.138,35.6003,0.0003,0.0,0.0,0.0,TRIGYN,0.0852,0.0997,0.8865
781,0.1478,43.6586,0.0067,0.0,0.0,0.0001,JSWSTEEL,0.432,0.6313,0.7322
782,0.1483,42.1377,0.0,0.0,0.0,0.0,ESSARSHPNG,0.0001,0.419,0.0794
783,0.2354,72.8481,0.0,0.0,0.0,0.0,JTEKTINDIA,0.3424,0.019,0.3164
784,-0.006,0.0958,0.8744,0.9929,0.8223,0.5986,VISESHINFO,0.6669,0.0013,0.7878
785,0.0613,17.0513,0.3813,0.0,0.0,0.0001,VAKRANGEE,0.3737,0.0146,0.7437
786,0.0745,17.6489,0.0,0.0,0.0001,0.0,SPENTEX,0.3904,0.4891,0.0418
787,0.1967,58.8849,0.0,0.0,0.0,0.0,EXCELINDUS,0.0136,0.085,0.1873
788,0.0081,2.213,0.5651,0.0513,0.3943,0.0401,ZODJRDMKJ,0.1825,0.2318,0.2257
789,0.2012,62.9721,0.0025,0.0,0.0,0.0,TBZ,0.8304,0.3486,0.2475
790,0.0567,15.7943,0.1117,0.0,0.0,0.6987,INFRATEL,0.4894,0.1386,0.2295
791,0.138,40.3924,0.0021,0.0,0.0,0.0,KPIT,0.0598,0.6185,0.8746
792,0.1873,56.2531,0.0,0.0,0.0,0.0,MADRASFERT,0.1874,0.2231,0.038
793,0.19,55.8473,0.6893,0.0,0.0,0.0,REPCOHOME,0.1743,0.0782,0.8385
794,0.0935,26.3654,0.0,0.0,0.0,0.0,HUBTOWN,0.2957,0.8863,0.9349
795,0.2869,99.9825,0.0222,0.0,0.0,0.1964,RECLTD,0.1532,0.9341,0.047
796,0.2222,69.7818,0.0,0.0,0.0,0.0,NIITLTD,0.1434,0.219,0.2621
797,0.1535,45.6088,0.001,0.0,0.0,0.0,SIMPLEXINF,0.2758,0.2474,0.7005
798,0.0662,13.24,0.0085,0.0,0.0086,0.0001,BANARBEADS,0.3836,0.3371,0.2033
799,0.1803,53.6484,0.0,0.0,0.0,0.0,TTML,0.0567,0.9471,0.2587
800,0.513,260.118,0.0,0.0,0.0,0.0,CANBK,0.0,0.5623,0.8355
801,0.1669,45.4032,0.0003,0.0,0.0,0.0,SHALPAINTS,0.5443,0.6524,0.1333
802,0.129,18.3952,0.0203,0.0,0.0,0.0,BALKRISHNA,0.0727,0.342,0.2756
803,0.21,66.3946,0.007,0.0,0.0,0.0,NILKAMAL,0.2796,0.081,0.8449
804,0.1126,32.2159,0.7894,0.0,0.0,0.0623,SUNDARMFIN,0.3207,0.0083,0.3147
805,0.5776,149.5039,0.025,0.0,0.0,0.0012,UTINIFTETF,0.3466,0.0539,0.5784
806,0.1788,54.5499,0.0011,0.0,0.0,0.0,TIMETECHNO,0.0157,0.1443,0.5836
807,0.1067,24.6288,0.0011,0.0,0.0,0.0,DONEAR,0.5839,0.4264,0.6714
808,0.3917,154.0274,0.0006,0.0,0.0,0.0,L&TFH,0.8919,0.4631,0.4215
809,0.0017,1.4254,0.7949,0.2122,0.3123,0.3768,LIQUIDBEES,0.0167,0.0,0.6552
810,0.089,14.4469,0.0143,0.0,0.0,0.0001,AGARIND,0.0923,0.07,0.1093
811,0.3459,128.3533,0.0,0.0,0.0,0.0,PUNJLLOYD,0.0,0.4514,0.2595
812,0.3541,135.839,0.0,0.0,0.0,0.0,SCI,0.0066,0.6575,0.6367
813,0.0469,10.0946,0.051,0.0,0.01,0.0,GTNIND,0.4736,0.4339,0.8881
814,0.052,14.5017,0.3459,0.0,0.0,0.0491,PIIND,0.9308,0.2802,0.1863
815,0.0921,25.956,0.7012,0.0,0.0,0.0012,BAJAJHLDNG,0.2031,0.0436,0.1059
816,0.228,69.7391,0.0,0.0,0.0,0.0,RAMKY,0.3958,0.2426,0.1094
