Symbol,Rm-Rf %,SMB %,HML %,WML %,Adj-r_sq,const
RECLTD,0.0,0.1072,0.0217,0.0737,0.2852,0.9782
NIITLTD,0.0,0.0,0.0,0.1971,0.222,0.1986
SIMPLEXINF,0.0,0.0,0.001,0.2411,0.1541,0.2553
BANARBEADS,0.0003,0.0,0.0095,0.4466,0.0655,0.3101
TTML,0.0,0.0,0.0,0.0339,0.1801,0.8926
CANBK,0.0,0.0,0.0,0.0,0.5134,0.5693
SHALPAINTS,0.0,0.0,0.0003,0.7244,0.166,0.7056
BALKRISHNA,0.0,0.0,0.0171,0.0813,0.1288,0.3445
NILKAMAL,0.0,0.0,0.007,0.258,0.2106,0.0785
SUNDARMFIN,0.0,0.0412,0.7851,0.404,0.1126,0.0069
UTINIFTETF,0.0,0.0011,0.0263,0.3242,0.5781,0.0543
TIMETECHNO,0.0,0.0,0.0011,0.0184,0.1792,0.1521
DONEAR,0.0,0.0,0.0011,0.5361,0.1075,0.4141
L&TFH,0.0,0.0,0.0006,0.9964,0.3919,0.4875
LIQUIDBEES,0.3642,0.3354,0.7967,0.0187,0.0024,0.0
AGARIND,0.0,0.0003,0.014,0.0835,0.0869,0.0873
PUNJLLOYD,0.0,0.0,0.0,0.0,0.3458,0.4185
SCI,0.0,0.0,0.0,0.0045,0.3545,0.6759
GTNIND,0.0037,0.0,0.0513,0.4804,0.0479,0.4309
PIIND,0.0,0.0283,0.3422,0.7523,0.0515,0.2483
BAJAJHLDNG,0.0,0.0004,0.7081,0.1168,0.0909,0.0349
RAMKY,0.0,0.0,0.0,0.274,0.2269,0.2808
ASTRAZEN,0.0,0.0095,0.0229,0.4639,0.0621,0.8421
MIRZAINT,0.0,0.0,0.0,0.0617,0.2942,0.1733
SURYAROSNI,0.0,0.0,0.0,0.2278,0.3016,0.1353
ADROITINFO,0.0001,0.0,0.1737,0.6825,0.1017,0.7585
SUNDARAM,0.0,0.0,0.016,0.3176,0.0703,0.4554
AUSOMENT,0.0008,0.395,0.2473,0.279,0.0167,0.1477
VESUVIUS,0.0,0.0,0.0067,0.8558,0.1076,0.0115
VEDL,0.0,0.0006,0.0,0.0008,0.3711,0.2287
PRAENG,0.0,0.0,0.0,0.0331,0.1587,0.564
HITECHCORP,0.0,0.0,0.0021,0.0314,0.1106,0.3561
EXIDEIND,0.0,0.0028,0.0004,0.4858,0.2608,0.4216
STARPAPER,0.0,0.0,0.0271,0.5794,0.1263,0.0104
KSCL,0.0,0.0,0.1338,0.2218,0.0942,0.9833
WEIZFOREX,0.0,0.0,0.0016,0.2701,0.0709,0.0254
UFO,0.0,0.0001,0.1379,0.6586,0.1532,0.6918
BEPL,0.0,0.0,0.0113,0.016,0.1007,0.0464
ARVSMART,0.0,0.0,0.1644,0.2164,0.1761,0.0269
KOTAKBKETF,0.0,0.0,0.0274,0.442,0.5577,0.014
FINCABLES,0.0,0.0,0.3484,0.4083,0.1508,0.0004
BGRENERGY,0.0,0.0,0.0,0.0,0.4163,0.4851
AGRITECH,0.0297,0.0012,0.2121,0.1536,0.0419,0.0159
TECHNO,0.0,0.0,0.0467,0.1064,0.0768,0.2118
ORTEL,0.0084,0.0014,0.4404,0.4064,0.031,0.0795
RAJSREESUG,0.0,0.0,0.0,0.7073,0.137,0.9359
APTECHT,0.0,0.0,0.0,0.457,0.2832,0.1788
NOIDATOLL,0.0,0.0,0.0011,0.325,0.1009,0.5912
AYMSYNTEX,0.0,0.0,0.0095,0.744,0.1631,0.2566
LYPSAGEMS,0.0001,0.0579,0.0338,0.8254,0.0407,0.3305
GRASIM,0.0,0.6313,0.9524,0.2428,0.0928,0.8318
SUNTECK,0.0,0.0,0.137,0.9641,0.086,0.906
UCOBANK,0.0,0.0,0.0,0.0,0.5176,0.5405
PDPL,0.0,0.0,0.0012,0.4461,0.0853,0.3326
KOTAKBANK,0.0,0.0002,0.0,0.1865,0.2121,0.1799
SATHAISPAT,0.0,0.0,0.001,0.0427,0.1389,0.876
DICIND,0.0,0.0,0.0199,0.6657,0.1105,0.318
RAJTV,0.0056,0.0069,0.0637,0.2544,0.0209,0.7052
TV18BRDCST,0.0,0.0001,0.0,0.1342,0.2847,0.4428
DPL,0.2905,0.2205,0.8046,0.8717,-0.0007,0.0
PDSMFL,0.0,0.0121,0.3038,0.58,0.0565,0.0866
ASHOKA,0.0,0.0,0.3384,0.138,0.1274,0.5877
MAHSEAMLES,0.0,0.0,0.0019,0.6771,0.1516,0.475
BHARATGEAR,0.0,0.0,0.0,0.4602,0.1835,0.2407
ORIENTCEM,0.0,0.0,0.0199,0.0154,0.1654,0.0984
MOTILALOFS,0.0,0.0,0.0001,0.4546,0.1923,0.0018
GMDCLTD,0.0,0.0,0.0001,0.0001,0.2284,0.9159
WEBELSOLAR,0.0001,0.0002,0.0415,0.3696,0.0443,0.0915
INDIGO,0.0003,0.1988,0.6059,0.6482,0.0478,0.6398
INSECTICID,0.0,0.0,0.0,0.0097,0.1809,0.5655
FSL,0.0,0.0,0.0,0.0117,0.2036,0.3017
TATAMTRDVR,0.0,0.0641,0.1221,0.1261,0.3443,0.6904
NUTEK,0.0904,0.0265,0.129,0.8651,0.0078,0.2124
KOLTEPATIL,0.0,0.0,0.0,0.0,0.3049,0.2194
PNCINFRA,0.0031,0.0001,0.1233,0.9814,0.0556,1.0
PIONEEREMB,0.0,0.0,0.0,0.1822,0.121,0.1138
DOLPHINOFF,0.0,0.0,0.0,0.8231,0.2251,0.94
VETO,0.0,0.0,0.0944,0.0036,0.1842,0.2593
PENPEBS,0.0,0.9244,0.6278,0.1032,0.0691,0.3691
PRESTIGE,0.0,0.0786,0.1034,0.5462,0.1552,0.369
INFINITE,0.0,0.0,0.0,0.2633,0.1134,0.391
INOXLEISUR,0.0,0.0,0.0002,0.0038,0.2074,0.0715
VINDHYATEL,0.0,0.0,0.0,0.5964,0.1838,0.1064
UNIONBANK,0.0,0.0,0.0,0.0,0.5345,0.8306
VISHNU,0.0,0.0,0.1572,0.8317,0.1607,0.3785
REVATHI,0.0,0.0002,0.6567,0.0893,0.0803,0.2666
GANECOS,0.0,0.0001,0.4763,0.6446,0.1986,0.1828
ASTEC,0.0,0.0,0.0001,0.3783,0.1118,0.016
AMJLAND,0.0,0.0,0.0003,0.332,0.0693,0.424
KAUSHALYA,0.0,0.0,0.0467,0.2266,0.0598,0.6246
ATULAUTO,0.0,0.0,0.0856,0.0693,0.1497,0.5708
GRAVITA,0.0,0.0,0.0001,0.3658,0.1214,0.8097
SJVN,0.0,0.0,0.0,0.0065,0.1305,0.1194
TORNTPHARM,0.0,0.0013,0.4676,0.0483,0.0695,0.3047
INDLMETER,0.0,0.0,0.0,0.9515,0.1315,0.2918
CHOLAFIN,0.0,0.0006,0.576,0.5776,0.0959,0.0085
PRAKASHCON,0.0702,0.0,0.0059,0.0072,0.04,0.3402
ATUL,0.0,0.0,0.0086,0.8659,0.1755,0.0151
APCOTEXIND,0.0,0.0,0.1032,0.2426,0.0749,0.4274
SHIVAMAUTO,0.0,0.0,0.1665,0.2051,0.1075,0.7879
SEAMECLTD,0.0,0.0,0.0001,0.8195,0.1028,0.2177
RANEHOLDIN,0.0,0.0,0.0021,0.0365,0.107,0.0049
MOLDTKPAC,0.0,0.0,0.0432,0.971,0.1278,0.6963
MANAKSIA,0.0,0.0001,0.0029,0.2079,0.0746,0.5774
ARROWGREEN,0.0,0.0,0.0413,0.2809,0.1944,0.7963
BAGFILMS,0.0,0.0,0.0,0.0018,0.1982,0.653
DWARKESH,0.0,0.0,0.0,0.4953,0.1334,0.2855
BINDALAGRO,0.0,0.0,0.0,0.0022,0.2005,0.7849
MEP,0.0,0.0235,0.0483,0.1943,0.1864,0.734
ASIANPAINT,0.0,0.2881,0.0173,0.996,0.0968,0.8738
GODFRYPHLP,0.0,0.0,0.2845,0.5152,0.0637,0.7402
MANINFRA,0.0,0.0,0.0002,0.913,0.1647,0.8326
BROOKS,0.0,0.0,0.0,0.7831,0.2213,0.1999
EIDPARRY,0.0,0.0,0.0,0.3721,0.2136,0.3341
GEPIL,0.0,0.0,0.0568,0.0945,0.1652,0.2105
EDELWEISS,0.0,0.0,0.0019,0.0803,0.2368,0.0268
NOCIL,0.0,0.0,0.0,0.0078,0.3585,0.0372
HCL-INSYS,0.0,0.0,0.0,0.2802,0.2773,0.9487
ORIENTABRA,0.0,0.0,0.0,0.5711,0.105,0.1013
JKPAPER,0.0,0.0,0.0,0.8383,0.2747,0.2178
PARACABLES,0.0017,0.0,0.0949,0.0198,0.0391,0.0218
ICICIGOLD,0.4387,0.6668,0.7027,0.1376,0.0003,0.4738
INDTERRAIN,0.0,0.0005,0.1801,0.0917,0.0447,0.1195
RELDIVOPP,0.0761,0.6273,0.3433,0.7558,0.0105,0.3704
SHILPAMED,0.0,0.0,0.0121,0.231,0.1045,0.3919
SADBHIN,0.0,0.0029,0.1631,0.354,0.0906,0.5455
SOUTHBANK,0.0,0.0,0.0,0.3547,0.3176,0.9896
XPROINDIA,0.0,0.0,0.0,0.0026,0.1567,0.4365
UNITEDTEA,0.006,0.001,0.4781,0.1632,0.0204,0.2555
RAMCOIND,0.0,0.0,0.0,0.5808,0.258,0.2821
ANSALHSG,0.0,0.0,0.0,0.1423,0.1948,0.6562
HIKAL,0.0,0.0,0.4248,0.1831,0.0525,0.9501
ZEELEARN,0.0,0.0,0.005,0.1197,0.1292,0.729
PGIL,0.0,0.2516,0.1614,0.7946,0.078,0.3993
BHARTIARTL,0.0,0.0,0.0334,0.0021,0.1901,0.1015
SAKSOFT,0.0,0.0,0.0,0.9795,0.0742,0.1658
LPDC,0.0053,0.026,0.0003,0.0005,0.0502,0.5279
LAOPALA,0.0,0.0021,0.0042,0.0233,0.0655,0.1744
IMPAL,0.0003,0.0001,0.0238,0.4273,0.0326,0.1075
GOACARBON,0.0,0.0,0.0055,0.6368,0.1848,0.0731
HITECHGEAR,0.0,0.0,0.0,0.0615,0.2089,0.0905
ELECTHERM,0.0008,0.0,0.0515,0.6795,0.0429,0.1044
DCBBANK,0.0,0.0041,0.0,0.1246,0.3088,0.0972
SUPRAJIT,0.0,0.0,0.1083,0.813,0.0881,0.0029
SURYALAXMI,0.0,0.0,0.0,0.4195,0.1389,0.6633
TRIL,0.0,0.0,0.0,0.4981,0.1037,0.8124
MIRCELECTR,0.0,0.0,0.0,0.0185,0.1477,0.0599
SHAKTIPUMP,0.0,0.0,0.0211,0.0017,0.1306,0.032
HARRMALAYA,0.0,0.0,0.0,0.0093,0.2737,0.5446
ISMTLTD,0.0,0.0,0.0,0.0268,0.2004,0.8543
TATAPOWER,0.0,0.8267,0.0258,0.0131,0.3337,0.9369
CANDC,0.0002,0.0006,0.0,0.2157,0.0697,0.5586
SRIPIPES,0.0,0.0,0.0011,0.0324,0.2205,0.0185
REMSONSIND,0.0004,0.048,0.6675,0.3619,0.0295,0.0804
MANINDS,0.0,0.0,0.0,0.0215,0.2361,0.7478
GILLANDERS,0.0,0.0,0.0,0.2945,0.1616,0.9864
SHARIABEES,0.0767,0.9325,0.8316,0.4078,0.0013,0.1194
UCALFUEL,0.0,0.0,0.0,0.302,0.2358,0.2346
GRUH,0.0,0.6801,0.3642,0.2896,0.057,0.2143
A2ZINFRA,0.0,0.0,0.0,0.0001,0.2518,0.7453
HEIDELBERG,0.0,0.0,0.0038,0.1292,0.2639,0.3144
VMART,0.0,0.0341,0.0043,0.2717,0.0662,0.0114
CESC,0.0,0.0467,0.0,0.2499,0.2414,0.0614
CELEBRITY,0.0006,0.0105,0.5869,0.9247,0.0231,0.2359
SMARTLINK,0.0,0.0,0.0,0.1061,0.1393,0.6289
TIRUMALCHM,0.0,0.0,0.0,0.9348,0.2105,0.01
RUCHISOYA,0.0,0.0,0.0001,0.1144,0.1581,0.2943
MANGCHEFER,0.0,0.0002,0.0002,0.5672,0.0817,0.2488
TNPL,0.0,0.0,0.0379,0.4254,0.2241,0.057
ONMOBILE,0.0,0.0,0.0,0.14,0.2005,0.9998
SUMEETINDS,0.0,0.0,0.0005,0.2058,0.1345,0.8355
FLFL,0.0,0.0,0.1953,0.9466,0.1529,0.2963
KSBPUMPS,0.0,0.0,0.0559,0.9615,0.0982,0.0227
MARKSANS,0.0,0.0,0.0007,0.2296,0.2257,0.3461
VARDMNPOLY,0.0,0.0,0.0025,0.3099,0.1368,0.6255
ORIENTALTL,0.3389,0.03,0.0262,0.6505,0.0083,0.1311
GEOJITFSL,0.0,0.0,0.0002,0.2587,0.2056,0.0488
MEGASOFT,0.0,0.0,0.0,0.1877,0.1161,0.5171
BAJAJ-AUTO,0.0,0.3185,0.0,0.085,0.258,0.277
SYNDIBANK,0.0,0.0002,0.0,0.0035,0.5089,0.8786
THEMISMED,0.318,0.0475,0.5865,0.7899,0.0019,0.354
ADFFOODS,0.0,0.0,0.0,0.5029,0.1791,0.2285
BRITANNIA,0.0,0.0203,0.3715,0.0,0.148,0.0002
IMFA,0.0,0.0,0.0002,0.0039,0.1455,0.2554
KECL,0.0,0.0,0.0001,0.8283,0.1919,0.414
CAPF,0.0,0.0,0.0026,0.0037,0.3026,0.2754
OFSS,0.0,0.0006,0.0292,0.0419,0.1153,0.567
GENUSPOWER,0.0,0.0,0.0,0.025,0.2262,0.0196
DENABANK,0.0,0.4577,0.0,0.0,0.411,0.0757
SUNFLAG,0.0,0.0,0.0,0.0562,0.1673,0.2841
TPLPLASTEH,0.0,0.0025,0.3176,0.1246,0.0813,0.3288
PBAINFRA,0.0,0.0,0.0,0.4945,0.1361,0.6114
NUCLEUS,0.0,0.0,0.0013,0.0002,0.1629,0.1227
GPPL,0.0,0.0298,0.9943,0.3672,0.0701,0.1335
SMLISUZU,0.0,0.0,0.0073,0.4564,0.195,0.6115
STCINDIA,0.0,0.0,0.0001,0.0,0.2409,0.4404
JSWENERGY,0.0,0.0838,0.0,0.0046,0.3943,0.5483
GULFOILLUB,0.0,0.0039,0.2053,0.0072,0.1048,0.0827
SAMBHAAV,0.0,0.8364,0.6013,0.3589,0.0298,0.0516
DELTACORP,0.0,0.0,0.0002,0.604,0.2442,0.2348
JOCIL,0.0,0.0,0.0,0.0779,0.1363,0.7576
KAVVERITEL,0.0002,0.0,0.0172,0.4615,0.0441,0.5929
ALKEM,0.0019,0.0349,0.9002,0.2186,0.0491,0.2363
MOREPENLAB,0.0,0.0,0.0,0.2183,0.1846,0.0764
APLAPOLLO,0.0,0.0,0.0352,0.556,0.1171,0.0016
VIKASECO,0.0,0.0,0.1233,0.3493,0.0703,0.4352
HEROMOTOCO,0.0,0.014,0.0,0.5094,0.2348,0.0729
ARVIND,0.0,0.0,0.0,0.0014,0.329,0.1103
IRB,0.0,0.0644,0.0,0.0,0.3661,0.2709
SHARDAMOTR,0.0,0.0,0.1501,0.0813,0.1426,0.2663
DCMSHRIRAM,0.0,0.0,0.0,0.0045,0.1637,0.0446
FAIRCHEM,0.0072,0.0008,0.0422,0.0509,0.0599,0.5719
MARALOVER,0.0,0.0,0.0,0.9176,0.1715,0.214
OCL,0.0,0.0,0.0002,0.0799,0.1415,0.0065
M&M,0.0,0.0001,0.0,0.0738,0.1444,0.8769
HSCL,0.0,0.0,0.0,0.5699,0.1797,0.1152
SKIL,0.0,0.0,0.0039,0.2913,0.1091,0.2996
CHENNPETRO,0.0,0.0,0.0002,0.8252,0.1922,0.3104
HDFCMFGETF,0.0,0.7211,0.753,0.4274,0.0187,0.2751
UBL,0.0,0.3958,0.0123,0.1042,0.1458,0.6265
INEOSSTYRO,0.0,0.0,0.0043,0.6816,0.2278,0.7912
BAJAJHIND,0.0,0.0,0.0,0.0004,0.3108,0.5835
CORDSCABLE,0.0,0.0,0.0,0.3549,0.1175,0.1784
MRO-TEK,0.0002,0.0,0.001,0.6288,0.0665,0.0566
CANFINHOME,0.0,0.0,0.2772,0.5088,0.117,0.1329
INFY,0.0,0.3369,0.0001,0.3229,0.0344,0.8969
SARDAEN,0.0,0.0,0.0,0.5737,0.2511,0.2297
NIITTECH,0.0,0.0,0.3584,0.3031,0.0708,0.1692
ZUARIGLOB,0.0,0.0,0.0,0.003,0.1641,0.2351
DHFL,0.0,0.0001,0.1728,0.4808,0.2417,0.2164
AUTOIND,0.0,0.0,0.0,0.0581,0.2843,0.9729
IVZINGOLD,0.0269,0.4699,0.5316,0.4627,0.0017,0.4063
MMTC,0.0,0.0,0.0,0.0,0.2911,0.0531
HCC,0.0,0.0,0.0,0.0004,0.3606,0.4775
NATHBIOGEN,0.0,0.0,0.0002,0.4803,0.1986,0.3233
AROGRANITE,0.0,0.0,0.0,0.0007,0.1138,0.5145
ORISSAMINE,0.0,0.0,0.0,0.0,0.2497,0.6115
SKMEGGPROD,0.0,0.0,0.0012,0.0039,0.0898,0.0436
CTE,0.007,0.0107,0.0331,0.5987,0.0258,0.0062
RPGLIFE,0.0,0.0,0.0001,0.0052,0.1336,0.1806
LAMBODHARA,0.0003,0.0392,0.5722,0.3256,0.0397,0.8037
CONCOR,0.0,0.0071,0.0629,0.6484,0.0858,0.4378
SHRIRAMCIT,0.0,0.0,0.7717,0.8187,0.0877,0.2221
DALMIABHA,0.0,0.0,0.1454,0.8796,0.1705,0.001
INDSWFTLAB,0.0,0.0,0.0,0.0466,0.1955,0.7138
LAKSHMIEFL,0.0,0.0,0.0006,0.2982,0.1272,0.7722
JCHAC,0.0,0.0002,0.8719,0.2208,0.1374,0.0016
GLAXO,0.0,0.2658,0.0674,0.3082,0.0387,0.3453
KALPATPOWR,0.0,0.0,0.0,0.7208,0.2113,0.0695
KILITCH,0.0,0.0,0.0,0.0645,0.143,0.4883
ACCELYA,0.0,0.0,0.2683,0.2244,0.0943,0.0366
JINDRILL,0.0,0.0,0.0,0.0005,0.227,0.7654
TATACOMM,0.0,0.0037,0.0,0.6048,0.2751,0.0911
AHLUCONT,0.0,0.0,0.0006,0.03,0.1704,0.0288
CEBBCO,0.0,0.0,0.0,0.0004,0.2142,0.2502
SALZERELEC,0.0,0.0,0.0005,0.3251,0.2044,0.7807
GODREJIND,0.0,0.2847,0.057,0.2551,0.3422,0.2745
TATAMOTORS,0.0,0.0001,0.0046,0.0445,0.3286,0.6232
UTTAMSUGAR,0.0,0.0,0.0,0.5011,0.1132,0.0661
FELDVR,0.0,0.0012,0.0006,0.036,0.0702,0.7217
PLASTIBLEN,0.0,0.0,0.0018,0.3491,0.1436,0.2679
M50,0.0,0.4598,0.152,0.2562,0.2585,0.3819
BANSWRAS,0.0,0.0,0.0001,0.7754,0.0956,0.3733
ALBK,0.0,0.0,0.0,0.0003,0.5319,0.5294
AUTOAXLES,0.0,0.0,0.0046,0.2995,0.1029,0.0383
BYKE,0.0,0.7385,0.8744,0.7819,0.1734,0.7454
ROLTA,0.0,0.0,0.0,0.0676,0.2388,0.613
GUFICBIO,0.0,0.0,0.0001,0.2709,0.1362,0.0407
AKZOINDIA,0.0,0.0,0.0903,0.6807,0.1267,0.1673
LUXIND,0.0164,0.1655,0.8173,0.3542,0.0249,0.8513
SOMANYCERA,0.0,0.0,0.0037,0.4079,0.1298,0.0022
ASHAPURMIN,0.0,0.0,0.0003,0.0014,0.2118,0.4395
PONNIERODE,0.0005,0.0001,0.0287,0.4853,0.0399,0.8117
NIPPOBATRY,0.0,0.0,0.0004,0.0122,0.1172,0.3051
APLLTD,0.0,0.3059,0.7597,0.0212,0.0846,0.0089
JAIBALAJI,0.1524,0.0,0.0,0.6618,0.0462,0.6182
WINDMACHIN,0.0,0.0,0.0013,0.3996,0.0928,0.0663
HGS,0.0,0.0,0.0036,0.1941,0.0982,0.142
RAMANEWS,0.0,0.0,0.0,0.8737,0.1249,0.5247
NMDC,0.0,0.353,0.0008,0.0006,0.2907,0.9721
KICL,0.0,0.0,0.1031,0.3193,0.0967,0.03
VIPULLTD,0.0,0.0013,0.0896,0.5366,0.1436,0.8507
ESCORTS,0.0,0.0,0.0,0.6468,0.2814,0.0106
HSIL,0.0,0.0,0.0054,0.6701,0.1538,0.1079
ARIES,0.0,0.0,0.0,0.022,0.212,0.3438
ZENSARTECH,0.0,0.0,0.0011,0.111,0.1062,0.1278
MURUDCERA,0.0,0.0,0.0,0.1224,0.1932,0.4818
HDFCNIFETF,0.0,0.0019,0.0014,0.243,0.5261,0.0542
KPRMILL,0.0,0.0,0.0001,0.4275,0.1678,0.0304
SHIRPUR-G,0.0,0.0,0.0695,0.133,0.1281,0.5238
PANAMAPET,0.0,0.0001,0.0598,0.3778,0.0535,0.1949
HINDUNILVR,0.0,0.0002,0.0,0.1076,0.1277,0.0149
PRECOT,0.0,0.0,0.0444,0.2517,0.074,0.9212
JYOTHYLAB,0.0,0.0038,0.5103,0.1904,0.1035,0.1911
LICNETFGSC,0.3123,0.0352,0.6871,0.936,0.0049,0.2065
REDINGTON,0.0,0.0,0.0219,0.7269,0.0944,0.2591
SICAL,0.0,0.0,0.0,0.0823,0.1675,0.2105
UNIENTER,0.0,0.0,0.0,0.8568,0.1163,0.1541
AVANTIFEED,0.0,0.1381,0.882,0.0012,0.0739,0.4178
WELCORP,0.0,0.0,0.0,0.3873,0.2578,0.7585
EON,0.0,0.0,0.0505,0.1618,0.1118,0.3031
MFSL,0.0,0.0002,0.0313,0.1327,0.128,0.2624
VIJAYABANK,0.0,0.975,0.0,0.0002,0.337,0.4702
USHAMART,0.0,0.0,0.0,0.9305,0.1938,0.7314
YESBANK,0.0,0.0003,0.474,0.9074,0.2257,0.583
CHROMATIC,0.0,0.0009,0.1256,0.8973,0.0503,0.1041
JISLDVREQS,0.0,0.0,0.0,0.0071,0.3055,0.3926
HINDALCO,0.0,0.0,0.0,0.1466,0.389,0.1263
JMA,0.0,0.0003,0.2478,0.0717,0.0913,0.3713
GSKCONS,0.0,0.6887,0.0,0.3495,0.0867,0.1224
HINDOILEXP,0.0,0.0,0.0,0.0,0.3312,0.4868
TAJGVK,0.0,0.0,0.0,0.6429,0.1368,0.2879
TTKHLTCARE,0.0,0.1099,0.9271,0.1655,0.0614,0.8619
FCL,0.0,0.0006,0.0005,0.2134,0.1149,0.9057
BIRLACORPN,0.0,0.0,0.0081,0.0544,0.1721,0.076
JINDALSTEL,0.0,0.0201,0.0,0.2593,0.2959,0.538
SUNDRMBRAK,0.0,0.0,0.0,0.1253,0.146,0.1659
CARERATING,0.0,0.0001,0.4691,0.4505,0.0792,0.4208
PATELENG,0.0,0.0,0.0,0.0001,0.3272,0.9971
AIFL,0.0011,0.0054,0.197,0.6484,0.0583,0.2156
LAKPRE,0.0,0.0,0.0033,0.6176,0.0641,0.683
TCI,0.0,0.0,0.0089,0.5479,0.2188,0.3037
PENIND,0.0,0.0,0.0,0.5254,0.2366,0.4337
SINTEX,0.0,0.0,0.0,0.001,0.2305,0.9688
ONGC,0.0,0.0,0.0018,0.0019,0.283,0.8026
INDORAMA,0.0,0.0,0.0,0.6373,0.1501,0.3137
IDBI,0.0,0.5795,0.0,0.0685,0.496,0.5135
DSSL,0.2405,0.0127,0.2273,0.7385,0.0081,0.0342
VINATIORGA,0.0,0.0,0.002,0.3616,0.0965,0.0205
HATHWAY,0.0,0.001,0.1355,0.7044,0.0846,0.3934
ASHIMASYN,0.0002,0.0,0.0006,0.5242,0.0668,0.2167
CNOVAPETRO,0.03,0.0052,0.7838,0.5815,0.0153,0.3389
BSL,0.0,0.0,0.0011,0.8276,0.0932,0.091
JINDWORLD,0.0,0.0246,0.0624,0.8877,0.0507,0.1213
RUPA,0.0,0.0006,0.6182,0.8686,0.0695,0.1443
REFEX,0.0001,0.0001,0.0956,0.9031,0.05,0.0472
MOHITIND,0.0,0.0644,0.7612,0.2215,0.0428,0.7319
ALICON,0.0,0.0,0.0006,0.0422,0.1415,0.0573
MANGALAM,0.1141,0.0042,0.0222,0.6839,0.0223,0.1275
BHARATFIN,0.0,0.0167,0.075,0.1746,0.2543,0.0581
PFIZER,0.0,0.0,0.0264,0.1034,0.0646,0.2685
SHRIRAMEPC,0.0,0.0,0.0,0.2147,0.1551,0.7828
RANASUG,0.0,0.0,0.0,0.0047,0.1369,0.3448
INFRABEES,0.0,0.0001,0.0,0.0248,0.1947,0.3926
SUVEN,0.0,0.0,0.0,0.6662,0.1886,0.0601
KARMAENG,0.025,0.0005,0.0581,0.6508,0.0282,0.1151
BAYERCROP,0.0,0.1479,0.4146,0.3521,0.069,0.0201
JAMNAAUTO,0.0,0.0,0.0168,0.122,0.0884,0.7256
TNPETRO,0.0,0.0,0.1172,0.6523,0.1096,0.0785
BRIGADE,0.0,0.0,0.0,0.0,0.2379,0.0562
DBCORP,0.0,0.026,0.6153,0.396,0.0766,0.1862
TGBHOTELS,0.0,0.0,0.0003,0.7803,0.1437,0.8339
AFL,0.0,0.0,0.0036,0.191,0.1065,0.6097
NAGREEKCAP,0.0269,0.0353,0.4667,0.0119,0.0115,0.0662
DHAMPURSUG,0.0,0.0,0.0,0.618,0.1795,0.2245
SETFNIFBK,0.0,0.1538,0.4576,0.4033,0.1713,0.1583
RELCONS,0.0,0.2809,0.0624,0.7357,0.0209,0.3163
PFOCUS,0.0,0.0,0.0036,0.1263,0.1274,0.2118
COFFEEDAY,0.0,0.0011,0.4319,0.6224,0.1307,0.8556
LOVABLE,0.0,0.0,0.0,0.299,0.2702,0.4131
TORNTPOWER,0.0,0.0,0.0,0.0656,0.1893,0.506
ENIL,0.0,0.0305,0.9679,0.8818,0.106,0.0616
DHANBANK,0.0,0.0,0.0,0.1292,0.2711,0.3243
ELECON,0.0,0.0,0.0,0.8609,0.2773,0.5915
PATINTLOG,0.0,0.0,0.0,0.677,0.1559,0.3241
NITESHEST,0.0,0.0,0.0,0.0003,0.1723,0.8732
ARSHIYA,0.0,0.0,0.0,0.294,0.1803,0.6135
PEL,0.0,0.0594,0.1373,0.0908,0.1055,0.0101
ANANTRAJ,0.0,0.0,0.0,0.0444,0.4321,0.5539
PUNJABCHEM,0.0,0.0,0.0125,0.8231,0.1139,0.1028
SASTASUNDR,0.0,0.0,0.1068,0.6121,0.0995,0.2139
IFCI,0.0,0.0094,0.0,0.0004,0.4559,0.887
ANDHRACEMT,0.0,0.0,0.0,0.4668,0.1237,0.4861
KHANDSE,0.5934,0.998,0.6017,0.7032,-0.0048,0.2301
JAYAGROGN,0.0,0.0,0.0001,0.0147,0.1098,0.3846
GMRINFRA,0.0,0.0,0.0,0.0001,0.3747,0.711
TCIDEVELOP,0.012,0.0004,0.0414,0.8785,0.0256,0.1177
WALCHANNAG,0.0,0.0,0.0,0.0359,0.3345,0.3402
PSB,0.0,0.0002,0.0,0.0284,0.3969,0.6061
SMSPHARMA,0.0,0.0,0.0003,0.0068,0.0821,0.6756
BALAMINES,0.0,0.0,0.0,0.1096,0.1718,0.0299
MUKANDENGG,0.0,0.0,0.0,0.4906,0.2359,0.8519
JETAIRWAYS,0.0,0.0,0.0,0.3023,0.2096,0.898
GAIL,0.0,0.2685,0.4077,0.1867,0.2025,0.2997
GABRIEL,0.0,0.0,0.0,0.2315,0.2195,0.0229
SOTL,0.0,0.0,0.0057,0.0037,0.1087,0.2247
ZENTEC,0.0,0.0,0.0001,0.44,0.2842,0.319
KOTHARIPRO,0.0,0.0,0.0002,0.7566,0.1027,0.7174
ROHITFERRO,0.0,0.0,0.0,0.5933,0.1268,0.4362
NAVKARCORP,0.0,0.0,0.1063,0.3426,0.1541,0.7992
SRF,0.0,0.0,0.0471,0.0596,0.205,0.0023
PRESSMN,0.0,0.0,0.0624,0.7865,0.1661,0.2897
ANDHRSUGAR,0.0,0.0,0.0,0.213,0.1771,0.1409
TEXRAIL,0.0,0.0,0.0,0.7313,0.2133,0.6363
WENDT,0.0,0.0,0.0,0.8176,0.0978,0.2574
BPL,0.0,0.0,0.0,0.7004,0.2232,0.1846
