Symbol,Rm-Rf %,SMB %,Adj-r_sq,const,high-low
PANAMAPET,0.0001,,0.1158,0.3442,0.2189
HINDUNILVR,0.0,,0.1195,0.2812,0.908
JYOTHYLAB,0.0,,0.1539,0.2194,0.4129
REDINGTON,0.0013,,0.1028,0.8457,0.089
SICAL,0.0,,0.2194,0.7651,0.8001
UNIENTER,0.0,,0.144,0.2079,0.8473
WELCORP,0.0,,0.24,0.152,0.1991
EON,0.0,,0.1062,0.1167,0.8563
MFSL,0.0,,0.1905,0.1567,0.8626
VIJAYABANK,0.0,,0.3221,0.0961,0.2017
USHAMART,0.0,,0.1131,0.0846,0.6764
YESBANK,0.0,,0.469,0.4554,0.1097
CHROMATIC,0.0002,,0.0604,0.6054,0.4406
ONELIFECAP,0.0008,,0.0555,0.8187,0.8687
JISLDVREQS,0.0,,0.2526,0.7683,0.4902
HINDALCO,0.0,,0.3171,0.2509,0.5011
BEDMUTHA,0.0105,,0.0703,0.806,0.1265
GSKCONS,0.0148,,0.0516,0.3914,0.2918
IBULISL,0.0,,0.1065,0.9321,0.517
HINDOILEXP,0.0,,0.2575,0.5965,0.4378
TAJGVK,0.0,,0.1489,0.5233,0.1251
BIRLACORPN,0.0,,0.1678,0.5617,0.366
JINDALSTEL,0.0,,0.1594,0.7436,0.7741
SUNDRMBRAK,0.0,,0.192,0.863,0.2923
CARERATING,0.0,,0.0946,0.9085,0.2258
PATELENG,0.0,,0.3711,0.8809,0.0431
TCI,0.0,,0.304,0.4461,0.1907
PENIND,0.0,,0.2563,0.5537,0.6965
SINTEX,0.0,,0.3864,0.4206,0.5457
ONGC,0.0,,0.3218,0.6029,0.1669
INDORAMA,0.0,,0.1021,0.2277,0.9675
IDBI,0.0,,0.3519,0.2811,0.5404
VINATIORGA,0.0,,0.1446,0.6775,0.6889
HATHWAY,0.0,,0.1011,0.2638,0.819
ATLASCYCLE,0.0,,0.2047,0.8263,0.2048
ASHIMASYN,0.001,,0.0466,0.2053,0.5843
BSL,0.0,,0.1423,0.074,0.9095
RUPA,0.0001,,0.1286,0.3582,0.0926
REFEX,0.355,,0.0173,0.5033,0.1773
MOHITIND,0.0,,0.1202,0.2754,0.4651
ALICON,0.0,,0.2286,0.3407,0.362
MANGALAM,0.1386,,0.0487,0.0012,0.0475
BHARATFIN,0.0,,0.3124,0.242,0.7602
PFIZER,0.0,,0.1858,0.5442,0.0221
SHRIRAMEPC,0.0,,0.2367,0.5512,0.8395
RANASUG,0.0009,,0.0533,0.3157,0.8212
INFRABEES,0.0,,0.2639,0.8117,0.8358
SUVEN,0.0,,0.2211,0.2443,0.667
BAYERCROP,0.059,,0.0466,0.6263,0.1308
JAMNAAUTO,0.0004,,0.0819,0.5408,0.5212
TNPETRO,0.0074,,0.097,0.2344,0.0318
BRIGADE,0.0,,0.1763,0.6694,0.0754
DBCORP,0.0362,,0.0736,0.4806,0.034
TGBHOTELS,0.0,,0.0927,0.0963,0.8774
AFL,0.0,,0.0993,0.6381,0.4604
DHAMPURSUG,0.0,,0.0852,0.136,0.3197
PFOCUS,0.0003,,0.062,0.4774,0.6948
ALOKTEXT,0.0,,0.2454,0.4382,0.007
LOVABLE,0.0,,0.3257,0.5361,0.1381
TORNTPOWER,0.0,,0.2586,0.4835,0.0534
ENIL,0.0002,,0.1051,0.1917,0.2862
DHANBANK,0.0,,0.1478,0.223,0.4024
ELECON,0.0,,0.2756,0.1194,0.7033
PATINTLOG,0.0,,0.2228,0.904,0.7166
NITESHEST,0.0007,,0.1275,0.4055,0.0311
ARSHIYA,0.0,,0.1556,0.0732,0.1856
PEL,0.0,,0.1038,0.2586,0.8339
ANANTRAJ,0.0,,0.306,0.8613,0.1346
PUNJABCHEM,0.0,,0.2497,0.2951,0.0024
SASTASUNDR,0.0,,0.1915,0.3896,0.9457
IFCI,0.0,,0.3846,0.8686,0.9898
ANDHRACEMT,0.0402,,0.0289,0.8174,0.532
ESSDEE,0.0,,0.1642,0.8943,0.5083
JAYAGROGN,0.0,,0.0948,0.6498,0.0318
GMRINFRA,0.0,,0.2596,0.6197,0.6086
TCIDEVELOP,0.0001,,0.0725,0.5525,0.6841
WALCHANNAG,0.0,,0.2473,0.5121,0.6786
PSB,0.0,,0.3291,0.2496,0.3181
SMSPHARMA,0.0155,,0.0188,0.613,0.4771
BALAMINES,0.0,,0.134,0.0444,0.9491
MUKANDENGG,0.0,,0.2245,0.5923,0.2663
JETAIRWAYS,0.0,,0.2284,0.1365,0.5119
GAIL,0.0,,0.2911,0.7807,0.0597
GABRIEL,0.0,,0.2623,0.3673,0.954
SOTL,0.0,,0.1579,0.8161,0.3333
KOTHARIPRO,0.0002,,0.0783,0.1406,0.9048
ROHITFERRO,0.0007,,0.0679,0.7893,0.7413
SRF,0.0,,0.3584,0.0979,0.1409
PRESSMN,0.0,,0.1712,0.0984,0.4331
ANDHRSUGAR,0.0,,0.0881,0.2693,0.8039
TEXRAIL,0.0,,0.2219,0.4113,0.4778
WENDT,0.0,,0.2749,0.7137,0.0186
BPL,0.0,,0.2238,0.3588,0.9669
ANDHRABANK,0.0,,0.4934,0.5591,0.5417
NRBBEARING,0.0,,0.1432,0.5097,0.6434
RTNPOWER,0.0,,0.1441,0.5974,0.2185
KAMATHOTEL,0.0623,,0.0364,0.7471,0.2498
IPAPPM,0.0,,0.2379,0.514,0.1735
MOTHERSUMI,0.0,,0.1484,0.7186,0.6889
NIFTYBEES,0.0,,0.8847,0.0809,0.4739
EKC,0.0,,0.1681,0.1875,0.6001
CCL,0.0,,0.1617,0.2941,0.0892
ATFL,0.0004,,0.0976,0.9862,0.2605
GINNIFILA,0.0,,0.1244,0.0597,0.8601
IGPL,0.0,,0.1682,0.0511,0.8639
LT,0.0,,0.4538,0.9911,0.9002
TEXINFRA,0.0,,0.3481,0.7673,0.5367
VTL,0.0,,0.1141,0.0455,0.4876
IOB,0.0,,0.2859,0.0548,0.4472
COSMOFILMS,0.0,,0.1743,0.0082,0.0865
CCCL,0.028,,0.0283,0.4738,0.6966
GITANJALI,0.0,,0.2238,0.815,0.3594
WEIZMANIND,0.0168,,0.0644,0.1026,0.1413
CINEVISTA,0.0325,,0.0224,0.2736,0.9183
PHILIPCARB,0.0,,0.2302,0.7877,0.8887
RUBYMILLS,0.0057,,0.0998,0.3578,0.0333
CERA,0.0,,0.1527,0.4732,0.3698
TARAPUR,0.0011,,0.0536,0.5473,0.8857
CONSOFINVT,0.0,,0.1194,0.1785,0.3201
GSPL,0.0161,,0.047,0.344,0.3574
AIAENG,0.0,,0.0913,0.9085,0.9197
JUBLFOOD,0.0,,0.2369,0.4859,0.1009
PRECWIRE,0.0,,0.1662,0.2742,0.2747
PIDILITIND,0.0,,0.1861,0.6946,0.0362
CENTEXT,0.4068,,0.0082,0.3452,0.3179
CEATLTD,0.0,,0.2424,0.3353,0.2311
JUNIORBEES,0.0,,0.6238,0.0929,0.4088
SYNCOM,0.0013,,0.0459,0.2652,0.6541
VISAKAIND,0.0,,0.301,0.5042,0.6758
RELIANCE,0.0,,0.4655,0.0991,0.1554
SADBHAV,0.0011,,0.1494,0.3346,0.0049
GHCL,0.0,,0.1676,0.1037,0.1464
CARBORUNIV,0.0201,,0.0452,0.6491,0.3395
TCS,0.0,,0.18,0.6625,0.8733
HINDCOMPOS,0.0001,,0.0574,0.6694,0.1809
MSPL,0.0001,,0.0802,0.833,0.8912
BPCL,0.0,,0.2554,0.0779,0.9854
GPIL,0.0,,0.2323,0.2145,0.5785
HINDUJAVEN,0.0,,0.1389,0.1334,0.9698
INDIANB,0.0,,0.238,0.1772,0.672
COX&KINGS,0.0,,0.1321,0.9788,0.7771
ULTRACEMCO,0.0,,0.3847,0.3493,0.9843
EIHAHOTELS,0.0,,0.0917,0.4645,0.5961
M&MFIN,0.0,,0.1808,0.6271,0.7683
EIHOTEL,0.0001,,0.0636,0.4202,0.4026
VICEROY,0.0,,0.1972,0.396,0.9081
FORTIS,0.0,,0.267,0.0877,0.5335
SUDARSCHEM,0.0,,0.2599,0.6967,0.9324
IIFL,0.0,,0.1215,0.2504,0.6714
TANLA,0.0,,0.1392,0.036,0.5447
OILCOUNTUB,0.0,,0.1074,0.7439,0.2197
SHEMAROO,0.0,,0.161,0.103,0.4119
SRHHYPOLTD,0.0001,,0.0742,0.2385,0.7773
MARUTI,0.0,,0.3235,0.0164,0.3452
M100,0.0,,0.5482,0.2186,0.0023
THOMASCOOK,0.0,,0.1872,0.2183,0.7693
MARICO,0.056,,0.0479,0.8877,0.1259
MCDHOLDING,0.0002,,0.0906,0.6437,0.5435
ASAHIINDIA,0.0,,0.2194,0.1879,0.4493
SREINFRA,0.0,,0.3098,0.2978,0.9058
TALWALKARS,0.0,,0.2943,0.7108,0.5666
HTMEDIA,0.0093,,0.0366,0.5631,0.8491
