Symbol,Rm-Rf %,SMB %,HML %,WML %,high-low,Adj-r_sq,const
ONELIFECAP,0.1585,0.5401,0.8033,0.9268,0.6297,0.0047,0.8439
JISLDVREQS,0.0,0.0482,0.02,0.6779,0.2374,0.311,0.7228
HINDALCO,0.0,0.0005,0.0013,0.1347,0.1245,0.3753,0.3779
GSKCONS,0.0,0.2054,0.0053,0.1889,0.536,0.1061,0.581
IBULISL,0.0122,0.0175,0.0181,0.1304,0.0322,0.27,0.121
HINDOILEXP,0.0,0.3486,0.0,0.0644,0.0322,0.454,0.5432
TAJGVK,0.003,0.0021,0.3539,0.0007,0.4827,0.2225,0.9288
BIRLACORPN,0.0,0.1854,0.4905,0.5118,0.8133,0.1713,0.3981
JINDALSTEL,0.0,0.0038,0.0012,0.0294,0.592,0.3118,0.2175
CARERATING,0.1782,0.0902,0.8857,0.756,0.6828,0.0158,0.0529
TCI,0.0,0.0215,0.3349,0.0545,0.1216,0.2652,0.2251
SINTEX,0.0,0.416,0.0147,0.2455,0.3485,0.3296,0.1946
ONGC,0.0,0.0475,0.0352,0.431,0.0791,0.4289,0.9931
IDBI,0.0,0.0,0.0,0.4782,0.7693,0.5406,0.6132
VINATIORGA,0.0221,0.0223,0.4988,0.9104,0.6536,0.0415,0.1773
HATHWAY,0.0866,0.0064,0.1574,0.3026,0.8096,0.1321,0.8822
ATLASCYCLE,0.0,0.0,0.2925,0.5344,0.7852,0.3613,0.0757
BSL,0.6097,0.8452,0.06,0.9214,0.3777,0.0443,0.1622
BHARATFIN,0.0008,0.1896,0.0026,0.0133,0.984,0.2247,0.0802
PFIZER,0.0339,0.0985,0.6321,0.0481,0.3884,0.0538,0.0508
INFRABEES,0.0231,0.2038,0.7148,0.3724,0.1424,0.092,0.9161
SUVEN,0.0012,0.0008,0.2612,0.1783,0.8041,0.1878,0.1871
BAYERCROP,0.0022,0.886,0.9848,0.4921,0.3185,0.0877,0.2
BRIGADE,0.0001,0.1585,0.0081,0.0549,0.3093,0.327,0.1454
DBCORP,0.0051,0.3167,0.7723,0.3119,0.198,0.0778,0.4016
TGBHOTELS,0.0005,0.2591,0.1641,0.6967,0.345,0.1535,0.3989
PFOCUS,0.078,0.0091,0.1211,0.0,0.9931,0.2324,0.2499
ALOKTEXT,0.0,0.0087,0.002,0.6753,0.0519,0.4133,0.6052
LOVABLE,0.0,0.0035,0.6366,0.6172,0.1879,0.1967,0.7932
TORNTPOWER,0.001,0.9385,0.0009,0.4334,0.4147,0.2734,0.8585
ENIL,0.0007,0.9264,0.3536,0.2044,0.1959,0.0998,0.1198
DHANBANK,0.0,0.2532,0.1578,0.8941,0.7436,0.3272,0.3589
ELECON,0.0002,0.0864,0.0012,0.7527,0.32,0.2894,0.6435
PEL,0.0385,0.5797,0.9703,0.7361,0.4356,0.0154,0.1897
ANANTRAJ,0.0,0.0284,0.0,0.2058,0.5523,0.5469,0.0278
IFCI,0.0,0.4653,0.0,0.1238,0.9319,0.5536,0.6674
ESSDEE,0.0144,0.5368,0.0656,0.0015,0.8474,0.1162,0.3618
JAYAGROGN,0.0152,0.1779,0.2613,0.0047,0.5747,0.1221,0.5305
GMRINFRA,0.0,0.5826,0.0024,0.1197,0.8512,0.3815,0.1598
PSB,0.0352,0.0066,0.0,0.14,0.7057,0.4247,0.195
SMSPHARMA,0.0275,0.0008,0.3388,0.0004,0.6699,0.1833,0.3565
BALAMINES,0.0,0.0546,0.2609,0.2422,0.731,0.1988,0.9839
MUKANDENGG,0.0,0.0003,0.2898,0.9779,0.5475,0.259,0.5247
JETAIRWAYS,0.0068,0.9367,0.0496,0.063,0.0882,0.1513,0.478
GAIL,0.0,0.3565,0.3648,0.2431,0.2966,0.2656,0.5791
GABRIEL,0.0,0.0026,0.4829,0.5399,0.7308,0.2797,0.1191
SOTL,0.0128,0.0321,0.6775,0.0748,0.7786,0.0631,0.5736
SRF,0.0006,0.2591,0.7187,0.243,0.7838,0.0852,0.0169
ANDHRSUGAR,0.0061,0.1174,0.0283,0.5506,0.6398,0.1788,0.9307
TEXRAIL,0.0003,0.5897,0.004,0.821,0.4158,0.2408,0.1075
WENDT,0.0014,0.2183,0.3453,0.1884,0.1053,0.0992,0.2766
ANDHRABANK,0.0,0.0,0.0,0.0105,0.9199,0.5709,0.0632
NRBBEARING,0.0383,0.5224,0.1717,0.6687,0.2088,0.1113,0.0397
IPAPPM,0.0,0.0,0.9447,0.2309,0.7045,0.2798,0.0874
MOTHERSUMI,0.006,0.6671,0.184,0.0019,0.512,0.1087,0.0291
NIFTYBEES,0.0,0.0005,0.001,0.9718,0.4526,0.8282,0.0024
CCL,0.0,0.0016,0.3699,0.5969,0.3873,0.2399,0.0196
ATFL,0.0015,0.2017,0.9613,0.4038,0.4964,0.0955,0.832
LT,0.0,0.0165,0.0801,0.4469,0.3271,0.4461,0.3884
TEXINFRA,0.0,0.0327,0.0006,0.6255,0.2189,0.3834,0.6201
VTL,0.0,0.5022,0.2867,0.0008,0.9682,0.232,0.9587
IOB,0.0,0.0,0.0,0.7636,0.5308,0.4858,0.3573
COSMOFILMS,0.0,0.0002,0.0256,0.4777,0.672,0.329,0.9897
GITANJALI,0.001,0.0,0.0292,0.3651,0.975,0.2961,0.1216
PHILIPCARB,0.0001,0.4531,0.0013,0.089,0.3937,0.2803,0.224
RUBYMILLS,0.0036,0.0576,0.0624,0.0316,0.0137,0.2689,0.5982
CERA,0.2838,0.7867,0.8118,0.8122,0.8253,-0.0107,0.0273
GSPL,0.0008,0.6765,0.0444,0.4767,0.4842,0.1613,0.0911
AIAENG,0.1445,0.5432,0.5056,0.1742,0.8372,0.0208,0.0264
JUBLFOOD,0.0,0.7567,0.7713,0.9485,0.1045,0.2031,0.5569
PIDILITIND,0.0009,0.5068,0.87,0.5222,0.6305,0.0986,0.019
CEATLTD,0.078,0.1832,0.0409,0.5545,0.3272,0.1348,0.1863
JUNIORBEES,0.0,0.9695,0.0007,0.979,0.3155,0.5846,0.0679
RELIANCE,0.0,0.0894,0.1502,0.0953,0.1741,0.4917,0.4419
SADBHAV,0.0,0.6111,0.4644,0.0334,0.327,0.183,0.0426
GHCL,0.0,0.0015,0.0464,0.0775,0.5228,0.3024,0.5815
CARBORUNIV,0.0003,0.0309,0.0483,0.1409,0.4741,0.2344,0.9713
TCS,0.0,0.0002,0.0,0.0344,0.4077,0.1752,0.5904
BPCL,0.0,0.001,0.9718,0.9354,0.3456,0.3508,0.0771
HINDUJAVEN,0.0,0.0002,0.3328,0.4303,0.4804,0.2433,0.2558
INDIANB,0.0,0.1206,0.0089,0.0012,0.7866,0.3351,0.1124
COX&KINGS,0.0014,0.0068,0.6323,0.4524,0.6057,0.1223,0.1839
ULTRACEMCO,0.0,0.0111,0.3292,0.2004,0.2765,0.2913,0.1711
EIHAHOTELS,0.0308,0.021,0.3815,0.7663,0.9899,0.0961,0.2208
M&MFIN,0.0012,0.4736,0.0007,0.1282,0.2371,0.2605,0.8718
EIHOTEL,0.0,0.2266,0.7922,0.2663,0.8082,0.1378,0.0977
VICEROY,0.0,0.0031,0.0302,0.9395,0.2186,0.2954,0.1963
FORTIS,0.0,0.0283,0.1978,0.6028,0.4699,0.2174,0.7334
SUDARSCHEM,0.4908,0.7249,0.5173,0.7295,0.2959,0.0112,0.9973
OILCOUNTUB,0.0,0.0004,0.0351,0.8556,0.7846,0.3005,0.2784
MARUTI,0.0,0.8115,0.438,0.0038,0.0025,0.2828,0.0768
M100,0.0,0.9116,0.0052,0.4,0.4144,0.4122,0.1048
THOMASCOOK,0.0007,0.0054,0.5893,0.8685,0.7273,0.141,0.3761
MARICO,0.1118,0.7219,0.9082,0.3053,0.4227,-0.0017,0.0694
MCDHOLDING,0.0029,0.0347,0.3444,0.2669,0.0895,0.1056,0.4285
ASAHIINDIA,0.0009,0.1561,0.2233,0.1405,0.4753,0.1572,0.0629
SREINFRA,0.0,0.0111,0.1308,0.5951,0.5474,0.3291,0.748
TALWALKARS,0.0001,0.0219,0.3035,0.8887,0.2632,0.1695,0.3797
HTMEDIA,0.0018,0.1415,0.3753,0.1901,0.8251,0.1337,0.3755
