Symbol,Rm-Rf %,SMB %,HML %,WML %,high-low,Adj-r_sq,const
JISLDVREQS,0.0,0.0074,0.0053,0.0274,0.7943,0.3458,0.4129
HINDALCO,0.0,0.0041,0.5542,0.0041,0.0378,0.4217,0.623
GSKCONS,0.0,0.0774,0.9062,0.279,0.001,0.1497,0.3133
TAJGVK,0.3745,0.2148,0.2566,0.6601,0.3661,-0.0064,0.7772
BIRLACORPN,0.0,0.0,0.0033,0.3119,0.7011,0.2118,0.6562
JINDALSTEL,0.0,0.9797,0.7193,0.0003,0.6406,0.2757,0.6793
SUNDRMBRAK,0.0146,0.0279,0.0099,0.7882,0.91,0.0606,0.2581
CARERATING,0.0165,0.4752,0.6408,0.044,0.3031,0.0693,0.8627
PATELENG,0.0,0.0162,0.0,0.0006,0.8781,0.402,0.7994
TCI,0.0,0.0002,0.1088,0.4338,0.5413,0.1362,0.2619
PENIND,0.2582,0.0102,0.0067,0.7741,0.486,0.0195,0.9493
SINTEX,0.0,0.002,0.0004,0.029,0.0522,0.414,0.8509
ONGC,0.0,0.0094,0.0069,0.0231,0.0361,0.4773,0.4361
INDORAMA,0.0001,0.0005,0.0008,0.6026,0.9036,0.1117,0.9299
IDBI,0.0,0.9232,0.0605,0.0,0.6699,0.6222,0.2498
VINATIORGA,0.0016,0.0007,0.0003,0.7915,0.1544,0.0825,0.2787
HATHWAY,0.0,0.3965,0.6596,0.6208,0.5997,0.1171,0.5752
ATLASCYCLE,0.0,0.0,0.0089,0.2456,0.7991,0.2582,0.7147
BHARATFIN,0.0,0.2366,0.2819,0.0684,0.4873,0.2048,0.2242
PFIZER,0.0487,0.0093,0.0307,0.2995,0.1315,0.0129,0.6721
SUVEN,0.0,0.0068,0.0239,0.821,0.8911,0.1249,0.0181
BAYERCROP,0.0007,0.1694,0.0551,0.4199,0.0303,0.0706,0.0868
TNPETRO,0.0025,0.0009,0.0228,0.1474,0.2543,0.0832,0.8577
BRIGADE,0.0,0.0,0.0,0.1407,0.8672,0.4951,0.9072
DBCORP,0.0,0.1973,0.8941,0.2188,0.4986,0.1236,0.0682
PFOCUS,0.0,0.0618,0.3634,0.2709,0.1371,0.0873,0.6694
ALOKTEXT,0.0,0.0,0.0,0.8737,0.3452,0.2183,0.9655
LOVABLE,0.0,0.0031,0.0186,0.9604,0.3986,0.1963,0.723
TORNTPOWER,0.0036,0.0371,0.1121,0.0065,0.2999,0.1548,0.9714
ENIL,0.0,0.1227,0.6018,0.6049,0.2175,0.1693,0.0946
DHANBANK,0.0,0.0009,0.0001,0.0142,0.5379,0.3601,0.7318
ELECON,0.0,0.0003,0.0015,0.525,0.7424,0.1833,0.8675
ARSHIYA,0.0167,0.0093,0.0021,0.864,0.706,0.0575,0.0685
PEL,0.0005,0.8865,0.574,0.4338,0.1611,0.0803,0.5939
ANANTRAJ,0.0,0.0159,0.0045,0.9966,0.0359,0.4343,0.8607
IFCI,0.0,0.1946,0.0033,0.0565,0.987,0.4891,0.752
ESSDEE,0.0388,0.8657,0.0141,0.7413,0.9406,0.1141,0.2578
JAYAGROGN,0.0002,0.025,0.0552,0.6081,0.2686,0.091,0.1233
GMRINFRA,0.0,0.4158,0.474,0.0006,0.917,0.3443,0.0803
WALCHANNAG,0.0,0.0003,0.0,0.0631,0.4345,0.3768,0.6503
PSB,0.0,0.0003,0.0,0.109,0.2141,0.4356,0.157
BALAMINES,0.0012,0.0007,0.0007,0.6803,0.766,0.0939,0.6136
MUKANDENGG,0.0012,0.2069,0.8815,0.1697,0.4048,0.0847,0.9054
JETAIRWAYS,0.0,0.1246,0.2318,0.8632,0.64,0.1184,0.5537
GAIL,0.0,0.6591,0.1534,0.1233,0.3034,0.2251,0.7568
GABRIEL,0.0012,0.0007,0.0016,0.8693,0.3421,0.1042,0.5916
SOTL,0.0563,0.4701,0.8023,0.726,0.0037,0.051,0.962
ROHITFERRO,0.0,0.0,0.0014,0.7974,0.2225,0.2144,0.3983
SRF,0.0008,0.0079,0.0401,0.0888,0.051,0.163,0.1743
TEXRAIL,0.0,0.0264,0.1672,0.6141,0.0933,0.1301,0.9914
BPL,0.0,0.0,0.0065,0.8411,0.5044,0.1655,0.5497
ANDHRABANK,0.0,0.0611,0.0014,0.0046,0.7736,0.5079,0.2473
NRBBEARING,0.0258,0.1982,0.0019,0.5259,0.7022,0.1223,0.3981
RTNPOWER,0.0,0.0,0.0,0.0079,0.8511,0.5135,0.8989
IPAPPM,0.0,0.0192,0.0056,0.2511,0.9156,0.1328,0.5863
MOTHERSUMI,0.1588,0.875,0.5866,0.4425,0.772,-0.0032,0.8601
NIFTYBEES,0.0,0.0001,0.0,0.3256,0.7952,0.8857,0.0009
CCL,0.0,0.003,0.4224,0.0715,0.8103,0.0818,0.8143
ATFL,0.0002,0.0056,0.0305,0.7399,0.877,0.0753,0.3086
LT,0.0,0.7754,0.7577,0.5038,0.7663,0.213,0.7732
TEXINFRA,0.0,0.0042,0.0557,0.3313,0.6847,0.1974,0.8063
VTL,0.0,0.0007,0.1948,0.9591,0.6143,0.0799,0.0146
IOB,0.0,0.4966,0.0477,0.0016,0.8755,0.602,0.3108
COSMOFILMS,0.0,0.0,0.0001,0.1617,0.9787,0.2459,0.5246
GITANJALI,0.198,0.006,0.0098,0.0213,0.8087,0.0873,0.0245
PHILIPCARB,0.0002,0.0436,0.3442,0.1829,0.0993,0.1322,0.8866
RUBYMILLS,0.0009,0.0192,0.0178,0.4295,0.9605,0.0618,0.4178
CERA,0.0046,0.1531,0.0549,0.0219,0.2489,0.0488,0.0166
GSPL,0.0,0.0498,0.0333,0.5213,0.0531,0.2502,0.8646
AIAENG,0.0905,0.9822,0.5762,0.5888,0.4476,0.0369,0.0965
JUBLFOOD,0.0432,0.6454,0.1887,0.5218,0.8191,0.0515,0.6564
PIDILITIND,0.0,0.0504,0.3698,0.0028,0.763,0.1459,0.1681
CEATLTD,0.0001,0.0006,0.0,0.8972,0.0626,0.1758,0.0017
JUNIORBEES,0.0,0.0955,0.0002,0.3768,0.3386,0.5337,0.1612
VISAKAIND,0.0,0.0003,0.0032,0.3138,0.602,0.2767,0.7047
RELIANCE,0.0,0.0,0.0139,0.237,0.9645,0.5407,0.329
SADBHAV,0.0,0.0014,0.0422,0.3665,0.6236,0.1382,0.8586
GHCL,0.0002,0.0524,0.1781,0.8893,0.8128,0.071,0.7446
CARBORUNIV,0.0659,0.4664,0.3799,0.2193,0.5028,0.035,0.5261
TCS,0.0,0.0451,0.0005,0.1066,0.5643,0.1562,0.0068
MSPL,0.006,0.0586,0.0296,0.3397,0.9006,0.0834,0.7981
BPCL,0.0,0.9659,0.6825,0.3086,0.2664,0.3732,0.4492
GPIL,0.0,0.0,0.0,0.0061,0.3798,0.3136,0.7793
HINDUJAVEN,0.0,0.0008,0.1083,0.0987,0.894,0.1306,0.3248
INDIANB,0.0,0.1987,0.1895,0.0058,0.3408,0.3059,0.7595
COX&KINGS,0.0,0.0143,0.9911,0.3244,0.0573,0.1707,0.4764
ULTRACEMCO,0.0,0.0364,0.7994,0.3871,0.001,0.3222,0.7192
M&MFIN,0.0004,0.0336,0.308,0.7616,0.6551,0.0445,0.9657
EIHOTEL,0.0,0.0049,0.0096,0.0175,0.9975,0.2351,0.4493
VICEROY,0.0013,0.0004,0.0009,0.239,0.0457,0.107,0.7473
FORTIS,0.0003,0.0452,0.0076,0.9068,0.4926,0.1046,0.8657
IIFL,0.0,0.0053,0.0033,0.7864,0.2212,0.3645,0.9165
OILCOUNTUB,0.0024,0.0402,0.2717,0.2354,0.0471,0.1075,0.9283
MARUTI,0.0,0.5001,0.8727,0.7101,0.2573,0.2981,0.2249
M100,0.0,0.0008,0.0119,0.2118,0.9607,0.3685,0.2364
THOMASCOOK,0.001,0.2514,0.6407,0.1696,0.3049,0.0805,0.0566
MCDHOLDING,0.0005,0.0002,0.0,0.2116,0.5865,0.1764,0.7831
ASAHIINDIA,0.0927,0.2861,0.0615,0.5766,0.9446,0.0416,0.8814
SREINFRA,0.0,0.0,0.0,0.5772,0.9028,0.3364,0.7389
TALWALKARS,0.0,0.0213,0.0126,0.2811,0.4655,0.2507,0.7764
KANANIIND,0.5366,0.4732,0.3716,0.0999,0.1512,0.0226,0.1232
HTMEDIA,0.0504,0.3127,0.9365,0.3494,0.4851,0.0121,0.8099
