Symbol,Rm-Rf %,SMB %,HML %,Adj-r_sq,const
EXIDEIND,0.0,0.9233,0.801,0.3277,0.2032
BLBLIMITED,0.1149,0.0063,0.2525,0.0568,0.3685
STARPAPER,0.0,0.0038,0.465,0.199,0.0049
KSCL,0.0001,0.0,0.0054,0.2258,0.371
WEIZFOREX,0.0002,0.0191,0.2701,0.1261,0.7962
UFO,0.0,0.034,0.9422,0.1662,0.7554
HANUNG,0.0179,0.0001,0.0034,0.1616,0.4401
BEPL,0.0,0.0,0.0865,0.4181,0.8165
ARVSMART,0.0,0.0,0.5664,0.2252,0.7703
KOTAKBKETF,0.0,0.0,0.008,0.6508,0.2005
FINCABLES,0.0,0.3425,0.3852,0.1225,0.0589
BGRENERGY,0.0,0.001,0.0,0.4544,0.9999
TECHNO,0.2995,0.0918,0.7628,0.0098,0.5829
ORTEL,0.0739,0.0231,0.9685,0.0332,0.8981
RAJSREESUG,0.0003,0.0,0.0003,0.2592,0.1281
APTECHT,0.0,0.0012,0.0,0.3122,0.0162
NOIDATOLL,0.007,0.0181,0.4148,0.0743,0.1892
AYMSYNTEX,0.0,0.0,0.0728,0.3049,0.1142
LYPSAGEMS,0.0014,0.0,0.0,0.2876,0.1364
NELCO,0.0,0.0,0.0,0.5308,0.4879
GRASIM,0.0099,0.8247,0.8748,0.0269,0.4753
SUNTECK,0.0,0.0,0.0823,0.264,0.7741
UCOBANK,0.0,0.0415,0.0,0.6461,0.5929
PDPL,0.1456,0.0002,0.134,0.082,0.31
KOTAKBANK,0.0,0.0974,0.0179,0.3427,0.7044
SATHAISPAT,0.0,0.0,0.288,0.1978,0.139
DICIND,0.0,0.0001,0.0365,0.3417,0.3125
RAJTV,0.0614,0.0157,0.0538,0.0777,0.5418
TV18BRDCST,0.0,0.0007,0.0023,0.5013,0.7677
DPL,0.9148,0.4051,0.9978,-0.0078,0.0
PDSMFL,0.0013,0.025,0.7053,0.0662,0.1947
ASHOKA,0.0,0.0851,0.5108,0.1769,0.8364
MAHSEAMLES,0.0,0.0185,0.4643,0.1669,0.2168
BHARATGEAR,0.0,0.012,0.0749,0.2259,0.4653
ORIENTCEM,0.0,0.0055,0.6313,0.1108,0.882
MOTILALOFS,0.0,0.0138,0.6873,0.299,0.0913
GMDCLTD,0.0003,0.0008,0.0,0.2668,0.4706
WEBELSOLAR,0.0,0.7291,0.9611,0.1793,0.6987
INDIGO,0.0055,0.7682,0.7035,0.0434,0.4119
INSECTICID,0.0,0.0,0.6754,0.2389,0.2944
FSL,0.0,0.5955,0.0887,0.3341,0.9642
TATAMTRDVR,0.0,0.0,0.9442,0.4332,0.6579
NUTEK,0.5764,0.0157,0.4389,0.0204,0.3697
KOLTEPATIL,0.0,0.0,0.2879,0.4026,0.2028
PNCINFRA,0.4298,0.0009,0.4192,0.0448,0.4189
PIONEEREMB,0.0003,0.0,0.0058,0.2134,0.7617
DOLPHINOFF,0.0,0.0015,0.0,0.2939,0.6631
VETO,0.0,0.0005,0.1649,0.2475,0.2406
PENPEBS,0.0,0.3405,0.7769,0.1218,0.7805
PRESTIGE,0.0,0.544,0.9298,0.1569,0.9378
INFINITE,0.0,0.0001,0.0358,0.2166,0.5119
INOXLEISUR,0.0,0.0012,0.1005,0.2081,0.7296
VINDHYATEL,0.0,0.0,0.0138,0.4316,0.4789
UNIONBANK,0.0,0.0,0.0,0.646,0.9786
VISHNU,0.0,0.0042,0.144,0.2455,0.5855
ALCHEM,0.0006,0.0005,0.0048,0.1924,0.893
REVATHI,0.0114,0.0007,0.2038,0.1056,0.8131
GANECOS,0.0,0.0144,0.5412,0.259,0.4682
ASTEC,0.0006,0.0235,0.3517,0.1044,0.0466
AMJLAND,0.0265,0.0034,0.0671,0.0945,0.6422
KAUSHALYA,0.0006,0.0003,0.6467,0.1209,0.7553
ATULAUTO,0.0,0.0,0.5386,0.3434,0.54
GRAVITA,0.0561,0.0004,0.0027,0.1385,0.3333
SJVN,0.0026,0.0252,0.0113,0.1414,0.7961
TORNTPHARM,0.0,0.921,0.7132,0.2452,0.9788
INDLMETER,0.0001,0.0003,0.0002,0.255,0.7257
CHOLAFIN,0.0,0.5564,0.0028,0.0861,0.1239
PRAKASHCON,0.0001,0.177,0.5596,0.0833,0.6441
ATUL,0.0,0.021,0.3013,0.2912,0.2067
NEXTMEDIA,0.0,0.0,0.009,0.2963,0.6696
APCOTEXIND,0.0,0.0648,0.3342,0.13,0.3098
SHIVAMAUTO,0.0,0.0002,0.0327,0.3976,0.5935
SEAMECLTD,0.0,0.001,0.0852,0.2235,0.8887
RANEHOLDIN,0.0,0.0179,0.8008,0.1515,0.3358
MOLDTKPAC,0.0246,0.0001,0.1048,0.1186,0.8457
MANAKSIA,0.0364,0.1619,0.1022,0.0617,0.6065
ARROWGREEN,0.0,0.0132,0.0298,0.2507,0.6573
BAGFILMS,0.0,0.001,0.0804,0.194,0.5803
DWARKESH,0.0011,0.0029,0.1764,0.126,0.0355
BINDALAGRO,0.0,0.0003,0.0775,0.1881,0.795
MEP,0.0,0.0068,0.0518,0.2319,0.9022
ASIANPAINT,0.0,0.0904,0.0,0.304,0.6448
GODFRYPHLP,0.0,0.021,0.36,0.1528,0.9018
MANINFRA,0.0,0.0,0.6602,0.428,0.9803
BROOKS,0.0,0.0,0.0009,0.3376,0.1885
EIDPARRY,0.0,0.1797,0.0147,0.2649,0.2481
GEPIL,0.0,0.0065,0.6482,0.1882,0.2094
EDELWEISS,0.0,0.2098,0.423,0.3402,0.0773
NOCIL,0.0,0.0,0.0195,0.5104,0.2907
HCL-INSYS,0.0,0.0,0.0022,0.4031,0.6244
ORIENTABRA,0.0,0.0,0.0121,0.312,0.4769
JKPAPER,0.0,0.0,0.0201,0.3947,0.0221
PARACABLES,0.01,0.5868,0.3099,0.0541,0.8115
ICICIGOLD,0.3642,0.8344,0.1016,-0.0012,0.3914
INDTERRAIN,0.0,0.0017,0.6431,0.2434,0.5616
SHILPAMED,0.0,0.0158,0.0324,0.2121,0.1984
SADBHIN,0.0,0.0069,0.925,0.1476,0.7516
SOUTHBANK,0.0,0.0172,0.0,0.4697,0.5451
XPROINDIA,0.0,0.0,0.0081,0.3844,0.8683
UNITEDTEA,0.482,0.0025,0.1442,0.0474,0.824
RAMCOIND,0.0,0.0005,0.8275,0.3231,0.1969
ANSALHSG,0.0,0.0,0.0008,0.3749,0.8416
HIKAL,0.0,0.0171,0.5102,0.1483,0.2761
ZEELEARN,0.0,0.0,0.7128,0.2117,0.6567
PGIL,0.0,0.0004,0.2397,0.1948,0.2108
BHARTIARTL,0.0,0.0144,0.8888,0.1545,0.9469
SAKSOFT,0.0002,0.0076,0.6348,0.1148,0.788
LPDC,0.0798,0.0006,0.0855,0.0896,0.9083
LAOPALA,0.0,0.0022,0.3382,0.1958,0.3329
IMPAL,0.0091,0.1447,0.6348,0.0339,0.5189
GOACARBON,0.0,0.0009,0.3322,0.255,0.3067
HITECHGEAR,0.0,0.0,0.005,0.3759,0.7277
ELECTHERM,0.0,0.0004,0.8235,0.1446,0.0134
DCBBANK,0.0,0.336,0.205,0.3585,0.1807
SUPRAJIT,0.0,0.0017,0.9183,0.1485,0.1766
SURYALAXMI,0.0,0.0166,0.0004,0.2918,0.4802
TRIL,0.0,0.0097,0.0217,0.2763,0.4114
BILENERGY,0.5004,0.6593,0.8827,-0.01,0.835
MIRCELECTR,0.0,0.0,0.0,0.3316,0.8312
SHAKTIPUMP,0.0,0.0098,0.2253,0.1478,0.9136
HARRMALAYA,0.0,0.0,0.0,0.3396,0.4053
ISMTLTD,0.0,0.0008,0.0931,0.1926,0.78
TATAPOWER,0.0,0.6833,0.1753,0.3849,0.3552
CANDC,0.0,0.0,0.7364,0.185,0.6167
SRIPIPES,0.0,0.0,0.0656,0.4114,0.6135
REMSONSIND,0.0047,0.2969,0.7253,0.0619,0.6207
MANINDS,0.0,0.0001,0.0,0.3894,0.1531
GILLANDERS,0.0002,0.0,0.0002,0.26,0.9554
UCALFUEL,0.0,0.0,0.0121,0.3849,0.3354
GRUH,0.0,0.0543,0.0322,0.1915,0.3181
A2ZINFRA,0.0,0.0,0.0,0.4048,0.1416
HEIDELBERG,0.0,0.0256,0.3984,0.3038,0.1348
VMART,0.0,0.0028,0.8923,0.1662,0.6481
CESC,0.0,0.2214,0.0137,0.2701,0.1633
CELEBRITY,0.0,0.0,0.0843,0.2497,0.7055
SMARTLINK,0.0009,0.036,0.0067,0.1612,0.622
TIRUMALCHM,0.0,0.0,0.0174,0.3224,0.0041
OCCL,0.0,0.0009,0.8026,0.1753,0.234
RUCHISOYA,0.0,0.1303,0.0018,0.3472,0.4059
MANGCHEFER,0.0001,0.0047,0.1259,0.1533,0.7565
TNPL,0.0,0.0026,0.5016,0.3515,0.2442
ONMOBILE,0.0,0.0001,0.0049,0.2326,0.5864
DQE,0.0,0.0,0.0009,0.2817,0.6032
SUMEETINDS,0.0,0.0,0.0341,0.2751,0.0429
FLFL,0.0,0.0,0.7813,0.2392,0.109
KSBPUMPS,0.0004,0.1853,0.0333,0.139,0.6208
MARKSANS,0.0,0.0,0.0037,0.2866,0.2551
VARDMNPOLY,0.0012,0.0002,0.0034,0.1933,0.325
GEOJITFSL,0.0,0.0228,0.7651,0.211,0.994
CANTABIL,0.1046,0.0,0.0016,0.1492,0.5366
MEGASOFT,0.0143,0.0,0.0078,0.1993,0.0918
BAJAJ-AUTO,0.0,0.1465,0.0009,0.3519,0.511
SYNDIBANK,0.0,0.0,0.0,0.6391,0.411
BARTRONICS,0.0002,0.0,0.1656,0.1818,0.2095
THEMISMED,0.0001,0.0011,0.4263,0.1498,0.2061
ADFFOODS,0.0,0.0002,0.4403,0.214,0.1809
BRITANNIA,0.0,0.0065,0.1601,0.287,0.7636
IMFA,0.0001,0.0004,0.0038,0.2161,0.0017
KECL,0.0,0.0,0.0188,0.3988,0.6174
CAPF,0.0,0.0009,0.2569,0.4969,0.1063
OFSS,0.0,0.0005,0.8675,0.2102,0.5701
GENUSPOWER,0.0,0.0,0.0,0.3961,0.7661
DENABANK,0.0101,0.1352,0.0,0.4039,0.856
SUNFLAG,0.0,0.0007,0.0041,0.261,0.2476
TPLPLASTEH,0.0032,0.0002,0.7668,0.0978,0.1566
PBAINFRA,0.1173,0.0,0.0,0.234,0.4014
NUCLEUS,0.0,0.0517,0.0215,0.2593,0.6514
GPPL,0.0,0.1776,0.9484,0.1203,0.9935
SMLISUZU,0.0,0.0,0.5832,0.3641,0.9449
STCINDIA,0.0,0.0027,0.1396,0.1923,0.3258
JSWENERGY,0.0,0.0036,0.0008,0.4591,0.5344
GULFOILLUB,0.0,0.0418,0.7411,0.2058,0.2661
SAMBHAAV,0.0461,0.169,0.1314,0.0518,0.7077
DELTACORP,0.0,0.0006,0.1939,0.266,0.2386
JOCIL,0.0,0.0224,0.027,0.26,0.7274
KAVVERITEL,0.3777,0.0008,0.0876,0.0658,0.497
ALKEM,0.0005,0.0701,0.1123,0.0561,0.5097
MOREPENLAB,0.0002,0.0,0.0,0.3339,0.4693
APLAPOLLO,0.0,0.0008,0.2218,0.2638,0.2393
VIKASECO,0.0012,0.0,0.204,0.1497,0.793
HEROMOTOCO,0.0,0.035,0.0001,0.3681,0.3187
ARVIND,0.0,0.0092,0.6595,0.4412,0.6186
IRB,0.0,0.0047,0.008,0.4373,0.7446
SHARDAMOTR,0.0,0.0001,0.0788,0.2313,0.6423
DCMSHRIRAM,0.0,0.0,0.0516,0.3922,0.1005
FAIRCHEM,0.0132,0.0005,0.249,0.0994,0.0647
MARALOVER,0.0,0.0001,0.0,0.3052,0.9993
OCL,0.0,0.0041,0.9272,0.2154,0.1636
M&M,0.0,0.0315,0.0002,0.3367,0.9568
HSCL,0.0,0.0017,0.1456,0.2637,0.0388
SKIL,0.0,0.0007,0.1298,0.2475,0.7656
HILTON,0.0463,0.0057,0.0338,0.0948,0.8366
CHENNPETRO,0.0,0.1884,0.5832,0.2067,0.2477
PANORAMUNI,0.0,0.0,0.3826,0.2165,0.5614
HDFCMFGETF,0.0444,0.722,0.5345,0.0244,0.1682
UBL,0.0,0.0929,0.586,0.1241,0.6987
INEOSSTYRO,0.0,0.0,0.1466,0.2502,0.6699
BAJAJHIND,0.0,0.0,0.0001,0.3304,0.8253
CORDSCABLE,0.0005,0.0009,0.002,0.2027,0.4213
MRO-TEK,0.1596,0.0001,0.0222,0.1073,0.248
CANFINHOME,0.0,0.0073,0.0928,0.3094,0.1537
INFY,0.0,0.035,0.0,0.2763,0.9047
SARDAEN,0.0,0.0,0.0001,0.3719,0.0308
NIITTECH,0.0,0.0119,0.7721,0.145,0.6404
ZUARIGLOB,0.0,0.0,0.0034,0.2489,0.8535
DHFL,0.0,0.0173,0.2685,0.5619,0.4764
AUTOIND,0.0,0.0,0.0112,0.2714,0.7105
IVZINGOLD,0.9697,0.8639,0.3196,-0.0066,0.2824
MMTC,0.0002,0.0004,0.0002,0.2429,0.4629
HCC,0.0,0.0001,0.0058,0.2721,0.1568
NATHBIOGEN,0.0,0.0,0.013,0.2572,0.1185
AROGRANITE,0.0,0.0,0.0149,0.2575,0.4181
RAIN,0.0,0.0001,0.0002,0.3243,0.1373
ORISSAMINE,0.0001,0.0053,0.0856,0.1583,0.5057
SKMEGGPROD,0.0087,0.0172,0.0002,0.1767,0.0673
CTE,0.0144,0.5043,0.9868,0.0285,0.2082
ALPSINDUS,0.1465,0.0002,0.0007,0.144,0.3763
RPGLIFE,0.0,0.0004,0.0126,0.2591,0.1741
LAMBODHARA,0.0006,0.0339,0.0361,0.1409,0.3211
CONCOR,0.0,0.2542,0.491,0.1352,0.6492
SHRIRAMCIT,0.0,0.0162,0.1072,0.194,0.4422
DALMIABHA,0.0,0.1928,0.026,0.2918,0.0971
INDSWFTLAB,0.0,0.0001,0.0001,0.3013,0.6233
LAKSHMIEFL,0.0,0.0044,0.455,0.1416,0.0255
JCHAC,0.0,0.0268,0.4595,0.2332,0.6608
GLAXO,0.0001,0.8699,0.7092,0.0947,0.5395
KALPATPOWR,0.0,0.0,0.9145,0.2615,0.7005
KILITCH,0.0001,0.0,0.046,0.2311,0.8958
BRFL,0.0,0.3064,0.2654,0.1016,0.8944
ACCELYA,0.0003,0.0004,0.7388,0.1247,0.0478
JINDRILL,0.0,0.0076,0.033,0.2039,0.3639
TATACOMM,0.0,0.0481,0.0018,0.2779,0.0745
AHLUCONT,0.0,0.003,0.453,0.2833,0.8354
CEBBCO,0.0,0.0,0.0161,0.2706,0.4803
SALZERELEC,0.0,0.0001,0.01,0.2868,0.6179
GODREJIND,0.0,0.4666,0.7622,0.3573,0.3301
TATAMOTORS,0.0,0.0,0.3664,0.497,0.3265
UTTAMSUGAR,0.0485,0.0,0.0001,0.209,0.134
FELDVR,0.6744,0.0499,0.1855,0.0106,0.5223
PLASTIBLEN,0.0,0.0,0.4166,0.2313,0.5878
ABGSHIP,0.0,0.1534,0.0588,0.1756,0.4152
M50,0.0,0.2358,0.0811,0.1776,0.6001
BANSWRAS,0.0004,0.0004,0.1286,0.154,0.4368
ALBK,0.0,0.0006,0.0,0.6616,0.8979
AUTOAXLES,0.0,0.0077,0.1769,0.2626,0.9997
BYKE,0.0,0.9152,0.1459,0.2566,0.5637
ROLTA,0.0001,0.0001,0.0035,0.23,0.3486
GUFICBIO,0.0,0.0,0.0175,0.2513,0.6363
AKZOINDIA,0.0,0.1939,0.4363,0.1372,0.6657
LUXIND,0.0584,0.2885,0.7759,0.02,0.5104
SOMANYCERA,0.0,0.0627,0.5044,0.172,0.3005
ASHAPURMIN,0.0,0.0001,0.051,0.3227,0.5419
PONNIERODE,0.0215,0.0001,0.0523,0.128,0.4924
NIPPOBATRY,0.0019,0.0005,0.0055,0.1771,0.845
APLLTD,0.0001,0.0522,0.7546,0.1055,0.885
JAIBALAJI,0.1688,0.0001,0.2355,0.0826,0.2365
WINDMACHIN,0.0002,0.0007,0.0,0.2637,0.6572
HGS,0.0,0.1067,0.0392,0.2238,0.6386
RAMANEWS,0.0,0.4513,0.5472,0.1227,0.3422
NMDC,0.0,0.7207,0.0001,0.3537,0.1508
KICL,0.0015,0.4588,0.4673,0.0702,0.7968
VIPULLTD,0.0,0.0003,0.3258,0.1658,0.541
ESCORTS,0.0,0.0003,0.0821,0.3268,0.0518
HSIL,0.0,0.0004,0.2458,0.2347,0.8446
ARIES,0.0,0.0001,0.9225,0.2521,0.1419
CASTEXTECH,0.0,0.0012,0.2258,0.1819,0.821
ZENSARTECH,0.2195,0.02,0.0006,0.1099,0.9752
MURUDCERA,0.0,0.0,0.0003,0.3141,0.5544
HDFCNIFETF,0.0,0.4093,0.0537,0.5167,0.3403
KPRMILL,0.0014,0.907,0.5331,0.0654,0.766
SHIRPUR-G,0.0,0.0005,0.7441,0.187,0.1802
PANAMAPET,0.0021,0.0,0.0006,0.2306,0.3527
HINDUNILVR,0.0,0.0069,0.0,0.2126,0.8769
PRECOT,0.001,0.0002,0.0238,0.1712,0.512
JYOTHYLAB,0.0,0.0007,0.5668,0.2741,0.4778
LICNETFGSC,0.8005,0.4625,0.0698,0.0074,0.0796
REDINGTON,0.0001,0.0188,0.9135,0.0995,0.7351
SICAL,0.0,0.0005,0.4259,0.2647,0.2643
UNIENTER,0.0,0.0021,0.071,0.1987,0.1707
AVANTIFEED,0.0,0.0013,0.7282,0.2307,0.3934
WELCORP,0.0,0.0046,0.0,0.3237,0.6635
EON,0.0001,0.0,0.0056,0.232,0.9317
MFSL,0.0,0.0155,0.8379,0.1253,0.6253
VIJAYABANK,0.0451,0.5682,0.0,0.3447,0.1353
USHAMART,0.0,0.0517,0.0008,0.2526,0.2685
YESBANK,0.0,0.0339,0.4012,0.4575,0.0203
CHROMATIC,0.3542,0.002,0.0162,0.0776,0.8621
ONELIFECAP,0.0,0.0011,0.011,0.3117,0.1797
JISLDVREQS,0.0,0.0,0.0016,0.3166,0.2202
HINDALCO,0.0,0.0,0.0,0.5163,0.0151
BEDMUTHA,0.0,0.0287,0.0905,0.2067,0.4133
JMA,0.003,0.0029,0.0112,0.1568,0.7451
GSKCONS,0.0,0.2943,0.0841,0.0864,0.4663
IBULISL,0.0053,0.0,0.0027,0.1926,0.0791
HINDOILEXP,0.0,0.0002,0.0001,0.4049,0.0334
TAJGVK,0.0,0.2643,0.0012,0.2126,0.5577
BHAGERIA,0.0371,0.0031,0.0049,0.1243,0.0956
TTKHLTCARE,0.0,0.2038,0.9534,0.1227,0.8125
FCL,0.0,0.0,0.0001,0.3554,0.9519
BIRLACORPN,0.0,0.1133,0.5995,0.2029,0.1409
JINDALSTEL,0.0,0.4392,0.0,0.4904,0.9366
SUNDRMBRAK,0.0,0.0,0.3673,0.2182,0.2266
CARERATING,0.0,0.0651,0.9027,0.1205,0.7613
PATELENG,0.0004,0.0002,0.0168,0.1868,0.6007
AIFL,0.0002,0.0005,0.0349,0.1767,0.1171
LAKPRE,0.0102,0.0001,0.0638,0.1351,0.9
TCI,0.0,0.7232,0.456,0.1521,0.5466
PENIND,0.0,0.0002,0.0073,0.354,0.7182
SINTEX,0.0,0.0005,0.0001,0.5276,0.6515
ONGC,0.0001,0.0328,0.2817,0.1191,0.8672
INDORAMA,0.0,0.0,0.0014,0.2943,0.7899
IDBI,0.0,0.3038,0.0,0.5567,0.7674
DSSL,0.287,0.1125,0.4923,0.0169,0.6784
VINATIORGA,0.0,0.0268,0.1708,0.1628,0.2114
HATHWAY,0.0,0.755,0.5152,0.1145,0.7588
ATLASCYCLE,0.0,0.0042,0.0105,0.2617,0.0935
ASHIMASYN,0.0,0.0005,0.004,0.2859,0.894
BSL,0.0,0.0009,0.7597,0.1701,0.7216
JINDWORLD,0.0029,0.0306,0.6092,0.0554,0.4228
RUPA,0.0002,0.3378,0.0096,0.1624,0.8192
REFEX,0.0204,0.0016,0.027,0.1173,0.1623
MOHITIND,0.0018,0.3003,0.4122,0.043,0.8703
ALICON,0.0,0.0267,0.0603,0.2486,0.6237
MANGALAM,0.0002,0.0108,0.039,0.182,0.8185
BHARATFIN,0.0,0.1024,0.357,0.3731,0.3846
PFIZER,0.0003,0.0189,0.8507,0.0933,0.3717
SHRIRAMEPC,0.0101,0.0643,0.0381,0.0999,0.8814
RANASUG,0.0001,0.0,0.1149,0.1962,0.0578
INFRABEES,0.0,0.5143,0.0027,0.5242,0.6909
SUVEN,0.0,0.0,0.0077,0.3372,0.4667
KARMAENG,0.231,0.0377,0.0636,0.0521,0.1622
BAYERCROP,0.0003,0.5827,0.9328,0.0713,0.2039
JAMNAAUTO,0.0,0.0061,0.898,0.4474,0.2635
TNPETRO,0.0,0.0022,0.4349,0.2342,0.5333
BRIGADE,0.0193,0.115,0.4454,0.0484,0.7493
DBCORP,0.0,0.5623,0.8389,0.0998,0.4041
TGBHOTELS,0.0,0.0001,0.1057,0.2383,0.8288
AFL,0.0,0.0031,0.0191,0.2609,0.7201
DHAMPURSUG,0.0,0.0001,0.005,0.2432,0.0851
SETFNIFBK,0.0,0.013,0.9214,0.4238,0.3737
RELCONS,0.0043,0.933,0.1977,0.0264,0.7729
PFOCUS,0.0,0.393,0.07,0.2035,0.4343
COFFEEDAY,0.0,0.0104,0.1997,0.1893,0.3294
ALOKTEXT,0.0945,0.0023,0.0013,0.1292,0.6191
LOVABLE,0.0,0.0002,0.0004,0.4574,0.9391
TORNTPOWER,0.0024,0.0324,0.2846,0.0903,0.6912
ENIL,0.0001,0.9884,0.6748,0.0739,0.566
DHANBANK,0.0016,0.0006,0.0,0.2922,0.5336
ELECON,0.0,0.0001,0.0748,0.3955,0.6031
PATINTLOG,0.0,0.0,0.3644,0.3225,0.4976
NITESHEST,0.0,0.0001,0.0004,0.2937,0.5726
ARSHIYA,0.0,0.0016,0.0,0.3228,0.9251
PEL,0.0,0.1887,0.2283,0.1438,0.0781
ANANTRAJ,0.0,0.0,0.013,0.4168,0.732
PUNJABCHEM,0.0,0.0,0.3482,0.3008,0.228
SASTASUNDR,0.0,0.0062,0.7743,0.1618,0.8601
IFCI,0.0,0.24,0.0,0.4314,0.6601
ANDHRACEMT,0.0004,0.0,0.0003,0.2989,0.701
JAYAGROGN,0.0002,0.0,0.0161,0.2066,0.0034
GMRINFRA,0.0,0.0082,0.0,0.5799,0.5857
TCIDEVELOP,0.0149,0.061,0.4391,0.0564,0.6019
WALCHANNAG,0.0,0.0,0.0,0.4887,0.8667
PSB,0.0002,0.3403,0.0,0.3694,0.2148
SMSPHARMA,0.0,0.0,0.0017,0.3989,0.7059
BALAMINES,0.0,0.0003,0.9587,0.2423,0.0532
MUKANDENGG,0.0,0.0,0.0006,0.3452,0.5973
JETAIRWAYS,0.0,0.0,0.0017,0.396,0.0824
GAIL,0.0,0.4541,0.4097,0.2366,0.2644
GABRIEL,0.0,0.0027,0.1174,0.2886,0.4305
SOTL,0.0,0.0002,0.2911,0.2312,0.2394
ZENTEC,0.0,0.0,0.0339,0.4308,0.4788
KOTHARIPRO,0.0,0.0114,0.9048,0.1542,0.2638
ROHITFERRO,0.0058,0.0,0.0023,0.1987,0.9893
NAVKARCORP,0.0,0.0001,0.6722,0.1882,0.6992
SRF,0.0,0.4214,0.4713,0.3334,0.2421
PRESSMN,0.0,0.0,0.1005,0.3989,0.7478
ANDHRSUGAR,0.0,0.0,0.0003,0.3021,0.1595
TEXRAIL,0.0,0.0003,0.1862,0.3025,0.6349
WENDT,0.0,0.0013,0.5395,0.1743,0.8065
PRECAM,0.0,0.2498,0.8403,0.1509,0.7675
BPL,0.0,0.01,0.1874,0.1874,0.2182
ANDHRABANK,0.0,0.0022,0.0,0.7468,0.3639
NRBBEARING,0.0,0.0142,0.1806,0.2136,0.6122
RTNPOWER,0.0,0.0,0.0001,0.4141,0.4572
KAMATHOTEL,0.0,0.0001,0.0077,0.254,0.3663
IPAPPM,0.0,0.023,0.0002,0.2748,0.4389
MOTHERSUMI,0.0,0.0198,0.8637,0.4648,0.4384
NIFTYBEES,0.0,0.0,0.0,0.913,0.0181
EKC,0.0,0.0,0.0,0.3227,0.0973
CCL,0.0001,0.0002,0.3472,0.1518,0.2921
ATFL,0.0015,0.0286,0.5205,0.0848,0.7629
GINNIFILA,0.0,0.0005,0.0,0.3271,0.9394
IGPL,0.0,0.0,0.002,0.3439,0.0649
LT,0.0,0.0129,0.6465,0.4006,0.5313
TEXINFRA,0.0,0.0,0.0108,0.3199,0.639
VTL,0.0,0.0039,0.634,0.2001,0.101
SURANAIND,0.3423,0.0338,0.0003,0.1077,0.4505
IOB,0.0,0.7452,0.0,0.5513,0.5445
COSMOFILMS,0.0,0.0,0.0002,0.3759,0.2993
CCCL,0.0005,0.0505,0.1146,0.122,0.6481
GITANJALI,0.0009,0.0004,0.0004,0.2199,0.2534
WEIZMANIND,0.0,0.0387,0.15,0.2156,0.4594
CINEVISTA,0.002,0.1565,0.5881,0.0477,0.5704
PHILIPCARB,0.0,0.0004,0.2398,0.2642,0.0932
RUBYMILLS,0.0,0.0,0.7901,0.3607,0.8711
ADANITRANS,0.0,0.0805,0.2484,0.3183,0.2029
JHS,0.0018,0.0458,0.7669,0.0737,0.387
CERA,0.0,0.0003,0.0839,0.2286,0.6618
TARAPUR,0.0023,0.0,0.0663,0.1709,0.8377
CONSOFINVT,0.0,0.0824,0.0966,0.3187,0.657
GSPL,0.0,0.8734,0.2998,0.1844,0.7501
AIAENG,0.0373,0.8238,0.6081,0.0088,0.1239
JUBLFOOD,0.0,0.4291,0.4383,0.2403,0.3035
PRECWIRE,0.0061,0.0007,0.051,0.1294,0.9701
PIDILITIND,0.0,0.2101,0.0054,0.2692,0.4723
CENTEXT,0.4188,0.0052,0.0007,0.0782,0.0726
INOXWIND,0.0,0.0051,0.0528,0.2063,0.2543
CEATLTD,0.0,0.7701,0.0923,0.2617,0.4927
JUNIORBEES,0.0,0.3249,0.7496,0.6953,0.1842
SYNCOM,0.0111,0.0001,0.0004,0.196,0.5596
VISAKAIND,0.0,0.0,0.0298,0.3606,0.1092
RELIANCE,0.0,0.0919,0.9299,0.3287,0.4088
SADBHAV,0.0,0.4273,0.2871,0.2013,0.7655
GHCL,0.0,0.0158,0.0873,0.315,0.038
CARBORUNIV,0.0,0.6104,0.5863,0.2042,0.149
TCS,0.0,0.0599,0.0,0.3045,0.8191
HINDCOMPOS,0.0028,0.0051,0.2029,0.1058,0.2685
MSPL,0.0088,0.001,0.0586,0.1211,0.8835
BPCL,0.0052,0.3391,0.974,0.0416,0.9636
GPIL,0.0,0.0,0.0279,0.2318,0.9988
HINDUJAVEN,0.0006,0.0,0.0,0.26,0.3502
INDIANB,0.0,0.0273,0.0,0.3044,0.057
COX&KINGS,0.0,0.0016,0.311,0.3728,0.7755
ULTRACEMCO,0.0,0.8614,0.0225,0.407,0.2522
EIHAHOTELS,0.0,0.002,0.0361,0.2472,0.4852
SHREYAS,0.0,0.0009,0.1462,0.2415,0.6712
M&MFIN,0.0,0.9778,0.0022,0.3134,0.5003
EIHOTEL,0.0019,0.177,0.0767,0.1057,0.2937
VICEROY,0.0,0.0,0.002,0.3382,0.8066
FORTIS,0.0,0.0636,0.1332,0.1711,0.7189
SUDARSCHEM,0.0,0.0109,0.3167,0.2336,0.0202
IIFL,0.0,0.0052,0.4663,0.2256,0.3343
TANLA,0.0004,0.0,0.0001,0.294,0.3282
OILCOUNTUB,0.0,0.0691,0.1082,0.0988,0.5143
SHEMAROO,0.0,0.0027,0.5648,0.2893,0.225
SRHHYPOLTD,0.0,0.0011,0.0018,0.242,0.111
MARUTI,0.0,0.2663,0.0058,0.3918,0.3094
M100,0.0,0.5563,0.0111,0.255,0.412
THOMASCOOK,0.0,0.0459,0.351,0.2195,0.917
MARICO,0.0,0.4866,0.0052,0.2163,0.3364
