Symbol,Rm-Rf %,SMB %,HML %,high-low,Adj-r_sq,const
HUBTOWN,0.0,0.0,0.0,0.9226,0.0934,0.8243
RECLTD,0.0,0.1239,0.0095,0.0239,0.2863,0.9805
NIITLTD,0.0,0.0,0.0,0.3771,0.2214,0.2663
SIMPLEXINF,0.0,0.0,0.0004,0.5634,0.1534,0.281
BANARBEADS,0.0108,0.0001,0.004,0.2302,0.0665,0.3542
TTML,0.0,0.0,0.0,0.1431,0.1785,0.827
CANBK,0.0,0.0,0.0,0.2551,0.5015,0.8667
SHALPAINTS,0.0,0.0,0.0004,0.1561,0.1674,0.6265
BALKRISHNA,0.0,0.0,0.0446,0.317,0.1257,0.2613
NILKAMAL,0.0,0.0,0.011,0.7006,0.2099,0.0671
SUNDARMFIN,0.0,0.0839,0.9329,0.3957,0.1126,0.0101
UTINIFTETF,0.0,0.0003,0.035,0.5302,0.5777,0.0627
TIMETECHNO,0.0,0.0,0.0044,0.8889,0.1755,0.1005
DONEAR,0.0,0.0,0.0012,0.6082,0.1073,0.4002
L&TFH,0.0,0.0,0.0005,0.428,0.3923,0.4558
LIQUIDBEES,0.3625,0.6122,0.4742,0.9675,-0.0021,0.0
AGARIND,0.0,0.0004,0.0081,0.0987,0.0866,0.0924
PUNJLLOYD,0.0,0.0,0.0,0.0657,0.3374,0.2772
SCI,0.0,0.0,0.0,0.3445,0.3507,0.8109
GTNIND,0.0114,0.0,0.04,0.952,0.0474,0.4746
PIIND,0.0,0.0446,0.329,0.175,0.0528,0.2758
BAJAJHLDNG,0.0,0.0005,0.8808,0.063,0.0916,0.0341
RAMKY,0.0,0.0,0.0,0.0812,0.2281,0.2794
ASTRAZEN,0.0,0.0168,0.0135,0.7202,0.0618,0.9111
MIRZAINT,0.0,0.0,0.0,0.9113,0.2921,0.1318
SURYAROSNI,0.0,0.0,0.0,0.1291,0.3021,0.1351
ADROITINFO,0.0002,0.0,0.1916,0.978,0.1014,0.7894
SUNDARAM,0.0,0.0,0.0237,0.8063,0.0696,0.4941
AUSOMENT,0.0013,0.3252,0.1383,0.909,0.0151,0.1214
VESUVIUS,0.0,0.0,0.0041,0.0598,0.1101,0.017
VEDL,0.0,0.0,0.0,0.646,0.3655,0.3775
PRAENG,0.0,0.0,0.0,0.0067,0.1608,0.5814
HITECHCORP,0.0,0.0,0.0055,0.2823,0.1079,0.305
EXIDEIND,0.0,0.0053,0.0002,0.7275,0.2605,0.4712
STARPAPER,0.0,0.0,0.0286,0.4517,0.1265,0.0091
KSCL,0.0,0.0,0.0649,0.0301,0.0965,0.8145
WEIZFOREX,0.0,0.0,0.0031,0.6403,0.07,0.0182
UFO,0.0,0.0,0.1456,0.2654,0.1546,0.6932
BEPL,0.0,0.0,0.028,0.1205,0.0979,0.0394
ARVSMART,0.0,0.0,0.2355,0.7833,0.1739,0.0205
KOTAKBKETF,0.0,0.0,0.0167,0.1787,0.5584,0.0212
FINCABLES,0.0,0.0,0.2819,0.3279,0.151,0.0004
BGRENERGY,0.0,0.0,0.0,0.1297,0.3977,0.2599
AGRITECH,0.0516,0.0004,0.2661,0.3561,0.0397,0.0122
TECHNO,0.0,0.0,0.0192,0.8165,0.0749,0.2737
ORTEL,0.0106,0.0016,0.3512,0.4911,0.0307,0.0688
RAJSREESUG,0.0,0.0,0.0,0.9866,0.1369,0.9608
APTECHT,0.0,0.0,0.0,0.1826,0.2839,0.1874
NOIDATOLL,0.0,0.0,0.0004,0.5155,0.1005,0.5014
AYMSYNTEX,0.0,0.0,0.0098,0.8644,0.163,0.2658
LYPSAGEMS,0.0007,0.0643,0.027,0.8484,0.0407,0.3192
GRASIM,0.0,0.4987,0.9381,0.0234,0.0956,0.7874
SUNTECK,0.0,0.0,0.1332,0.9331,0.086,0.8983
UCOBANK,0.0,0.0,0.0,0.991,0.5047,0.2761
PDPL,0.0,0.0,0.0006,0.4505,0.0853,0.3253
KOTAKBANK,0.0,0.0001,0.0,0.7804,0.2111,0.2121
SATHAISPAT,0.0,0.0,0.0002,0.5855,0.1361,0.9536
DICIND,0.0,0.0,0.021,0.5993,0.1106,0.317
RAJTV,0.002,0.0017,0.1125,0.2416,0.021,0.8343
TV18BRDCST,0.0,0.0001,0.0,0.5634,0.2836,0.4944
DPL,0.2987,0.1975,0.8259,0.8379,-0.0007,0.0
PDSMFL,0.0,0.0099,0.2885,0.1955,0.0581,0.0853
ASHOKA,0.0,0.0,0.2248,0.2325,0.1269,0.6185
MAHSEAMLES,0.0,0.0,0.0014,0.2968,0.1522,0.452
BHARATGEAR,0.0,0.0,0.0,0.7474,0.1832,0.2051
ORIENTCEM,0.0,0.0,0.0053,0.2223,0.162,0.1022
MOTILALOFS,0.0,0.0,0.0002,0.3361,0.1926,0.0011
GMDCLTD,0.0,0.0,0.0,0.1572,0.2194,0.7237
WEBELSOLAR,0.0003,0.0004,0.0295,0.8705,0.0436,0.1067
INDIGO,0.0009,0.1574,0.6426,0.6494,0.0478,0.6188
INSECTICID,0.0,0.0,0.0002,0.0542,0.1789,0.507
FSL,0.0,0.0,0.0,0.5269,0.1997,0.1966
TATAMTRDVR,0.0,0.1934,0.0547,0.1561,0.3441,0.5297
NUTEK,0.1802,0.0293,0.1282,0.6063,0.008,0.2176
KOLTEPATIL,0.0,0.0,0.0,0.0093,0.2948,0.3276
PNCINFRA,0.0914,0.0001,0.1033,0.0256,0.063,0.9288
PIONEEREMB,0.0,0.0,0.0,0.3128,0.1203,0.1221
DOLPHINOFF,0.0,0.0,0.0,0.0051,0.23,0.7725
VETO,0.0,0.0,0.2709,0.4941,0.1742,0.141
PENPEBS,0.0,0.7899,0.8589,0.7325,0.0648,0.4344
PRESTIGE,0.0,0.1954,0.0645,0.0553,0.1575,0.4739
INFINITE,0.0,0.0,0.0,0.214,0.1136,0.3848
INOXLEISUR,0.0,0.0,0.0,0.5938,0.2021,0.1124
VINDHYATEL,0.0,0.0,0.0,0.0275,0.1872,0.1291
UNIONBANK,0.0,0.0,0.0,0.9977,0.5254,0.8384
VISHNU,0.0,0.0,0.1437,0.0143,0.1683,0.4274
REVATHI,0.0,0.0004,0.4345,0.5969,0.078,0.2934
GANECOS,0.0,0.0,0.5289,0.6273,0.1986,0.1599
ASTEC,0.0,0.0,0.0001,0.6312,0.1113,0.0142
AMJLAND,0.0001,0.0,0.0005,0.847,0.0686,0.3575
KAUSHALYA,0.0001,0.0,0.0625,0.5575,0.0587,0.698
ATULAUTO,0.0,0.0,0.1537,0.5665,0.1472,0.5585
GRAVITA,0.0,0.0,0.0,0.4725,0.1212,0.8312
SJVN,0.0,0.0,0.0,0.3042,0.1259,0.1636
TORNTPHARM,0.0,0.0011,0.6698,0.0756,0.069,0.2829
INDLMETER,0.0,0.0,0.0,0.6164,0.1317,0.2731
CHOLAFIN,0.0,0.0006,0.5128,0.568,0.096,0.0087
PRAKASHCON,0.2107,0.0,0.0007,0.4709,0.0338,0.448
ATUL,0.0,0.0,0.006,0.303,0.1762,0.0189
APCOTEXIND,0.0,0.0,0.1394,0.2426,0.0749,0.4157
SHIVAMAUTO,0.0,0.0,0.2454,0.8372,0.1062,0.7269
SEAMECLTD,0.0,0.0,0.0001,0.4327,0.1032,0.228
RANEHOLDIN,0.0,0.0,0.0055,0.1709,0.1051,0.0035
MOLDTKPAC,0.0,0.0,0.0386,0.4782,0.1284,0.718
MANAKSIA,0.0,0.0004,0.0009,0.5893,0.0736,0.6793
ARROWGREEN,0.0,0.0,0.0576,0.1169,0.1961,0.8357
BAGFILMS,0.0,0.0,0.0,0.7036,0.1914,0.8002
DWARKESH,0.0,0.0,0.0,0.6229,0.1333,0.2923
BINDALAGRO,0.0,0.0,0.0,0.048,0.1967,0.8803
MEP,0.0,0.0085,0.0804,0.9471,0.1843,0.6268
ASIANPAINT,0.0,0.2166,0.0169,0.3491,0.0974,0.9246
GODFRYPHLP,0.0,0.0,0.2982,0.05,0.0663,0.6801
MANINFRA,0.0,0.0,0.0002,0.649,0.1649,0.8152
BROOKS,0.0,0.0,0.0,0.0796,0.2233,0.232
EIDPARRY,0.0,0.0,0.0,0.7336,0.2132,0.3608
GEPIL,0.0,0.0,0.0259,0.4199,0.1637,0.2439
EDELWEISS,0.0,0.0,0.0044,0.3116,0.2355,0.0206
NOCIL,0.0,0.0,0.0,0.1161,0.3561,0.0277
HCL-INSYS,0.0,0.0,0.0,0.0692,0.2785,0.9222
ORIENTABRA,0.0,0.0,0.0,0.4048,0.1053,0.1022
JKPAPER,0.0,0.0,0.0,0.9805,0.2747,0.2114
PARACABLES,0.014,0.0004,0.0345,0.7408,0.0332,0.0359
ICICIGOLD,0.6543,0.9604,0.4875,0.5948,-0.0013,0.5807
INDTERRAIN,0.0025,0.0003,0.2162,0.0155,0.0475,0.1031
RELDIVOPP,0.0859,0.5632,0.356,0.896,0.0104,0.3399
SHILPAMED,0.0,0.0,0.0168,0.0798,0.1057,0.401
SADBHIN,0.0008,0.0058,0.0827,0.0493,0.0955,0.6274
SOUTHBANK,0.0,0.0,0.0,0.5696,0.3173,0.9158
XPROINDIA,0.0,0.0,0.0,0.2276,0.1511,0.5237
UNITEDTEA,0.0488,0.0036,0.2724,0.3492,0.0194,0.3433
RAMCOIND,0.0,0.0,0.0,0.4126,0.2582,0.2848
ANSALHSG,0.0,0.0,0.0,0.8816,0.1934,0.5748
HIKAL,0.0,0.0,0.5833,0.86,0.0512,0.9491
ZEELEARN,0.0,0.0,0.0145,0.0017,0.1344,0.4842
PGIL,0.0,0.2131,0.1521,0.4374,0.0784,0.3874
BHARTIARTL,0.0,0.0,0.0977,0.0229,0.1873,0.1259
SAKSOFT,0.0,0.0,0.0,0.578,0.0745,0.1522
LPDC,0.0027,0.0026,0.0034,0.7041,0.0389,0.3104
LAOPALA,0.0,0.0001,0.0159,0.0969,0.0637,0.0953
IMPAL,0.002,0.0001,0.0297,0.5271,0.0324,0.1017
GOACARBON,0.0,0.0,0.0058,0.5179,0.1849,0.0729
HITECHGEAR,0.0,0.0,0.0,0.0238,0.21,0.0873
ELECTHERM,0.0277,0.0,0.0391,0.096,0.0455,0.1293
DCBBANK,0.0,0.0053,0.0,0.0385,0.3099,0.0988
SUPRAJIT,0.0,0.0,0.1104,0.8373,0.0881,0.0028
SURYALAXMI,0.0,0.0,0.0,0.2251,0.1395,0.66
TRIL,0.0,0.0,0.0,0.2655,0.1044,0.7963
MIRCELECTR,0.0,0.0,0.0,0.7787,0.1436,0.1185
SHAKTIPUMP,0.0,0.0,0.0036,0.6808,0.1236,0.056
HARRMALAYA,0.0,0.0,0.0,0.6615,0.2698,0.7333
ISMTLTD,0.0,0.0,0.0,0.0222,0.2006,0.8176
TATAPOWER,0.0,0.5609,0.0066,0.5525,0.3305,0.9263
CANDC,0.0014,0.0003,0.0,0.5631,0.0686,0.4757
SRIPIPES,0.0,0.0,0.003,0.2194,0.2185,0.0143
REMSONSIND,0.0061,0.0935,0.5509,0.4416,0.0291,0.1058
MANINDS,0.0,0.0,0.0,0.9983,0.2328,0.9013
GILLANDERS,0.0,0.0,0.0,0.7052,0.1609,0.933
SHARIABEES,0.0851,0.8628,0.9373,0.7503,0.0007,0.1294
UCALFUEL,0.0,0.0,0.0,0.6028,0.2353,0.218
GRUH,0.0,0.7929,0.2644,0.7788,0.0562,0.1888
A2ZINFRA,0.0,0.0,0.0,0.2635,0.2421,0.6374
HEIDELBERG,0.0,0.0,0.0013,0.9858,0.2625,0.3764
VMART,0.0,0.0127,0.0075,0.423,0.0657,0.0071
CESC,0.0,0.0555,0.0,0.1069,0.2422,0.0627
CELEBRITY,0.0007,0.0066,0.6128,0.5381,0.0235,0.2166
SMARTLINK,0.0,0.0,0.0,0.3892,0.138,0.5737
TIRUMALCHM,0.0,0.0,0.0,0.925,0.2105,0.0103
RUCHISOYA,0.0,0.0,0.0,0.1801,0.1576,0.2012
MANGCHEFER,0.0,0.0001,0.0001,0.3886,0.082,0.2438
TNPL,0.0,0.0,0.0412,0.0378,0.2265,0.0668
ONMOBILE,0.0,0.0,0.0,0.5219,0.1994,0.8644
SUMEETINDS,0.0,0.0,0.0011,0.163,0.1348,0.6794
FLFL,0.0,0.0,0.1833,0.8965,0.1529,0.2947
KSBPUMPS,0.0,0.0002,0.0425,0.0204,0.1022,0.0331
MARKSANS,0.0,0.0,0.0014,0.3966,0.2252,0.295
VARDMNPOLY,0.0,0.0,0.0013,0.1938,0.1373,0.6237
ORIENTALTL,0.3639,0.0235,0.0285,0.8057,0.008,0.1169
GEOJITFSL,0.0,0.0,0.0001,0.983,0.2047,0.0618
MEGASOFT,0.0,0.0,0.0,0.7379,0.1148,0.6164
BAJAJ-AUTO,0.0,0.3676,0.0,0.2099,0.2572,0.2506
SYNDIBANK,0.0,0.0,0.0,0.8691,0.5055,0.6953
THEMISMED,0.3222,0.0412,0.6177,0.9418,0.0018,0.3293
ADFFOODS,0.0,0.0,0.0,0.1675,0.1801,0.1739
BRITANNIA,0.0,0.0049,0.9207,0.0485,0.1361,0.0001
IMFA,0.0,0.0,0.0,0.3689,0.1403,0.3421
KECL,0.0,0.0,0.0,0.7657,0.1919,0.4143
CAPF,0.0,0.0,0.0119,0.7488,0.2979,0.1885
OFSS,0.0,0.0007,0.0544,0.0146,0.1166,0.5624
GENUSPOWER,0.0,0.0,0.0,0.7618,0.2227,0.037
DENABANK,0.0,0.9886,0.0,0.0006,0.3908,0.0331
SUNFLAG,0.0,0.0,0.0,0.4758,0.1652,0.199
TPLPLASTEH,0.0,0.0006,0.4794,0.7974,0.0779,0.2547
PBAINFRA,0.0011,0.0,0.0,0.295,0.1367,0.7169
NUCLEUS,0.0,0.0,0.0122,0.378,0.1537,0.0548
GPPL,0.0,0.0339,0.8934,0.2192,0.0706,0.1349
SMLISUZU,0.0,0.0,0.0076,0.0214,0.1982,0.6714
STCINDIA,0.0,0.0,0.0,0.0567,0.2073,0.8192
JSWENERGY,0.0,0.1538,0.0,0.1946,0.3912,0.6554
GULFOILLUB,0.0,0.0002,0.3337,0.6871,0.0971,0.0371
SAMBHAAV,0.0007,0.7795,0.5015,0.3368,0.0299,0.0463
DELTACORP,0.0,0.0,0.0001,0.6374,0.2442,0.266
JOCIL,0.0,0.0,0.0,0.4229,0.1345,0.6003
KAVVERITEL,0.0,0.0,0.0137,0.0765,0.0463,0.6259
ALKEM,0.0002,0.013,0.8766,0.3993,0.0475,0.1777
MOREPENLAB,0.0,0.0,0.0,0.3569,0.1841,0.0831
APLAPOLLO,0.0,0.0,0.0251,0.6675,0.117,0.0017
VIKASECO,0.0,0.0,0.0995,0.1389,0.0713,0.4458
HEROMOTOCO,0.0,0.0023,0.0,0.0002,0.2434,0.1095
ARVIND,0.0,0.0,0.0005,0.906,0.3234,0.0609
IRB,0.0,0.245,0.0,0.4708,0.3569,0.4354
SHARDAMOTR,0.0,0.0,0.2175,0.0775,0.1427,0.2186
DCMSHRIRAM,0.0,0.0,0.0,0.2012,0.1594,0.0308
FAIRCHEM,0.0003,0.0,0.1067,0.0602,0.0595,0.3831
MARALOVER,0.0,0.0,0.0,0.2267,0.1725,0.2492
OCL,0.0,0.0,0.0005,0.605,0.1395,0.0045
M&M,0.0,0.0006,0.0,0.2747,0.143,0.7008
HSCL,0.0,0.0,0.0,0.0862,0.1814,0.1582
SKIL,0.0,0.0,0.006,0.6359,0.1084,0.3263
CHENNPETRO,0.0,0.0,0.0002,0.5432,0.1924,0.2815
HDFCMFGETF,0.0017,0.842,0.9335,0.0279,0.0221,0.1884
UBL,0.0,0.4656,0.023,0.3034,0.1447,0.5788
INEOSSTYRO,0.0,0.0,0.0034,0.0148,0.2315,0.8951
BAJAJHIND,0.0,0.0,0.0,0.4633,0.304,0.4239
CORDSCABLE,0.0,0.0,0.0,0.5681,0.1171,0.2174
MRO-TEK,0.0001,0.0,0.0013,0.133,0.0686,0.042
CANFINHOME,0.0,0.0,0.2043,0.2996,0.1174,0.1661
INFY,0.0,0.2284,0.0001,0.0198,0.0379,0.8363
SARDAEN,0.0,0.0,0.0,0.3104,0.2516,0.2206
NIITTECH,0.0,0.0,0.4668,0.8274,0.0701,0.139
ZUARIGLOB,0.0,0.0,0.0,0.0238,0.1616,0.2764
DHFL,0.0,0.0006,0.1086,0.0381,0.2441,0.3004
AUTOIND,0.0,0.0,0.0,0.4229,0.2824,0.9526
IVZINGOLD,0.1087,0.6919,0.6485,0.3337,0.002,0.3377
MMTC,0.0,0.0,0.0,0.2395,0.2436,0.0107
HCC,0.0,0.0,0.0,0.5913,0.354,0.7005
NATHBIOGEN,0.0,0.0,0.0002,0.8195,0.1981,0.2918
AROGRANITE,0.0,0.0,0.0003,0.3851,0.1051,0.3841
ORISSAMINE,0.0,0.0,0.0,0.5405,0.2321,0.3404
SKMEGGPROD,0.0,0.0,0.0058,0.2925,0.0839,0.0321
CTE,0.0129,0.0127,0.0283,0.9049,0.0255,0.007
RPGLIFE,0.0,0.0,0.0004,0.0501,0.1308,0.1492
LAMBODHARA,0.0012,0.021,0.659,0.678,0.0386,0.864
CONCOR,0.0,0.0124,0.0621,0.124,0.0874,0.4776
SHRIRAMCIT,0.0,0.0001,0.8728,0.0168,0.0919,0.2984
DALMIABHA,0.0,0.0001,0.1103,0.051,0.1731,0.0015
INDSWFTLAB,0.0,0.0,0.0,0.8136,0.1928,0.8282
LAKSHMIEFL,0.0,0.0,0.001,0.3063,0.1271,0.6797
JCHAC,0.0,0.0001,0.7076,0.755,0.1363,0.0013
GLAXO,0.0005,0.4359,0.0749,0.0039,0.0444,0.4036
KALPATPOWR,0.0,0.0,0.0,0.0589,0.2135,0.0476
KILITCH,0.0,0.0,0.0,0.6583,0.1405,0.3748
ACCELYA,0.0,0.0,0.1929,0.0133,0.0978,0.0311
JINDRILL,0.0,0.0,0.0,0.0371,0.222,0.6506
TATACOMM,0.0,0.0027,0.0,0.295,0.2756,0.0853
AHLUCONT,0.0,0.0,0.0001,0.7472,0.167,0.0427
CEBBCO,0.0,0.0,0.0,0.0035,0.2113,0.1957
SALZERELEC,0.0,0.0,0.0001,0.0265,0.2106,0.632
GODREJIND,0.0,0.2664,0.0793,0.3384,0.342,0.2604
TATAMOTORS,0.0,0.0013,0.0009,0.1462,0.3276,0.4444
UTTAMSUGAR,0.0001,0.0,0.0,0.6919,0.1129,0.0707
FELDVR,0.0,0.0022,0.0001,0.2049,0.068,0.7932
PLASTIBLEN,0.0,0.0,0.0024,0.4911,0.1433,0.2518
M50,0.0,0.3163,0.2191,0.8022,0.2577,0.4471
BANSWRAS,0.0,0.0,0.0001,0.4086,0.0961,0.41
ALBK,0.0,0.0,0.0,0.9385,0.527,0.3471
AUTOAXLES,0.0,0.0,0.0018,0.3575,0.1028,0.0547
BYKE,0.0,0.7159,0.8448,0.4639,0.174,0.7418
ROLTA,0.0,0.0,0.0,0.0706,0.2388,0.6349
GUFICBIO,0.0,0.0,0.0001,0.9652,0.1353,0.031
AKZOINDIA,0.0,0.0,0.0798,0.0075,0.1317,0.2161
LUXIND,0.0011,0.0887,0.9676,0.1025,0.0284,0.9772
SOMANYCERA,0.0,0.0,0.0051,0.8531,0.1293,0.0018
ASHAPURMIN,0.0,0.0,0.0,0.0523,0.2075,0.5259
PONNIERODE,0.0011,0.0,0.0353,0.8724,0.0395,0.8935
NIPPOBATRY,0.0,0.0,0.0013,0.0329,0.1159,0.2665
APLLTD,0.0,0.1068,0.8696,0.4121,0.0811,0.0041
JAIBALAJI,0.5692,0.0,0.0,0.0955,0.0486,0.7322
WINDMACHIN,0.0,0.0,0.0017,0.6894,0.0924,0.0603
HGS,0.0,0.0,0.0075,0.2834,0.0978,0.0978
RAMANEWS,0.0,0.0,0.0,0.1437,0.1265,0.4653
NMDC,0.0,0.7196,0.0001,0.6559,0.284,0.8208
KICL,0.0,0.0,0.0638,0.9563,0.096,0.0373
VIPULLTD,0.0,0.0004,0.109,0.5871,0.1435,0.7855
ESCORTS,0.0,0.0,0.0,0.0283,0.2841,0.0142
HSIL,0.0,0.0,0.0036,0.3382,0.1544,0.1017
ARIES,0.0,0.0,0.0,0.0989,0.2103,0.3021
ZENSARTECH,0.0,0.0,0.002,0.0722,0.1067,0.1242
MURUDCERA,0.0,0.0,0.0,0.1219,0.1932,0.4736
HDFCNIFETF,0.0,0.0006,0.002,0.2568,0.526,0.0617
KPRMILL,0.0,0.0,0.0,0.8651,0.1674,0.037
SHIRPUR-G,0.0,0.0,0.1146,0.4424,0.1267,0.498
PANAMAPET,0.0,0.0002,0.0353,0.434,0.0533,0.248
HINDUNILVR,0.0,0.0006,0.0,0.6318,0.126,0.0111
PRECOT,0.0,0.0,0.0598,0.2319,0.0741,0.9112
JYOTHYLAB,0.0,0.0018,0.6741,0.9365,0.1023,0.1571
LICNETFGSC,0.0816,0.0176,0.7509,0.0887,0.0092,0.1695
REDINGTON,0.0,0.0,0.0155,0.6143,0.0945,0.287
SICAL,0.0,0.0,0.0,0.0507,0.1681,0.179
UNIENTER,0.0,0.0,0.0,0.182,0.1177,0.1706
AVANTIFEED,0.0,0.0201,0.672,0.695,0.0593,0.2644
WELCORP,0.0,0.0,0.0,0.8912,0.2573,0.8218
EON,0.0,0.0,0.0982,0.2882,0.1111,0.2413
MFSL,0.0,0.0002,0.0494,0.162,0.1278,0.2464
VIJAYABANK,0.0,0.7127,0.0,0.0411,0.3317,0.589
USHAMART,0.0,0.0,0.0,0.658,0.1939,0.7485
YESBANK,0.0,0.0004,0.4708,0.6964,0.2257,0.5708
CHROMATIC,0.0,0.0009,0.1201,0.958,0.0503,0.0986
JISLDVREQS,0.0,0.0,0.0,0.0181,0.3045,0.4306
HINDALCO,0.0,0.0,0.0,0.8293,0.3879,0.1645
JMA,0.0,0.0008,0.1391,0.3667,0.088,0.4529
GSKCONS,0.0,0.4242,0.0,0.2336,0.0871,0.1663
HINDOILEXP,0.0,0.0,0.0,0.0106,0.3241,0.6353
TAJGVK,0.0,0.0,0.0,0.0003,0.1457,0.4349
TTKHLTCARE,0.0,0.185,0.9039,0.5049,0.0587,0.7671
FCL,0.0,0.0008,0.0003,0.2322,0.1148,0.9481
BIRLACORPN,0.0,0.0,0.0026,0.2665,0.1705,0.0916
JINDALSTEL,0.0,0.0298,0.0,0.7381,0.2952,0.4902
SUNDRMBRAK,0.0,0.0,0.0,0.7939,0.1443,0.1354
CARERATING,0.0,0.0001,0.3832,0.7966,0.0788,0.4478
PATELENG,0.0,0.0,0.0,0.0024,0.3236,0.8666
AIFL,0.0035,0.006,0.1632,0.9978,0.0579,0.2322
LAKPRE,0.0,0.0,0.0038,0.8921,0.0639,0.6593
TCI,0.0,0.0,0.0116,0.4865,0.2189,0.2577
PENIND,0.0,0.0,0.0,0.3255,0.2369,0.3693
SINTEX,0.0,0.0,0.0,0.0449,0.2262,0.8559
ONGC,0.0,0.0,0.0072,0.003,0.2825,0.8495
INDORAMA,0.0,0.0,0.0,0.8716,0.1499,0.346
IDBI,0.0,0.2511,0.0,0.1821,0.4953,0.3667
DSSL,0.2042,0.0088,0.2513,0.6977,0.0082,0.0294
VINATIORGA,0.0,0.0,0.0024,0.1255,0.0976,0.0218
HATHWAY,0.0,0.0013,0.111,0.9702,0.0845,0.3736
ASHIMASYN,0.0001,0.0,0.0008,0.38,0.0671,0.1739
CNOVAPETRO,0.0035,0.0026,0.8106,0.0233,0.0214,0.2975
BSL,0.0,0.0,0.0008,0.0978,0.0952,0.1107
JINDWORLD,0.0,0.0339,0.0511,0.579,0.0509,0.1324
RUPA,0.0,0.0008,0.5696,0.625,0.0697,0.1567
REFEX,0.0015,0.0001,0.0856,0.4641,0.0505,0.0539
MOHITIND,0.0,0.0509,0.928,0.3691,0.0422,0.7069
ALICON,0.0,0.0,0.0018,0.5631,0.1385,0.0481
MANGALAM,0.0744,0.0018,0.027,0.5121,0.0226,0.1155
BHARATFIN,0.0,0.0114,0.1153,0.5136,0.2535,0.0492
PFIZER,0.0,0.0,0.043,0.0449,0.0657,0.2672
SHRIRAMEPC,0.0,0.0,0.0,0.6638,0.1541,0.7085
RANASUG,0.0,0.0,0.0,0.5718,0.1308,0.5178
INFRABEES,0.0,0.002,0.0,0.0743,0.1934,0.587
SUVEN,0.0,0.0,0.0,0.4822,0.1888,0.049
KARMAENG,0.008,0.0002,0.0577,0.125,0.0306,0.1
BAYERCROP,0.0,0.2036,0.468,0.0532,0.0712,0.0228
JAMNAAUTO,0.0,0.0,0.0281,0.1591,0.0881,0.7061
TNPETRO,0.0,0.0,0.1,0.3086,0.1103,0.1007
BRIGADE,0.0,0.0,0.0,0.0774,0.2268,0.1033
DBCORP,0.0,0.0811,0.779,0.0774,0.0784,0.2586
TGBHOTELS,0.0,0.0,0.0002,0.4554,0.144,0.8544
AFL,0.0,0.0,0.0059,0.3045,0.1059,0.6068
NAGREEKCAP,0.0079,0.0505,0.7483,0.0566,0.0083,0.0672
DHAMPURSUG,0.0,0.0,0.0,0.2098,0.1805,0.2065
SETFNIFBK,0.0,0.0817,0.3717,0.7408,0.1705,0.1901
RELCONS,0.0001,0.3332,0.0533,0.6987,0.0209,0.2865
PFOCUS,0.0,0.0,0.0013,0.4683,0.1262,0.2427
COFFEEDAY,0.0,0.0004,0.5252,0.2696,0.1323,0.9218
LOVABLE,0.0,0.0,0.0,0.251,0.2703,0.4069
TORNTPOWER,0.0,0.0,0.0,0.9995,0.1871,0.6122
ENIL,0.0,0.024,0.9704,0.516,0.1063,0.0569
DHANBANK,0.0,0.0,0.0,0.1589,0.2709,0.3079
ELECON,0.0,0.0,0.0,0.0047,0.282,0.4529
PATINTLOG,0.0,0.0,0.0,0.8142,0.1559,0.2961
NITESHEST,0.0,0.0,0.0,0.0677,0.165,0.9423
ARSHIYA,0.0,0.0,0.0,0.2731,0.1804,0.7217
PEL,0.0,0.0173,0.0612,0.3479,0.1041,0.0054
ANANTRAJ,0.0,0.0,0.0,0.074,0.4318,0.5214
PUNJABCHEM,0.0,0.0,0.0081,0.0001,0.1269,0.1811
SASTASUNDR,0.0,0.0,0.121,0.2715,0.1004,0.1704
IFCI,0.0,0.0358,0.0,0.3338,0.4508,0.9262
ANDHRACEMT,0.0002,0.0,0.0,0.7069,0.1234,0.5361
KHANDSE,0.5696,0.9467,0.6647,0.8887,-0.005,0.2164
JAYAGROGN,0.0,0.0,0.0007,0.1586,0.1069,0.2396
GMRINFRA,0.0,0.0,0.0,0.6633,0.3668,0.9512
TCIDEVELOP,0.115,0.0011,0.0324,0.0923,0.0282,0.1405
WALCHANNAG,0.0,0.0,0.0,0.024,0.3349,0.3539
PSB,0.0,0.0003,0.0,0.0867,0.3959,0.5582
SMSPHARMA,0.0,0.0,0.0016,0.5976,0.0766,0.4854
BALAMINES,0.0,0.0,0.0,0.7588,0.1701,0.0222
MUKANDENGG,0.0,0.0,0.0,0.7919,0.2356,0.9129
JETAIRWAYS,0.0,0.0,0.0,0.7958,0.2089,0.8144
GAIL,0.0,0.1856,0.2762,0.8496,0.2014,0.3485
GABRIEL,0.0,0.0,0.0,0.6956,0.2187,0.0277
SOTL,0.0,0.0,0.0234,0.6582,0.1027,0.1528
ZENTEC,0.0,0.0,0.0,0.0644,0.2872,0.3817
KOTHARIPRO,0.0,0.0,0.0001,0.6952,0.1027,0.7683
ROHITFERRO,0.0,0.0,0.0,0.0559,0.1296,0.4985
NAVKARCORP,0.0,0.0,0.1468,0.9361,0.1527,0.8651
SRF,0.0,0.0,0.015,0.1871,0.2039,0.0051
PRESSMN,0.0,0.0,0.0667,0.6555,0.1662,0.2737
ANDHRSUGAR,0.0,0.0,0.0,0.5934,0.1763,0.1225
TEXRAIL,0.0,0.0,0.0,0.2117,0.2142,0.5956
WENDT,0.0,0.0,0.0,0.0696,0.1002,0.3053
BPL,0.0,0.0,0.0,0.0465,0.2257,0.1369
