,Adj-r_sq,F-statistics,HML %,P(F-value),Rm-Rf %,SMB %,Symbol,WML %,const
605,0.3205,146.1888,0.0,0.0,0.0,0.0,GICHSGFIN,0.2458,0.2241
606,0.063,19.6711,0.0391,0.0,0.0,0.0849,ICICINIFTY,0.3338,0.3001
607,0.0819,28.2183,0.0006,0.0,0.0,0.0039,POLARIS,0.0543,0.3006
608,0.0543,18.6661,0.0053,0.0,0.0,0.0002,MAYURUNIQ,0.0019,0.9458
609,0.1034,36.4938,0.1918,0.0,0.0,0.039,HAVELLS,0.0692,0.9543
610,0.2903,123.5322,0.0,0.0,0.0,0.0,JAYNECOIND,0.0002,0.6864
611,0.0155,4.4889,0.8285,0.0014,0.0017,0.0324,UNIPLY,0.4851,0.0356
612,0.0068,3.0926,0.8372,0.0151,0.0023,0.8188,IDBIGOLD,0.9117,0.9452
613,0.1585,52.38,0.0,0.0,0.0,0.0,IZMO,0.0139,0.5215
614,0.0951,33.3399,0.4242,0.0,0.0,0.0001,63MOONS,0.0098,0.2772
615,0.1869,68.0786,0.0,0.0,0.0,0.0,KOKUYOCMLN,0.9246,0.4457
616,0.0862,27.1673,0.0037,0.0,0.0,0.0,STERTOOLS,0.2298,0.1596
617,0.0769,23.2156,0.1312,0.0,0.0,0.0001,DYNAMATECH,0.1433,0.5308
618,0.0739,25.5244,0.0161,0.0,0.0,0.0,HMVL,0.1228,0.7181
619,0.0602,20.7266,0.2423,0.0,0.0,0.0304,TTKPRESTIG,0.6511,0.2778
620,0.2649,111.8984,0.0,0.0,0.0,0.0,INDIAGLYCO,0.6039,0.6818
621,0.2294,87.3254,0.0,0.0,0.0,0.0,VIPCLOTHNG,0.6493,0.6768
622,0.171,59.0559,0.0176,0.0,0.0,0.0,DENORA,0.1916,0.7664
623,0.0798,26.4879,0.0506,0.0,0.0,0.0,AHLEAST,0.1269,0.8052
624,0.2783,116.0935,0.0,0.0,0.0,0.0,NETWORK18,0.0911,0.9994
625,0.1788,63.8157,0.0,0.0,0.0,0.0,JAGSNPHARM,0.838,0.5978
626,0.1357,49.3265,0.0,0.0,0.0,0.0,BALRAMCHIN,0.3476,0.4013
627,0.0175,4.2642,0.0057,0.002,0.6158,0.0011,SHAHALLOYS,0.5607,0.2004
628,0.0976,24.3895,0.2677,0.0,0.0,0.0006,CAPLIPOINT,0.8954,0.1562
629,0.1583,58.8972,0.0022,0.0,0.0,0.0,JUBILANT,0.5882,0.4488
630,0.2606,109.4778,0.0136,0.0,0.0,0.0,BBTC,0.7095,0.0328
631,0.1724,65.1152,0.0032,0.0,0.0,0.0,SUPPETRO,0.6504,0.0831
632,0.1161,41.4142,0.0062,0.0,0.0,0.0,MAHLIFE,0.1188,0.6506
633,0.5603,393.1746,0.0,0.0,0.0,0.5305,RELCAPITAL,0.0003,0.8511
634,0.204,77.3148,0.0,0.0,0.0,0.0,AJMERA,0.6422,0.5707
635,0.427,230.3052,0.0,0.0,0.0,0.0,HDFCBANK,0.6682,0.0113
636,0.1772,65.2752,0.0,0.0,0.0,0.0,GREENPOWER,0.0245,0.7836
637,0.0875,27.3938,0.0,0.0,0.0,0.0,GSS,0.2659,0.7423
638,0.2807,73.0154,0.0,0.0,0.0,0.0,INTELLECT,0.0184,0.9077
639,0.2159,85.7349,0.0499,0.0,0.0,0.0,VADILALIND,0.0085,0.1681
640,0.191,73.6512,0.0005,0.0,0.0,0.0016,ENGINERSIN,0.3673,0.8
641,0.2314,93.6649,0.0,0.0,0.0,0.0,INGERRAND,0.9335,0.9888
642,0.0734,18.8123,0.0754,0.0,0.0,0.0,SHREYANIND,0.5695,0.0831
643,0.1052,35.6984,0.0001,0.0,0.0,0.0,TWL,0.7876,0.9618
644,0.22,79.7435,0.0,0.0,0.0,0.0,BLKASHYAP,0.0104,0.3195
645,0.0587,17.4537,0.0164,0.0,0.0,0.0006,FMNL,0.1117,0.1095
646,0.2577,107.8333,0.0,0.0,0.0,0.0406,DISHTV,0.8203,0.7825
647,0.1552,55.3619,0.0,0.0,0.0,0.0,AARVEEDEN,0.3993,0.6997
648,0.0853,29.6916,0.0776,0.0,0.0,0.0057,BIOCON,0.3022,0.483
649,0.3919,199.3391,0.0,0.0,0.0,0.1185,KTKBANK,0.0062,0.7762
650,0.1346,21.3429,0.8106,0.0,0.0,0.0001,SHK,0.443,0.765
651,0.0123,4.1778,0.298,0.0023,0.1435,0.9441,JMTAUTOLTD,0.0014,0.832
652,0.0128,3.0282,0.0191,0.0172,0.5381,0.3461,SGL,0.732,0.0315
653,0.2847,123.4661,0.0001,0.0,0.0,0.721,BHEL,0.0032,0.2845
654,0.1742,65.3274,0.0042,0.0,0.0,0.0,LUMAXIND,0.0,0.238
655,0.2318,85.4905,0.0,0.0,0.0,0.0,KESORAMIND,0.0792,0.7269
656,0.1272,44.4128,0.0164,0.0,0.0,0.0,RML,0.525,0.1496
657,0.0502,12.5379,0.0571,0.0,0.0007,0.0,KESARENT,0.897,0.6118
658,0.266,112.5123,0.0001,0.0,0.0,0.0,MANGLMCEM,0.5017,0.9196
659,0.0547,18.7946,0.933,0.0,0.0,0.0715,SANOFI,0.4084,0.2897
660,0.1462,53.7153,0.0004,0.0,0.0,0.0,GRANULES,0.5321,0.6858
661,0.0535,10.2339,0.0825,0.0,0.0015,0.0024,SIGNET,0.5836,0.4979
662,0.1565,58.0946,0.0,0.0,0.0,0.0,RADICO,0.0434,0.8012
663,0.2008,35.8672,0.0002,0.0,0.0,0.0,SHREEPUSHK,0.1443,0.1926
664,0.2157,85.6437,0.0,0.0,0.0,0.0,MCLEODRUSS,0.3119,0.2085
665,0.2695,114.5482,0.0,0.0,0.0,0.097,CENTRALBK,0.0006,0.7481
666,0.2106,82.3676,0.0,0.0,0.0,0.0,ASAHISONG,0.0149,0.3863
667,0.5238,339.4561,0.0,0.0,0.0,0.0,BANKINDIA,0.0,0.6037
668,0.177,62.1475,0.0,0.0,0.0,0.0,SAKHTISUG,0.0678,0.9723
669,0.2176,86.596,0.0206,0.0,0.0,0.5723,COALINDIA,0.0,0.6375
670,0.1791,68.1298,0.0005,0.0,0.0,0.0,VENUSREM,0.8094,0.2134
671,0.1302,45.4425,0.0035,0.0,0.0,0.0,AARTIDRUGS,0.176,0.4326
672,0.1035,36.5373,0.4006,0.0,0.0,0.0002,WABCOINDIA,0.2912,0.0651
673,0.0865,28.2148,0.0064,0.0,0.0,0.0001,SANDESH,0.4427,0.0958
674,0.211,83.292,0.0,0.0,0.0,0.0,ALEMBICLTD,0.3391,0.4275
675,0.3073,133.8635,0.0,0.0,0.0,0.0,DCW,0.2146,0.8533
676,0.1004,34.1505,0.5649,0.0,0.0,0.0,MPSLTD,0.0249,0.1677
677,0.0728,20.8167,0.0073,0.0,0.0,0.0,TOKYOPLAST,0.5398,0.1063
678,0.0598,17.7779,0.0,0.0,0.0434,0.0,SURANAT&P,0.809,0.9004
679,0.0376,10.9337,0.0041,0.0,0.0025,0.0001,CREST,0.5635,0.1406
680,0.1463,53.7367,0.1887,0.0,0.0,0.2757,TVSMOTOR,0.0148,0.001
681,0.158,58.7288,0.0,0.0,0.0,0.0,TAKE,0.0003,0.2748
682,0.2661,111.6035,0.0,0.0,0.0,0.0,HFCL,0.6754,0.8071
683,0.0114,4.3241,0.8473,0.0018,0.0014,0.1817,HNGSNGBEES,0.2764,0.3854
684,0.0873,27.1005,0.0001,0.0,0.0,0.0,TCIFINANCE,0.1908,0.8229
685,0.1248,44.8721,0.0072,0.0,0.0,0.0049,INDHOTEL,0.0693,0.4227
686,0.1185,34.9192,0.0,0.0,0.0,0.0,BSELINFRA,0.022,0.3447
687,0.0814,23.9634,0.007,0.0,0.0,0.0,KMSUGAR,0.9263,0.0784
688,0.1928,71.6486,0.0,0.0,0.0,0.0,PROZONINTU,0.6159,0.8152
689,0.1982,75.472,0.0001,0.0,0.0,0.0,EVERESTIND,0.3852,0.6172
690,0.1789,66.6486,0.0024,0.0,0.0,0.0,HONDAPOWER,0.0775,0.637
691,0.0974,32.1754,0.0011,0.0,0.0,0.0001,NSIL,0.4234,0.5173
692,0.0598,17.4814,0.0001,0.0,0.0009,0.0,EMKAY,0.5097,0.0955
693,0.3328,152.477,0.0,0.0,0.0,0.0,GTL,0.0011,0.5043
694,0.4119,216.5312,0.0,0.0,0.0,0.0,UFLEX,0.0,0.1193
695,0.0909,30.256,0.0147,0.0,0.0,0.0036,SESHAPAPER,0.1047,0.2644
696,0.0219,7.8867,0.0417,0.0,0.001,0.0711,FLEXITUFF,0.9213,0.5284
697,0.0094,3.1573,0.4224,0.0137,0.0485,0.7791,ARCOTECH,0.1772,0.8605
698,0.254,105.7205,0.0,0.0,0.0,0.0,KANORICHEM,0.0406,0.9398
699,0.1441,52.8176,0.0142,0.0,0.0,0.0,MOIL,0.6633,0.6835
700,0.0781,27.0873,0.0103,0.0,0.0,0.4236,NESTLEIND,0.0702,0.5485
701,0.1498,55.219,0.0036,0.0,0.0,0.9488,AUROPHARMA,0.1098,0.1977
702,0.1101,39.0781,0.4564,0.0,0.0,0.0001,BLUEDART,0.0724,0.2884
703,0.0176,5.9688,0.2451,0.0001,0.0034,0.0097,EXCELCROP,0.4975,0.1116
704,0.2148,80.3185,0.0,0.0,0.0,0.0,ATLANTA,0.4824,0.6393
705,0.4006,206.7227,0.0,0.0,0.0,0.0,TATAGLOBAL,0.2845,0.87
706,0.1518,56.077,0.0004,0.0,0.0,0.0273,GUJFLUORO,0.1143,0.3882
707,0.0658,20.7311,0.1032,0.0,0.0,0.0,ITDCEM,0.0803,0.3435
708,0.1878,72.1605,0.4383,0.0,0.0,0.0595,CIPLA,0.4095,0.8468
709,0.1718,64.8545,0.0,0.0,0.0,0.0,HEG,0.783,0.0499
710,0.1029,36.2823,0.2159,0.0,0.0,0.0,PCJEWELLER,0.4342,0.4473
711,0.036,11.6952,0.004,0.0,0.0005,0.0001,SANGHVIMOV,0.4241,0.4296
712,0.3079,135.0289,0.0,0.0,0.0,0.0,DBREALTY,0.0224,0.1351
713,0.1642,28.4631,0.3899,0.0,0.0,0.0,PRABHAT,0.2383,0.4926
714,0.1354,42.7474,0.0,0.0,0.0,0.0,SUPREMEINF,0.3057,0.8559
715,0.0337,10.5624,0.0232,0.0,0.0024,0.0,METKORE,0.184,0.8075
716,0.1027,36.2397,0.138,0.0,0.0,0.0,GDL,0.0375,0.5229
717,0.0998,34.8349,0.0,0.0,0.0,0.0052,FEL,0.2802,0.573
718,0.1164,36.547,0.0002,0.0,0.0,0.0,LOTUSEYE,0.8838,0.1719
719,0.0453,6.8907,0.5363,0.0,0.0009,0.0119,LALPATHLAB,0.0942,0.8834
720,0.2986,130.3383,0.0,0.0,0.0,0.0,ACE,0.0171,0.1632
721,0.3456,157.7383,0.0,0.0,0.0,0.0,UNITY,0.0,0.0415
722,0.0538,18.5034,0.0974,0.0,0.0,0.818,RELIGARE,0.3689,0.1031
723,0.2837,122.9104,0.0,0.0,0.0,0.0,NHPC,0.0,0.8623
724,0.1978,76.892,0.0,0.0,0.0,0.0,GAEL,0.0978,0.1632
725,0.4,206.1752,0.0,0.0,0.0,0.253,SAIL,0.0,0.9839
726,0.0646,15.8224,0.1642,0.0,0.0,0.0007,SALORAINTL,0.1491,0.1967
727,0.132,47.7892,0.5767,0.0,0.0,0.0122,HONAUT,0.8161,0.0011
728,0.1061,18.151,0.1276,0.0,0.0004,0.0,MUTHOOTCAP,0.0381,0.142
729,0.0072,2.4842,0.6526,0.0423,0.1269,0.009,V2RETAIL,0.9018,0.1488
730,0.0836,29.0685,0.2417,0.0,0.0,0.0002,PHOENIXLTD,0.1368,0.3607
731,0.1989,76.4058,0.0,0.0,0.0,0.0,LOKESHMACH,0.0025,0.8872
732,0.05,17.2012,0.1424,0.0,0.0,0.6974,COLPAL,0.1424,0.578
733,0.0785,27.1824,0.0148,0.0,0.0,0.0012,FMGOETZE,0.4651,0.3056
734,0.1219,43.7391,0.0,0.0,0.0,0.0,RJL,0.8916,0.2334
735,0.1053,35.6781,0.0013,0.0,0.0,0.0,XCHANGING,0.1226,0.2319
736,0.0364,6.3661,0.1443,0.0001,0.0098,0.0345,RAMASTEEL,0.7953,0.7495
737,0.0997,35.0639,0.0255,0.0,0.0,0.0029,RAJESHEXPO,0.3862,0.0992
738,0.1439,52.7212,0.0013,0.0,0.0,0.0,BLISSGVS,0.0168,0.3541
739,0.1768,67.1185,0.0,0.0,0.0,0.0,BANCOINDIA,0.6508,0.2505
740,0.1004,33.2714,0.0506,0.0,0.0,0.0001,ISFT,0.0003,0.0681
741,0.409,213.9918,0.0,0.0,0.0,0.0,ADANIPOWER,0.0,0.497
742,0.1333,48.309,0.326,0.0,0.0,0.0,ALLCARGO,0.4103,0.7538
743,0.0715,21.182,0.0572,0.0,0.0,0.0,SANGHIIND,0.8609,0.226
744,0.559,391.0909,0.0,0.0,0.0,0.8589,RELINFRA,0.0,0.7786
745,0.0739,25.5275,0.604,0.0,0.0,0.8627,KOTAKNIFTY,0.7969,0.4792
746,0.1214,43.5129,0.0,0.0,0.0,0.0,GESHIP,0.0102,0.9406
747,0.1887,72.5889,0.0832,0.0,0.0,0.5519,OMAXE,0.2417,0.5833
748,0.0438,10.1275,0.0,0.0,0.5035,0.0026,IITL,0.9815,0.8211
749,0.1674,62.866,0.0,0.0,0.0,0.0,NDL,0.0054,0.2405
750,0.053,15.2553,0.7086,0.0,0.0,0.0351,GAL,0.7774,0.7784
751,0.2751,117.8107,0.0,0.0,0.0,0.0,KCP,0.0505,0.7237
752,0.1659,61.9297,0.0,0.0,0.0,0.0,EDL,0.1659,0.6212
753,0.0498,17.1409,0.2971,0.0,0.0,0.0026,BEL,0.6522,0.6693
754,0.2991,132.2972,0.0,0.0,0.0,0.0,PFS,0.5587,0.8598
755,0.171,52.3541,0.0972,0.0,0.0,0.0,AUTOLITIND,0.0753,0.6506
756,0.0909,30.8989,0.0001,0.0,0.0,0.0,ORIENTPPR,0.1495,0.1441
757,0.0275,9.7167,0.5313,0.0,0.0,0.215,ECLERX,0.1773,0.2819
758,0.1249,44.9274,0.0,0.0,0.0,0.0,GRAPHITE,0.5868,0.0354
759,0.1702,58.5446,0.0,0.0,0.0,0.0,MORARJEE,0.4887,0.6034
760,0.0159,5.9677,0.6566,0.0001,0.0001,0.8601,SWANENERGY,0.4871,0.5557
761,0.0198,5.2122,0.0415,0.0004,0.1154,0.0103,TIMESGTY,0.3422,0.1962
762,0.1057,35.5014,0.0003,0.0,0.0,0.0,BALPHARMA,0.5842,0.3575
763,0.111,39.1287,0.0893,0.0,0.0,0.0,OMKARCHEM,0.1347,0.3918
764,0.2361,96.0219,0.0,0.0,0.0,0.0,LUMAXTECH,0.0793,0.2856
765,0.0731,22.4494,0.0047,0.0,0.0,0.0,TIPSINDLTD,0.9702,0.7712
766,0.2968,130.9029,0.0,0.0,0.0,0.1512,MAHABANK,0.0038,0.0866
767,0.1068,34.8422,0.0,0.0,0.0,0.0,TTL,0.0258,0.4139
768,0.0347,9.7189,0.0247,0.0,0.0006,0.0306,PRIMESECU,0.1733,0.0738
769,0.1111,39.4541,0.2567,0.0,0.0,0.0035,GET&D,0.0062,0.2493
770,0.1852,70.9394,0.0,0.0,0.0,0.0508,LAKSHVILAS,0.0834,0.745
771,0.2094,80.9102,0.0,0.0,0.0,0.0,LYKALABS,0.676,0.3007
772,0.048,12.5883,0.5208,0.0,0.0,0.0028,SDBL,0.0794,0.4698
773,0.012,2.7444,0.3826,0.0278,0.8897,0.0241,DELTAMAGNT,0.0959,0.5354
774,0.128,46.1798,0.0005,0.0,0.0,0.0,MMFL,0.0038,0.0083
775,0.0647,22.282,0.0261,0.0,0.0,0.0028,KANSAINER,0.2092,0.8156
776,0.2493,67.3242,0.0016,0.0,0.0,0.0,SNOWMAN,0.7674,0.2017
777,0.0959,29.7151,0.0071,0.0,0.0,0.0,ARROWTEX,0.5276,0.2095
778,0.1452,53.282,0.095,0.0,0.0,0.0,UNICHEMLAB,0.1591,0.8795
779,0.1564,58.0413,0.5508,0.0,0.0,0.0,COROMANDEL,0.1705,0.4617
780,0.1389,44.6377,0.0003,0.0,0.0,0.0,TRIGYN,0.0836,0.151
781,0.1483,54.6022,0.0066,0.0,0.0,0.0001,JSWSTEEL,0.3906,0.8711
782,0.1468,51.8433,0.0,0.0,0.0,0.0,ESSARSHPNG,0.0,0.714
783,0.2354,90.8837,0.0,0.0,0.0,0.0,JTEKTINDIA,0.4304,0.0439
784,-0.0048,0.1016,0.8815,0.9819,0.9056,0.6233,VISESHINFO,0.6247,0.0015
785,0.0621,21.3894,0.3882,0.0,0.0,0.0,VAKRANGEE,0.4037,0.0333
786,0.0717,20.9915,0.0,0.0,0.0008,0.0,SPENTEX,0.2363,0.6678
787,0.1963,73.2285,0.0,0.0,0.0,0.0,EXCELINDUS,0.0066,0.1447
788,0.0075,2.4006,0.5896,0.0487,0.1298,0.0267,ZODJRDMKJ,0.2079,0.2773
789,0.2012,78.5166,0.0027,0.0,0.0,0.0,TBZ,0.6676,0.2314
790,0.0566,19.4584,0.1116,0.0,0.0,0.8375,INFRATEL,0.3689,0.3337
791,0.1386,50.5231,0.002,0.0,0.0,0.0,KPIT,0.0592,0.9636
792,0.1851,69.1609,0.0,0.0,0.0,0.0,MADRASFERT,0.0942,0.4071
793,0.1907,69.8824,0.688,0.0,0.0,0.0,REPCOHOME,0.1554,0.2091
794,0.0943,33.0322,0.0,0.0,0.0,0.0,HUBTOWN,0.2983,0.6091
795,0.2854,123.9219,0.022,0.0,0.0,0.1068,RECLTD,0.075,0.67
796,0.2222,87.0422,0.0,0.0,0.0,0.0,NIITLTD,0.2013,0.3468
797,0.1536,56.8603,0.001,0.0,0.0,0.0,SIMPLEXINF,0.24,0.4507
798,0.0655,16.1295,0.0095,0.0,0.0003,0.0,BANARBEADS,0.4474,0.4028
799,0.1801,66.8106,0.0,0.0,0.0,0.0,TTML,0.0344,0.6618
800,0.5134,325.6436,0.0,0.0,0.0,0.0,CANBK,0.0,0.948
801,0.1658,56.0964,0.0003,0.0,0.0,0.0,SHALPAINTS,0.7245,0.9406
802,0.1288,22.6955,0.0172,0.0,0.0,0.0,BALKRISHNA,0.0812,0.4252
803,0.2107,83.1434,0.007,0.0,0.0,0.0,NILKAMAL,0.256,0.1676
804,0.1129,40.1702,0.7771,0.0,0.0,0.0415,SUNDARMFIN,0.412,0.0368
805,0.5782,187.0701,0.0254,0.0,0.0,0.0011,UTINIFTETF,0.3286,0.3604
806,0.1793,68.2265,0.0011,0.0,0.0,0.0,TIMETECHNO,0.0181,0.3064
807,0.1074,30.76,0.0011,0.0,0.0,0.0,DONEAR,0.5348,0.5586
808,0.3919,192.4087,0.0006,0.0,0.0,0.0,L&TFH,0.9972,0.9295
809,-0.0017,0.4921,0.9533,0.7416,0.7146,0.2544,LIQUIDBEES,0.4854,0.9503
810,0.0869,17.3731,0.014,0.0,0.0,0.0003,AGARIND,0.0834,0.1357
811,0.3456,160.1295,0.0,0.0,0.0,0.0,PUNJLLOYD,0.0,0.2352
812,0.3544,169.9337,0.0,0.0,0.0,0.0,SCI,0.0045,0.9778
813,0.0479,12.6586,0.0539,0.0,0.0032,0.0,GTNIND,0.4857,0.5115
814,0.0518,17.8284,0.3322,0.0,0.0,0.0288,PIIND,0.739,0.3668
815,0.0911,31.8538,0.7123,0.0,0.0,0.0004,BAJAJHLDNG,0.114,0.1446
816,0.2264,86.2172,0.0,0.0,0.0,0.0,RAMKY,0.2828,0.3801
817,0.0623,21.4522,0.024,0.0,0.0,0.0096,ASTRAZEN,0.4737,0.861
818,0.2942,124.8165,0.0,0.0,0.0,0.0,MIRZAINT,0.061,0.3123
819,0.3018,134.022,0.0,0.0,0.0,0.0,SURYAROSNI,0.2245,0.2787
820,0.1017,16.4277,0.1745,0.0,0.0001,0.0,ADROITINFO,0.6816,0.6197
821,0.0703,23.0889,0.016,0.0,0.0,0.0,SUNDARAM,0.3161,0.3297
822,0.0167,4.0691,0.2475,0.0029,0.0008,0.3947,AUSOMENT,0.2786,0.1887
823,0.1076,38.0941,0.0068,0.0,0.0,0.0,VESUVIUS,0.8625,0.0516
824,0.3713,182.7239,0.0,0.0,0.0,0.0006,VEDL,0.0009,0.44
825,0.1587,55.1902,0.0,0.0,0.0,0.0,PRAENG,0.0335,0.7603
826,0.1108,36.5684,0.0021,0.0,0.0,0.0,HITECHCORP,0.0309,0.5018
827,0.2605,109.4078,0.0004,0.0,0.0,0.0028,EXIDEIND,0.4877,0.8794
828,0.1262,35.5327,0.0269,0.0,0.0,0.0,STARPAPER,0.5792,0.0184
829,0.0941,32.9751,0.1333,0.0,0.0,0.0,KSCL,0.2225,0.7703
830,0.0708,21.6785,0.0016,0.0,0.0,0.0,WEIZFOREX,0.2696,0.0468
831,0.1532,30.4101,0.1387,0.0,0.0,0.0001,UFO,0.6578,0.4677
832,0.1007,32.2584,0.0113,0.0,0.0,0.0,BEPL,0.0159,0.0802
833,0.1762,30.2984,0.1652,0.0,0.0,0.0,ARVSMART,0.2159,0.0437
834,0.5578,238.1788,0.0276,0.0,0.0,0.0,KOTAKBKETF,0.442,0.1203
835,0.151,55.7294,0.3506,0.0,0.0,0.0,FINCABLES,0.4129,0.0021
836,0.4163,220.5279,0.0,0.0,0.0,0.0,BGRENERGY,0.0,0.248
837,0.0419,6.6492,0.2121,0.0,0.0296,0.0012,AGRITECH,0.1536,0.0222
838,0.0767,26.5798,0.0463,0.0,0.0,0.0,TECHNO,0.1068,0.3908
839,0.031,6.3203,0.4417,0.0001,0.0083,0.0014,ORTEL,0.4073,0.0475
840,0.1369,48.9234,0.0,0.0,0.0,0.0,RAJSREESUG,0.7072,0.8265
841,0.2833,122.6379,0.0,0.0,0.0,0.0,APTECHT,0.4518,0.3286
842,0.1009,34.1047,0.0011,0.0,0.0,0.0,NOIDATOLL,0.3272,0.3074
843,0.1632,29.4714,0.0096,0.0,0.0,0.0,AYMSYNTEX,0.7428,0.1756
844,0.0407,11.82,0.0338,0.0,0.0001,0.0582,LYPSAGEMS,0.8274,0.2091
845,0.0928,32.4804,0.9508,0.0,0.0,0.6309,GRASIM,0.2414,0.55
846,0.086,29.9401,0.1367,0.0,0.0,0.0,SUNTECK,0.9609,0.7892
847,0.5176,331.2589,0.0,0.0,0.0,0.0,UCOBANK,0.0,0.2463
848,0.0852,28.6556,0.0012,0.0,0.0,0.0,PDPL,0.4481,0.2247
849,0.2123,83.9441,0.0,0.0,0.0,0.0002,KOTAKBANK,0.1887,0.4135
850,0.1388,48.4002,0.001,0.0,0.0,0.0,SATHAISPAT,0.0428,0.8943
851,0.1106,39.2707,0.0199,0.0,0.0,0.0,DICIND,0.6612,0.5565
852,0.021,7.2233,0.065,0.0,0.0052,0.0069,RAJTV,0.2514,0.5331
853,0.285,122.5439,0.0,0.0,0.0,0.0001,TV18BRDCST,0.137,0.7087
854,-0.0007,0.7517,0.8023,0.5569,0.2935,0.2201,DPL,0.8734,0.0
855,0.0565,12.6221,0.3042,0.0,0.0,0.0121,PDSMFL,0.5799,0.1791
856,0.1274,45.948,0.3383,0.0,0.0,0.0,ASHOKA,0.1389,0.8295
857,0.1516,55.9869,0.0019,0.0,0.0,0.0,MAHSEAMLES,0.6803,0.8032
858,0.1836,68.8255,0.0,0.0,0.0,0.0,BHARATGEAR,0.455,0.373
859,0.1654,54.8626,0.0199,0.0,0.0,0.0,ORIENTCEM,0.0157,0.2167
860,0.1923,72.7421,0.0001,0.0,0.0,0.0,MOTILALOFS,0.4515,0.0074
861,0.2281,91.9635,0.0001,0.0,0.0,0.0,GMDCLTD,0.0001,0.5093
862,0.0442,12.2988,0.0406,0.0,0.0001,0.0002,WEBELSOLAR,0.368,0.1234
863,0.0478,7.6011,0.608,0.0,0.0003,0.1991,INDIGO,0.647,0.8165
864,0.1808,68.9379,0.0,0.0,0.0,0.0,INSECTICID,0.0096,0.8911
865,0.2036,79.66,0.0,0.0,0.0,0.0,FSL,0.0116,0.5294
866,0.3446,162.7971,0.1215,0.0,0.0,0.0638,TATAMTRDVR,0.1241,0.8791
867,0.0078,3.0473,0.1287,0.0164,0.0903,0.0264,NUTEK,0.8641,0.2703
868,0.305,136.0436,0.0,0.0,0.0,0.0,KOLTEPATIL,0.0,0.3816
869,0.0556,10.4563,0.1237,0.0,0.0031,0.0001,PNCINFRA,0.9808,0.863
870,0.121,37.7895,0.0,0.0,0.0,0.0,PIONEEREMB,0.1834,0.1755
871,0.2252,90.447,0.0,0.0,0.0,0.0,DOLPHINOFF,0.8189,0.832
872,0.1843,38.226,0.0948,0.0,0.0,0.0,VETO,0.0036,0.3826
873,0.0692,11.3102,0.63,0.0,0.0,0.9235,PENPEBS,0.1028,0.2598
874,0.1554,57.6452,0.1045,0.0,0.0,0.0787,PRESTIGE,0.5515,0.6074
875,0.1136,40.4266,0.0,0.0,0.0,0.0,INFINITE,0.2586,0.5919
876,0.2076,81.6142,0.0002,0.0,0.0,0.0,INOXLEISUR,0.0039,0.1689
877,0.1831,63.0504,0.0,0.0,0.0,0.0,VINDHYATEL,0.6,0.2174
878,0.5342,353.9691,0.0,0.0,0.0,0.0,UNIONBANK,0.0,0.7736
879,0.1607,32.6509,0.1577,0.0,0.0,0.0,VISHNU,0.831,0.4924
880,0.0803,23.4026,0.6572,0.0,0.0,0.0002,REVATHI,0.0902,0.3927
881,0.1986,44.0073,0.4777,0.0,0.0,0.0001,GANECOS,0.644,0.2941
882,0.1116,36.7617,0.0001,0.0,0.0,0.0,ASTEC,0.3787,0.0323
883,0.0693,22.3965,0.0003,0.0,0.0,0.0,AMJLAND,0.331,0.5649
884,0.0599,16.2593,0.0467,0.0,0.0,0.0,KAUSHALYA,0.2257,0.4899
885,0.1497,47.0493,0.0857,0.0,0.0,0.0,ATULAUTO,0.0683,0.8187
886,0.1214,43.5045,0.0001,0.0,0.0,0.0,GRAVITA,0.3666,0.9749
887,0.1302,47.0692,0.0,0.0,0.0,0.0,SJVN,0.0066,0.4135
888,0.0695,24.0005,0.4665,0.0,0.0,0.0013,TORNTPHARM,0.0478,0.5632
889,0.1315,39.9176,0.0,0.0,0.0,0.0,INDLMETER,0.9507,0.4151
890,0.0959,33.6546,0.5751,0.0,0.0,0.0006,CHOLAFIN,0.5808,0.0355
891,0.04,12.0006,0.0059,0.0,0.0687,0.0,PRAKASHCON,0.0073,0.4245
892,0.1753,66.4108,0.0084,0.0,0.0,0.0,ATUL,0.8666,0.0513
893,0.0749,25.9154,0.1033,0.0,0.0,0.0,APCOTEXIND,0.2408,0.6256
894,0.1075,34.5329,0.1659,0.0,0.0,0.0,SHIVAMAUTO,0.2044,0.9694
895,0.1028,33.8055,0.0001,0.0,0.0,0.0,SEAMECLTD,0.8161,0.3795
896,0.107,36.7518,0.002,0.0,0.0,0.0,RANEHOLDIN,0.0361,0.0162
897,0.1279,26.8017,0.0433,0.0,0.0,0.0,MOLDTKPAC,0.9706,0.8749
898,0.0741,24.6275,0.0027,0.0,0.0,0.0001,MANAKSIA,0.2062,0.8486
899,0.1945,39.9325,0.0415,0.0,0.0,0.0,ARROWGREEN,0.2806,0.6469
900,0.1982,71.4978,0.0,0.0,0.0,0.0,BAGFILMS,0.0018,0.8499
901,0.1335,45.4917,0.0,0.0,0.0,0.0,DWARKESH,0.4985,0.392
902,0.2004,73.0459,0.0,0.0,0.0,0.0,BINDALAGRO,0.0022,0.9739
903,0.1864,38.5713,0.0485,0.0,0.0,0.0236,MEP,0.1941,0.8851
904,0.0966,33.8935,0.0175,0.0,0.0,0.288,ASIANPAINT,0.9956,0.836
905,0.0636,21.899,0.2829,0.0,0.0,0.0,GODFRYPHLP,0.5145,0.5326
906,0.1645,61.6139,0.0002,0.0,0.0,0.0,MANINFRA,0.9131,0.6022
